"","s","S","F","R","RT"
"6736","18","s1","load1","r2",1.266
"6737","18","s1","load1","r2",1.536
"6738","18","s1","load1","r2",0.758
"6739","18","s1","load1","r2",0.828
"6740","18","s1","load1","r2",1.407
"6741","18","s1","load1","r2",1.425
"6742","18","s2","load0","r2",0.793
"6743","18","s2","load0","r1",1.607
"6744","18","s2","load0","r2",1.549
"6745","18","s1","load0","r1",3.625
"6746","18","s1","load0","r1",0.73
"6747","18","s1","load0","r1",0.705
"6748","18","s2","load0","r2",1.842
"6749","18","s2","load0","r2",1.36
"6750","18","s1","load0","r1",0.918
"6751","18","s1","load0","r1",0.871
"6752","18","s1","load0","r1",0.895
"6753","18","s2","load0","r1",1.777
"6754","18","s2","load0","r2",2.727
"6755","18","s2","load0","r2",0.757
"6756","18","s2","load0","r2",0.77
"6757","18","s1","load0","r1",1.137
"6758","18","s2","load0","r2",1.542
"6759","18","s2","load0","r2",0.991
"6760","18","s1","load0","r1",0.784
"6761","18","s2","load0","r2",0.986
"6762","18","s1","load0","r1",1.001
"6763","18","s1","load0","r1",0.8
"6764","18","s1","load0","r1",0.849
"6765","18","s2","load0","r2",1.353
"6766","18","s1","load0","r1",0.759
"6767","18","s2","load1","r2",1.203
"6768","18","s1","load1","r2",1.185
"6769","18","s1","load1","r1",1.063
"6770","18","s2","load1","r2",1.162
"6771","18","s2","load1","r2",0.862
"6772","18","s2","load1","r2",1.225
"6773","18","s1","load1","r2",0.717
"6774","18","s1","load1","r1",1.408
"6775","18","s1","load1","r1",1.033
"6776","18","s2","load1","r1",2.272
"6777","18","s2","load1","r2",1.115
"6778","18","s1","load1","r2",1.957
"6779","18","s1","load1","r2",1.333
"6780","18","s2","load1","r2",0.682
"6781","18","s1","load1","r2",0.373
"6782","18","s1","load1","r1",1.07
"6783","18","s2","load1","r2",2.747
"6784","18","s2","load1","r1",0.832
"6785","18","s2","load1","r2",1.395
"6786","18","s1","load1","r1",1.437
"6787","18","s1","load1","r1",0.842
"6788","18","s2","load1","r2",2.504
"6789","18","s2","load1","r2",1.792
"6790","18","s2","load0","r2",1.371
"6791","18","s2","load0","r1",1.939
"6792","18","s2","load0","r1",2.299
"6793","18","s2","load0","r2",1.989
"6794","18","s2","load0","r2",0.847
"6795","18","s1","load0","r1",1.67
"6796","18","s1","load0","r1",0.993
"6797","18","s2","load0","r1",1.422
"6798","18","s1","load0","r1",0.818
"6799","18","s1","load0","r2",1.414
"6800","18","s1","load0","r1",1.168
"6801","18","s2","load0","r2",1.772
"6802","18","s1","load0","r2",1.648
"6803","18","s1","load0","r1",0.898
"6804","18","s1","load0","r1",0.914
"6805","18","s2","load0","r1",3.019
"6806","18","s1","load0","r1",1.087
"6807","18","s2","load0","r2",1.989
"6808","18","s2","load0","r2",0.547
"6809","18","s2","load0","r2",0.769
"6810","18","s1","load0","r1",0.602
"6811","18","s1","load0","r1",0.565
"6812","18","s1","load0","r1",0.68
"6813","18","s1","load0","r1",0.819
"6814","18","s1","load0","r1",0.725
"6815","18","s1","load0","r1",0.888
"6816","18","s1","load1","r1",1.414
"6817","18","s1","load1","r1",0.784
"6818","18","s2","load1","r1",0.624
"6819","18","s2","load1","r1",1.126
"6820","18","s2","load1","r2",1.231
"6821","18","s1","load1","r1",1.003
"6822","18","s1","load1","r1",1.827
"6823","18","s2","load1","r1",0.758
"6824","18","s1","load1","r1",2.107
"6825","18","s1","load1","r2",1.532
"6826","18","s2","load1","r1",0.938
"6827","18","s1","load1","r1",0.758
"6828","18","s1","load1","r1",1.231
"6829","18","s1","load1","r1",1.507
"6830","18","s2","load1","r1",2.105
"6831","18","s2","load1","r2",1.068
"6832","18","s1","load1","r1",0.899
"6833","18","s2","load1","r1",0.886
"6834","18","s1","load1","r1",1.426
"6835","18","s2","load1","r2",1.178
"6836","18","s2","load1","r2",0.825
"6837","18","s1","load1","r2",1.698
"6838","18","s2","load1","r2",0.874
"6839","18","s2","load1","r2",0.849
"6840","18","s2","load0","r1",0.869
"6841","18","s1","load0","r1",0.84
"6842","18","s1","load0","r1",1.387
"6843","18","s2","load0","r2",1.783
"6844","18","s2","load0","r2",1.618
"6845","18","s2","load0","r2",1.465
"6846","18","s2","load0","r2",2.172
"6847","18","s2","load0","r1",1.395
"6848","18","s2","load0","r1",1.768
"6849","18","s1","load0","r1",0.883
"6850","18","s2","load0","r2",2.242
"6851","18","s1","load0","r1",0.971
"6852","18","s2","load0","r2",1.44
"6853","18","s2","load0","r2",1.849
"6854","18","s1","load0","r2",1.013
"6855","18","s1","load0","r2",1.812
"6856","18","s1","load0","r2",1.217
"6857","18","s1","load0","r1",1.306
"6858","18","s1","load0","r1",1.217
"6859","18","s1","load0","r1",1.212
"6860","18","s1","load0","r1",1.398
"6861","18","s1","load0","r1",0.972
"6862","18","s2","load0","r1",1.346
"6863","18","s2","load0","r1",0.774
"6864","18","s2","load0","r1",1.406
"6865","18","s2","load0","r1",0.824
"6866","18","s1","load0","r1",1.12
"6867","18","s1","load1","r1",1.321
"6868","18","s2","load1","r1",0.773
"6869","18","s2","load1","r1",1.089
"6870","18","s2","load1","r1",0.629
"6871","18","s2","load1","r2",0.763
"6872","18","s1","load1","r2",0.713
"6873","18","s1","load1","r1",0.475
"6874","18","s1","load1","r1",0.635
"6875","18","s1","load1","r1",1.439
"6876","18","s2","load1","r1",0.327
"6877","18","s1","load1","r1",1.448
"6878","18","s2","load1","r2",1.599
"6879","18","s2","load1","r1",1.539
"6880","18","s1","load1","r1",1.278
"6881","18","s1","load1","r1",1.008
"6882","18","s1","load1","r1",1.377
"6883","18","s2","load1","r1",1.338
"6884","18","s2","load1","r1",1.174
"6885","18","s2","load1","r1",2.659
"6886","18","s1","load1","r1",3.026
"6887","18","s2","load1","r2",1.004
"6888","18","s2","load1","r2",1.22
"6889","18","s2","load1","r2",0.636
"6890","18","s2","load0","r1",1.745
"6891","18","s2","load0","r2",1.193
"6892","18","s1","load0","r2",0.783
"6893","18","s1","load0","r2",0.798
"6894","18","s2","load0","r2",1.166
"6895","18","s2","load0","r2",2.039
"6896","18","s2","load0","r2",1.871
"6897","18","s1","load0","r2",1.159
"6898","18","s2","load0","r1",1.436
"6899","18","s1","load0","r2",1.129
"6900","18","s1","load0","r2",0.858
"6901","18","s2","load0","r1",1.375
"6902","18","s2","load0","r2",0.955
"6903","18","s2","load0","r2",1.588
"6904","18","s1","load0","r1",1.766
"6905","18","s2","load0","r2",1.297
"6906","18","s2","load0","r2",1.72
"6907","18","s1","load0","r1",1.581
"6908","18","s2","load0","r2",0.846
"6909","18","s1","load0","r1",2.463
"6910","18","s2","load0","r2",2.482
"6911","18","s2","load0","r2",0.733
"6912","18","s2","load0","r2",0.95
"6913","18","s2","load0","r2",0.576
"6914","18","s2","load0","r2",0.859
"6915","18","s1","load0","r2",1.965
"6916","18","s2","load0","r2",1.815
"6917","18","s1","load1","r1",1.533
"6918","18","s2","load1","r1",1.005
"6919","18","s1","load1","r2",3.111
"6920","18","s1","load1","r1",1.286
"6921","18","s2","load1","r2",2.35
"6922","18","s2","load1","r2",2.327
"6923","18","s1","load1","r2",1.256
"6924","18","s2","load1","r2",0.624
"6925","18","s1","load1","r2",0.6
"6926","18","s1","load1","r2",2.123
"6927","18","s2","load1","r2",0.774
"6928","18","s2","load1","r2",1.592
"6929","18","s1","load1","r2",1.114
"6930","18","s1","load1","r2",3.198
"6931","18","s2","load1","r2",2.813
"6932","18","s1","load1","r2",0.445
"6933","18","s1","load1","r1",1.432
"6934","18","s1","load1","r1",0.738
"6935","18","s2","load1","r1",2.337
"6936","18","s2","load1","r1",1.724
"6937","18","s1","load1","r1",0.586
"6938","18","s2","load1","r1",0.752
"6939","18","s1","load0","r2",2.223
"6940","18","s1","load0","r1",3.149
"6941","18","s1","load0","r1",1.049
"6942","18","s1","load0","r1",1.195
"6943","18","s1","load0","r1",0.609
"6944","18","s1","load0","r1",0.95
"6945","18","s1","load0","r1",0.957
"6946","18","s1","load0","r1",0.791
"6947","18","s1","load0","r1",1.156
"6948","18","s1","load0","r1",0.758
"6949","18","s1","load0","r1",0.922
"6950","18","s2","load0","r1",1.207
"6951","18","s1","load0","r1",1.11
"6952","18","s1","load0","r2",2.194
"6953","18","s1","load0","r2",0.914
"6954","18","s1","load0","r1",2.708
"6955","18","s1","load0","r1",0.807
"6956","18","s1","load0","r1",0.432
"6957","18","s2","load0","r2",1.177
"6958","18","s2","load0","r2",1.384
"6959","18","s1","load0","r1",2.043
"6960","18","s1","load0","r1",1.062
"6961","18","s1","load0","r1",1.102
"6962","18","s1","load0","r1",1.349
"6963","18","s1","load0","r1",0.658
"6964","18","s2","load0","r1",0.599
"6965","18","s2","load0","r1",0.569
"6966","18","s1","load0","r1",0.633
"6967","18","s2","load1","r2",1.256
"6968","18","s2","load1","r2",1.76
"6969","18","s2","load1","r1",0.853
"6970","18","s1","load1","r2",2.67
"6971","18","s1","load1","r1",1.151
"6972","18","s2","load1","r1",0.636
"6973","18","s2","load1","r1",1.448
"6974","18","s2","load1","r1",0.956
"6975","18","s2","load1","r2",1.876
"6976","18","s1","load1","r2",1.726
"6977","18","s2","load1","r1",1.262
"6978","18","s1","load1","r1",1.892
"6979","18","s2","load1","r1",1.287
"6980","18","s1","load1","r1",0.975
"6981","18","s2","load1","r1",0.422
"6982","18","s2","load1","r1",0.86
"6983","18","s2","load1","r1",0.616
"6984","18","s1","load1","r1",0.93
"6985","18","s1","load1","r1",1.447
"6986","18","s2","load1","r1",0.85
"6987","18","s2","load1","r2",1.541
"6988","18","s1","load1","r1",1.251
"6989","18","s2","load1","r1",0.858
"6990","18","s2","load1","r2",0.929
"6991","18","s1","load1","r1",0.894
"6992","18","s2","load0","r2",1.383
"6993","18","s2","load0","r2",2.371
"6994","18","s1","load0","r2",1.51
"6995","18","s2","load0","r2",0.867
"6996","18","s1","load0","r1",2.756
"6997","18","s1","load0","r1",1.044
"6998","18","s2","load0","r2",1.156
"6999","18","s1","load0","r1",0.619
"7000","18","s2","load0","r2",0.877
"7001","18","s2","load0","r2",2.21
"7002","18","s2","load0","r2",0.769
"7003","18","s1","load0","r2",0.519
"7004","18","s1","load0","r1",0.998
"7005","18","s2","load0","r1",1.266
"7006","18","s1","load0","r1",0.833
"7007","18","s2","load0","r1",0.618
"7008","18","s1","load0","r1",0.669
"7009","18","s1","load0","r1",0.803
"7010","18","s2","load0","r2",1.758
"7011","18","s2","load0","r2",0.833
"7012","18","s2","load0","r2",1.117
"7013","18","s2","load0","r2",0.873
"7014","18","s1","load0","r1",1.302
"7015","18","s1","load0","r1",0.766
"7016","18","s1","load0","r1",1.016
"7017","18","s1","load0","r1",1.207
"7018","18","s1","load1","r1",0.985
"7019","18","s1","load1","r1",1.256
"7020","18","s2","load1","r1",1.308
"7021","18","s2","load1","r1",1.355
"7022","18","s2","load1","r2",1.32
"7023","18","s2","load1","r2",0.651
"7024","18","s2","load1","r2",0.531
"7025","18","s2","load1","r2",2.83
"7026","18","s1","load1","r2",0.924
"7027","18","s2","load1","r1",0.996
"7028","18","s2","load1","r2",1.13
"7029","18","s2","load1","r2",0.781
"7030","18","s2","load1","r2",0.426
"7031","18","s1","load1","r2",1.419
"7032","18","s2","load1","r1",1.379
"7033","18","s1","load1","r1",1.284
"7034","18","s2","load1","r2",0.902
"7035","18","s2","load1","r2",0.815
"7036","18","s1","load1","r2",1.733
"7037","18","s2","load1","r2",1.571
"7038","18","s1","load1","r2",0.888
"7039","18","s1","load1","r2",1.03
"7040","18","s1","load1","r2",0.436
"7041","18","s1","load1","r2",0.882
"7042","18","s2","load1","r2",0.866
"7043","18","s2","load1","r2",0.995
"7044","18","s1","load0","r1",1.796
"7045","18","s1","load0","r1",1.09
"7046","18","s1","load0","r1",1.422
"7047","18","s2","load0","r2",1.895
"7048","18","s2","load0","r2",1.123
"7049","18","s2","load0","r2",0.857
"7050","18","s2","load0","r2",0.997
"7051","18","s2","load0","r2",0.642
"7052","18","s2","load0","r2",0.554
"7053","18","s2","load0","r2",0.734
"7054","18","s1","load0","r1",1.295
"7055","18","s1","load0","r2",1.724
"7056","18","s1","load0","r1",1.235
"7057","19","s1","load0","r1",0.828
"7058","19","s1","load0","r1",0.9
"7059","19","s2","load0","r2",0.738
"7060","19","s1","load0","r1",0.684
"7061","19","s2","load0","r2",0.801
"7062","19","s1","load0","r1",1.075
"7063","19","s1","load0","r1",1.136
"7064","19","s1","load0","r2",1.084
"7065","19","s2","load0","r2",0.838
"7066","19","s2","load0","r1",0.838
"7067","19","s1","load0","r1",0.93
"7068","19","s2","load0","r2",0.834
"7069","19","s1","load0","r2",0.668
"7070","19","s1","load1","r1",0.843
"7071","19","s2","load1","r2",1.132
"7072","19","s2","load1","r2",0.967
"7073","19","s2","load1","r1",1.06
"7074","19","s1","load1","r1",1.85
"7075","19","s1","load1","r2",1.429
"7076","19","s2","load1","r1",0.951
"7077","19","s1","load1","r1",0.866
"7078","19","s1","load1","r1",1.197
"7079","19","s2","load1","r2",0.864
"7080","19","s1","load1","r1",1.639
"7081","19","s2","load1","r2",1.294
"7082","19","s1","load1","r2",1.22
"7083","19","s1","load1","r1",0.81
"7084","19","s2","load1","r2",0.994
"7085","19","s1","load1","r1",2.386
"7086","19","s1","load1","r1",1.419
"7087","19","s2","load1","r2",0.723
"7088","19","s1","load1","r1",0.562
"7089","19","s2","load1","r2",0.704
"7090","19","s2","load1","r2",0.961
"7091","19","s2","load1","r2",0.75
"7092","19","s2","load1","r2",1.196
"7093","19","s2","load1","r2",0.922
"7094","19","s2","load1","r2",1.264
"7095","19","s1","load1","r2",0.753
"7096","19","s2","load1","r2",1.413
"7097","19","s2","load0","r1",1.301
"7098","19","s2","load0","r1",1.392
"7099","19","s2","load0","r2",1.09
"7100","19","s1","load0","r2",0.846
"7101","19","s1","load0","r1",0.995
"7102","19","s1","load0","r1",0.863
"7103","19","s1","load0","r1",0.964
"7104","19","s2","load0","r2",0.726
"7105","19","s2","load0","r2",0.955
"7106","19","s1","load0","r1",1.148
"7107","19","s1","load0","r1",0.759
"7108","19","s1","load0","r1",0.859
"7109","19","s2","load0","r2",0.701
"7110","19","s1","load0","r1",1.006
"7111","19","s1","load0","r1",0.957
"7112","19","s2","load0","r2",0.528
"7113","19","s2","load0","r2",0.948
"7114","19","s2","load0","r2",0.894
"7115","19","s2","load0","r2",0.597
"7116","19","s2","load0","r2",0.534
"7117","19","s1","load0","r1",1.131
"7118","19","s1","load0","r1",1.075
"7119","19","s2","load0","r2",0.662
"7120","19","s2","load0","r2",1.039
"7121","19","s1","load0","r1",1.53
"7122","19","s1","load0","r1",0.914
"7123","19","s1","load1","r1",1.002
"7124","19","s1","load1","r1",0.947
"7125","19","s2","load1","r2",0.818
"7126","19","s1","load1","r1",1.016
"7127","19","s2","load1","r1",0.897
"7128","19","s2","load1","r2",0.939
"7129","19","s2","load1","r2",1.143
"7130","19","s2","load1","r1",1.382
"7131","19","s1","load1","r1",1.418
"7132","19","s1","load1","r1",0.914
"7133","19","s1","load1","r1",1.003
"7134","19","s1","load1","r1",1.064
"7135","19","s1","load1","r1",1.28
"7136","19","s2","load1","r2",0.8
"7137","19","s1","load1","r1",0.816
"7138","19","s1","load1","r2",0.951
"7139","19","s2","load1","r2",1.111
"7140","19","s1","load1","r1",1.09
"7141","19","s2","load1","r2",0.821
"7142","19","s2","load1","r1",0.935
"7143","19","s2","load1","r2",0.961
"7144","19","s1","load1","r1",1.024
"7145","19","s1","load1","r1",1.046
"7146","19","s1","load1","r1",0.865
"7147","19","s1","load1","r2",0.751
"7148","19","s1","load1","r1",0.995
"7149","19","s2","load1","r1",1.974
"7150","19","s1","load0","r1",0.894
"7151","19","s2","load0","r2",1.395
"7152","19","s2","load0","r1",1.1
"7153","19","s2","load0","r1",0.805
"7154","19","s1","load0","r2",1.428
"7155","19","s1","load0","r1",1.055
"7156","19","s2","load0","r2",1.259
"7157","19","s1","load0","r1",1.786
"7158","19","s1","load0","r1",1.1
"7159","19","s2","load0","r2",0.854
"7160","19","s1","load0","r2",0.891
"7161","19","s2","load0","r2",1.233
"7162","19","s2","load0","r2",1.26
"7163","19","s2","load0","r2",0.92
"7164","19","s2","load0","r1",1.096
"7165","19","s1","load0","r1",1.011
"7166","19","s2","load0","r2",0.809
"7167","19","s1","load0","r2",1.256
"7168","19","s2","load0","r2",1.198
"7169","19","s1","load0","r1",1.103
"7170","19","s1","load0","r1",1.082
"7171","19","s2","load0","r2",0.696
"7172","19","s2","load0","r2",1.038
"7173","19","s1","load0","r1",0.788
"7174","19","s1","load0","r1",0.966
"7175","19","s2","load0","r1",0.846
"7176","19","s1","load0","r1",0.889
"7177","19","s2","load1","r2",0.976
"7178","19","s2","load1","r2",1.236
"7179","19","s1","load1","r1",1.113
"7180","19","s2","load1","r2",0.874
"7181","19","s1","load1","r1",1.418
"7182","19","s1","load1","r1",0.874
"7183","19","s2","load1","r1",1.246
"7184","19","s1","load1","r1",0.872
"7185","19","s2","load1","r2",0.855
"7186","19","s2","load1","r1",1.363
"7187","19","s2","load1","r1",1.39
"7188","19","s2","load1","r1",0.774
"7189","19","s2","load1","r2",0.824
"7190","19","s1","load1","r1",1.042
"7191","19","s1","load1","r1",1.311
"7192","19","s1","load1","r1",1.004
"7193","19","s2","load1","r2",0.739
"7194","19","s1","load1","r1",0.781
"7195","19","s2","load1","r2",0.831
"7196","19","s1","load1","r1",0.808
"7197","19","s2","load1","r2",1.023
"7198","19","s1","load1","r1",0.9
"7199","19","s2","load0","r2",0.872
"7200","19","s1","load0","r1",0.858
"7201","19","s2","load0","r2",0.595
"7202","19","s1","load0","r1",0.758
"7203","19","s1","load0","r1",0.899
"7204","19","s2","load0","r2",0.707
"7205","19","s2","load0","r2",0.58
"7206","19","s2","load0","r2",0.741
"7207","19","s1","load0","r1",0.901
"7208","19","s1","load0","r1",0.959
"7209","19","s1","load0","r1",1.079
"7210","19","s2","load0","r2",1.154
"7211","19","s2","load0","r2",0.961
"7212","19","s1","load0","r1",0.796
"7213","19","s1","load0","r1",0.653
"7214","19","s1","load0","r1",0.963
"7215","19","s1","load0","r2",0.847
"7216","19","s1","load0","r1",1.079
"7217","19","s1","load0","r1",1.136
"7218","19","s2","load0","r2",1.098
"7219","19","s1","load0","r1",0.809
"7220","19","s1","load0","r1",1.028
"7221","19","s1","load0","r1",1.009
"7222","19","s2","load0","r2",1.177
"7223","19","s1","load0","r1",0.731
"7224","19","s1","load0","r1",1.073
"7225","19","s1","load0","r1",0.486
"7226","19","s1","load0","r1",0.751
"7227","19","s2","load1","r2",1.395
"7228","19","s2","load1","r2",1.08
"7229","19","s1","load1","r2",1.034
"7230","19","s2","load1","r2",0.888
"7231","19","s2","load1","r2",1.406
"7232","19","s2","load1","r2",0.966
"7233","19","s1","load1","r2",1.086
"7234","19","s2","load1","r2",1.249
"7235","19","s2","load1","r2",1.277
"7236","19","s1","load1","r1",0.965
"7237","19","s2","load1","r2",1.106
"7238","19","s2","load1","r2",0.709
"7239","19","s1","load1","r1",1.046
"7240","19","s1","load1","r1",0.887
"7241","19","s2","load1","r2",1.101
"7242","19","s1","load1","r1",0.99
"7243","19","s2","load1","r2",0.592
"7244","19","s1","load1","r1",1.02
"7245","19","s1","load1","r1",0.807
"7246","19","s1","load1","r1",0.791
"7247","19","s1","load1","r1",1.097
"7248","19","s1","load1","r1",0.975
"7249","19","s2","load1","r2",1.484
"7250","19","s1","load1","r1",0.579
"7251","19","s2","load1","r2",0.847
"7252","19","s2","load0","r2",1.119
"7253","19","s1","load0","r1",1.13
