sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
32m,1,13210,0,10,O,green,CQoCoQoCQC,0,1,1182,871
32m,2,16188,0,10,O,green,CQoQCoCoQC,0,1,807,2422
32m,3,20309,1,10,O,green,OoQCoCQCoQ,1,1,2944,426
32m,4,24584,0,10,O,white,oQCoQCQCoQ,0,1,2319,680
32m,5,28483,0,10,O,white,oQCQCoQCoC,0,1,5212,564
32m,6,35144,1,10,O,green,OQoCoCQCoQ,1,1,1453,770
32m,7,38280,0,10,O,white,oCQoCQoCQo,0,1,3753,1204
32m,8,44152,1,10,O,green,OoQCQoCQoC,1,1,2911,389
32m,9,48371,0,10,O,white,oCQCoQoCQC,0,1,7627,407
32m,10,57298,1,10,O,white,OoQCoQCoCQ,0,1,810,874
32m,11,59908,1,10,O,white,OQCoCQoQCo,1,1,1589,129
32m,12,62519,0,10,O,green,QoCQCoCQoQ,0,1,2394,424
32m,13,66224,1,10,O,white,OCoQoQCoQC,0,1,4867,399
32m,14,72357,1,10,O,green,OCQoCQoQoC,1,1,1213,176
32m,15,74656,0,10,O,green,CQoCQoCoQC,0,1,1262,489
32m,16,77314,0,10,O,green,CQoCoQCoQC,0,1,1756,577
32m,17,80536,0,10,O,white,oQCQoCoQCQ,0,1,3112,482
32m,18,85064,0,10,O,white,CQoQoCoCQC,0,1,5697,636
32m,19,92290,0,10,O,white,CoQoCQCoQo,0,1,2443,467
32m,20,96160,1,10,O,white,OQCoQCoQoC,0,1,1397,604
32m,21,99044,0,10,O,green,oQCQoCoCQC,0,1,1761,501
32m,22,102201,1,10,O,green,OQoCoQCoQC,1,1,4574,798
32m,23,108493,0,10,O,green,CQoCQoCoQC,0,1,2009,2044
32m,24,113477,0,10,O,green,oCQCoQoCQo,0,1,5221,658
32m,25,120282,1,10,O,green,OCQoQoCoQC,1,1,4143,832
32m,26,126207,0,10,O,white,oCQCoQCQoC,0,1,5238,431
32m,27,132761,0,10,O,green,QoCoCQoQCo,0,1,2595,437
32m,28,136693,1,10,O,white,OQCoQoCoQC,0,1,5343,484
32m,29,143403,1,10,O,green,OCoQoQCoQC,0,1,2289,575
32m,30,147171,1,10,O,white,OoQCQCoCQo,0,1,2185,568
32m,31,155354,1,10,O,white,OCQoQCoCoQ,1,1,2391,425
32m,32,159102,1,10,O,green,OoQCQoCoCQ,1,1,2660,202
32m,33,162860,1,10,O,white,OQCoCoQoCQ,1,1,2913,1518
32m,34,168200,0,10,O,green,QoCQCoCQoQ,0,1,3007,499
32m,35,172610,1,10,O,green,OCQoQCoCoQ,1,1,7234,271
32m,36,181004,1,10,O,white,OoCQCoQoCQ,1,1,2309,211
32m,37,184446,1,10,O,green,OCQoCQoQoC,1,1,2022,1907
32m,38,189282,0,10,O,white,CoQCoQCoQC,0,1,5782,429
32m,39,196409,0,10,O,white,oCQCQoCQoC,0,1,235,1466
32m,40,199075,1,10,O,white,OCQoQCoQoC,1,1,2616,1211
32m,1,19754,1,10,O,white,OoQCoCQoCQ,1,1,2053,541
