sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
4g,1,14901,1,10,O,green,OCQoCoQoQC,1,1,1190,1603
4g,2,18594,1,10,O,green,OoCQoQCQoC,1,1,1432,428
4g,3,21334,0,10,O,green,QCoQCoQCoQ,0,1,3592,493
4g,4,26322,0,10,O,green,CoQoCQCQoQ,0,1,1035,671
4g,5,28933,0,10,O,green,QoCoCQoCQC,0,1,1958,670
4g,6,32473,0,10,O,green,oCQoCQCQoQ,0,1,1790,627
4g,7,35793,1,10,O,green,OCQoQCoCQo,1,1,703,413
4g,8,37825,1,10,O,green,OQoCQoCoCQ,1,1,1251,480
4g,9,40435,0,10,O,green,oCQCoQCoQC,0,1,1783,592
4g,10,43716,1,10,O,green,OQoCoQCoQC,1,1,1409,278
4g,11,46284,0,10,O,green,QoCoQCoQCo,0,1,2171,673
4g,12,50009,0,10,O,green,CQoCQoQCoC,0,1,1647,1634
4g,13,54179,0,10,O,green,CQoQCoQoCQ,0,1,1832,1391
4g,14,58319,1,10,O,green,OCoQoCQCoQ,1,1,1414,364
4g,15,61019,0,10,O,green,oCQoCQCoQo,0,1,1728,637
4g,16,64284,0,10,O,green,oQCQoCQoCo,0,1,1316,472
4g,17,66963,0,10,O,green,oCQCoQoCQC,0,1,1159,597
4g,18,69627,1,10,O,green,OQCoQCoQCo,0,1,1149,663
4g,19,72325,1,10,O,green,OoCQoCQCoQ,1,1,1278,419
4g,20,74912,0,10,O,green,oCQoQCQoCQ,0,1,795,617
4g,21,77229,1,10,O,green,OQoCQoCQCo,1,1,951,383
4g,22,79448,1,10,O,green,OQCoQCoQCo,1,1,990,375
4g,23,81700,1,10,O,green,OCQoQCoQoC,1,1,965,385
4g,24,83954,1,10,O,green,OQCoQCoCQo,1,1,1248,447
4g,25,86543,0,10,O,green,CQoQCoQCoQ,0,1,909,381
4g,26,88729,0,10,O,green,oCQoQCoCQC,0,1,2068,574
4g,27,92260,0,10,O,green,oQCQoCQoCo,0,1,1581,1179
4g,28,95951,1,10,O,green,OCQoQCoCoQ,1,1,851,1992
4g,29,99716,1,10,O,green,OCoQoQCQCo,1,1,1345,443
4g,30,102429,1,10,O,green,OCoQoCQCoQ,1,1,1066,444
4g,31,107676,1,10,O,green,OoCQoCQoCQ,1,1,895,595
4g,32,110075,1,10,O,green,OoQCQoCoCQ,1,1,1120,458
4g,33,112563,0,10,O,green,CQoCoQCQoQ,0,1,1131,2758
4g,34,117418,0,10,O,green,CQoCQoQoCQ,0,1,1195,660
4g,35,120211,1,10,O,green,OoCQoCQoCQ,1,1,1580,692
4g,36,123394,0,10,O,green,CoQoCQoCQC,0,1,2066,645
4g,37,127000,1,10,O,green,OoCQCQoCQo,1,1,808,513
4g,38,129244,1,10,O,green,OoQCoQCoCQ,1,1,1771,1657
4g,39,133587,0,10,O,green,oCQCoQCQoQ,0,1,2076,693
4g,40,137253,0,10,O,green,QoCoCQoCQC,0,1,1056,938
4g,1,17802,1,10,O,green,OCoQoCQoCQ,1,1,1102,674
4g,2,20461,1,10,O,green,OQCoQoCoQC,1,1,1356,432
4g,3,23153,1,10,O,green,OoCQCQoCQo,1,1,1063,238
4g,4,25395,0,10,O,green,CoQCoQoCQC,0,1,807,526
4g,5,27644,1,10,O,green,OCQoQCoQoC,1,1,883,1473
4g,6,30909,0,10,O,green,QoCoQCoQCQ,0,1,1344,536
4g,7,33705,1,10,O,green,OQoCoQCQoC,1,1,812,2131
4g,8,37568,1,10,O,green,OoCQCQoCoQ,1,1,1027,643
