FollowBall,1479241093043,412.085163337045,407.229411764706
FollowBall,1479241093074,412.300830003712,407.313986928105
FollowBall,1479241093105,412.516496670379,407.567712418301
FollowBall,1479241093137,412.732163337045,411.373594771242
FollowBall,1479241093168,412.947830003712,412.81137254902
FollowBall,1479241093199,413.163496670379,413.149673202614
FollowBall,1479241093230,413.379163337045,414.164575163399
FollowBall,1479241093262,413.594830003712,415.179477124183
FollowBall,1479241093294,413.810496670378,416.278954248366
FollowBall,1479241093325,414.026163337045,417.29385620915
FollowBall,1479241093356,414.241830003712,418.139607843137
FollowBall,1479241093387,414.457496670378,418.647058823529
FollowBall,1479241093419,414.673163337045,418.985359477124
FollowBall,1479241093450,414.888830003712,419.069934640523
FollowBall,1479241093481,415.104496670378,419.069934640523
FollowBall,1479241093512,415.320163337045,419.154509803922
FollowBall,1479241093544,415.535830003712,419.154509803922
FollowBall,1479241093575,415.751496670378,419.154509803922
FollowBall,1479241093606,415.967163337045,419.23908496732
FollowBall,1479241093637,416.182830003712,419.23908496732
FollowBall,1479241093669,416.398496670378,419.23908496732
FollowBall,1479241093700,416.614163337045,419.23908496732
FollowBall,1479241093731,416.829830003711,419.23908496732
FollowBall,1479241093762,417.045496670378,419.23908496732
FollowBall,1479241093794,417.261163337045,419.23908496732
FollowBall,1479241093825,417.476830003711,419.23908496732
FollowBall,1479241093856,417.692496670378,419.23908496732
FollowBall,1479241093887,417.908163337045,419.23908496732
FollowBall,1479241093919,418.123830003711,419.661960784314
FollowBall,1479241093950,418.339496670378,420.592287581699
FollowBall,1479241093981,418.555163337045,421.776339869281
FollowBall,1479241094012,418.770830003711,422.791241830065
FollowBall,1479241094044,418.986496670378,423.890718954248
FollowBall,1479241094075,419.202163337045,423.890718954248
FollowBall,1479241094106,419.417830003711,425.07477124183
FollowBall,1479241094137,419.633496670378,425.413071895425
FollowBall,1479241094169,419.849163337045,425.497647058824
FollowBall,1479241094200,420.064830003711,425.497647058824
FollowBall,1479241094231,420.280496670378,425.497647058824
FollowBall,1479241094262,420.496163337044,425.497647058824
FollowBall,1479241094294,420.711830003711,425.497647058824
FollowBall,1479241094325,420.927496670378,425.582222222222
FollowBall,1479241094356,421.143163337044,425.582222222222
FollowBall,1479241094387,421.358830003711,425.582222222222
FollowBall,1479241094419,421.574496670378,425.582222222222
FollowBall,1479241094450,421.790163337044,425.582222222222
FollowBall,1479241094481,422.005830003711,425.582222222222
FollowBall,1479241094512,422.221496670378,425.582222222222
FollowBall,1479241094544,422.437163337044,425.582222222222
FollowBall,1479241094575,422.652830003711,425.582222222222
FollowBall,1479241094606,422.868496670377,425.582222222222
FollowBall,1479241094637,423.084163337044,425.582222222222
FollowBall,1479241094669,423.299830003711,425.582222222222
FollowBall,1479241094700,423.515496670377,425.582222222222
FollowBall,1479241094731,423.731163337044,425.582222222222
FollowBall,1479241094762,423.946830003711,425.666797385621
FollowBall,1479241094794,424.162496670377,425.75137254902
FollowBall,1479241094826,424.378163337044,426.005098039216
FollowBall,1479241094857,424.593830003711,426.258823529412
FollowBall,1479241094888,424.809496670377,426.512549019608
FollowBall,1479241094919,425.025163337044,426.935424836601
FollowBall,1479241094950,425.240830003711,427.442875816993
FollowBall,1479241094982,425.456496670377,427.781176470588
FollowBall,1479241095013,425.672163337044,427.950326797386
FollowBall,1479241095044,425.88783000371,428.034901960784
FollowBall,1479241095076,426.103496670377,428.119477124183
FollowBall,1479241095107,426.319163337044,428.119477124183
FollowBall,1479241095138,426.53483000371,428.119477124183
FollowBall,1479241095169,426.750496670377,428.119477124183
FollowBall,1479241095201,426.966163337044,428.119477124183
FollowBall,1479241095232,427.18183000371,428.204052287582
FollowBall,1479241095263,427.397496670377,428.204052287582
FollowBall,1479241095294,427.613163337044,428.28862745098
FollowBall,1479241095326,427.82883000371,428.457777777778
FollowBall,1479241095357,428.044496670377,428.457777777778
FollowBall,1479241095388,428.260163337044,428.880653594771
FollowBall,1479241095419,428.47583000371,429.472679738562
FollowBall,1479241095451,428.691496670377,430.403006535948
FollowBall,1479241095482,428.907163337043,431.756209150327
FollowBall,1479241095513,429.12283000371,432.85568627451
FollowBall,1479241095544,429.338496670377,433.616862745098
FollowBall,1479241095576,429.554163337043,434.208888888889
FollowBall,1479241095607,429.76983000371,434.378039215686
FollowBall,1479241095638,429.985496670377,434.378039215686
FollowBall,1479241095669,430.201163337043,434.378039215686
FollowBall,1479241095701,430.41683000371,434.378039215686
FollowBall,1479241095732,430.632496670377,434.378039215686
FollowBall,1479241095763,430.848163337043,434.462614379085
FollowBall,1479241095794,431.06383000371,434.462614379085
FollowBall,1479241095826,431.279496670377,434.462614379085
FollowBall,1479241095857,431.495163337043,434.462614379085
FollowBall,1479241095888,431.71083000371,434.462614379085
FollowBall,1479241095919,431.926496670377,434.462614379085
FollowBall,1479241095951,432.142163337043,434.547189542484
FollowBall,1479241095982,432.35783000371,434.716339869281
FollowBall,1479241096013,432.573496670377,434.970065359477
FollowBall,1479241096044,432.789163337043,435.308366013072
FollowBall,1479241096076,433.00483000371,435.646666666667
FollowBall,1479241096107,433.220496670377,435.984967320261
FollowBall,1479241096138,433.436163337043,436.323267973856
FollowBall,1479241096169,433.65183000371,436.492418300654
FollowBall,1479241096201,433.867496670377,436.492418300654
FollowBall,1479241096232,434.083163337043,436.576993464052
FollowBall,1479241096263,434.29883000371,436.576993464052
FollowBall,1479241096295,434.514496670377,436.576993464052
FollowBall,1479241096326,434.730163337043,436.661568627451
FollowBall,1479241096357,434.94583000371,436.74614379085
