sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
27g,1,30829,1,10,O,green,OCoQoCQCoQ,1,1,1741,552
27g,2,34022,0,10,O,green,CoQCoQoCQC,0,1,2454,593
27g,3,37959,0,10,O,green,oCQCoQoQCo,0,1,1401,680
27g,4,40931,0,10,O,green,QCoCQoQCoQ,0,1,944,827
27g,5,43595,0,10,O,green,CQoCoQCoQo,0,1,1068,1951
27g,6,47536,1,10,O,green,OCQoQCoQCo,1,1,1027,575
27g,7,50019,0,10,O,green,CoQCQoQCoQ,5,0,2977,713
27g,8,54620,0,10,O,green,CoQoQCoQCo,0,1,1125,723
27g,9,57390,1,10,O,green,OCQoCQoCoQ,1,1,1594,689
27g,10,60563,1,10,O,green,OQoCoQCoQC,1,1,1141,492
27g,11,63106,1,10,O,green,OQoCQCoCoQ,0,1,1136,2634
27g,12,67770,1,10,O,green,OQCoQCoQCo,1,1,2623,568
27g,13,71881,1,10,O,green,OQCoCQoQCo,1,1,955,486
27g,14,74225,1,10,O,green,OoQCoCQCQo,1,1,259,799
27g,15,76169,0,10,O,green,QCoCQoCoQC,0,1,2341,545
27g,16,80004,1,10,O,green,OCQoCQoQoC,1,1,1236,594
27g,17,82741,1,10,O,green,OoQCQoCQoC,1,1,932,451
27g,18,85039,1,10,O,green,OQoCQoCQoC,1,1,1533,681
27g,19,88135,1,10,O,green,OCoQoQCQoC,1,1,695,720
27g,20,90469,0,10,O,green,QCoQCoCQoQ,0,1,220,1216
27g,21,92816,0,10,O,green,QoCoCQoCQC,0,1,2158,593
27g,22,96501,1,10,O,green,OCQoCoQCQo,1,1,710,453
27g,23,98564,0,10,O,green,oQCoQCQCoC,0,1,4461,497
27g,24,104431,1,10,O,green,OCoQoCQCoQ,1,1,767,793
27g,25,106893,0,10,O,green,QCoCoQoCQC,0,1,235,901
27g,26,108951,0,10,O,green,CoQCoQCoQo,0,1,2172,673
27g,27,112706,0,10,O,green,QoCQCoQoCo,0,1,1719,1206
27g,28,116515,0,10,O,green,CoQCoQoCQC,0,1,2286,601
27g,29,120302,0,10,O,green,CQoQCoCQoC,0,1,719,495
27g,30,122423,0,10,O,green,oCQCQoQoCo,0,1,1852,2249
27g,31,129803,0,10,O,green,oQCQoCQCoC,0,1,682,544
27g,32,131972,0,10,O,green,oQCQoCQoCQ,0,1,552,694
27g,33,134105,1,10,O,green,OCQoQCoQCo,1,1,154,1033
27g,34,136196,0,10,O,green,QoCQCoQCoC,0,1,2269,1259
27g,35,140609,1,10,O,green,OCoQoCQoCQ,1,1,1727,649
27g,36,143892,1,10,O,green,OCoQoCQoQC,1,1,271,673
27g,37,145741,0,10,O,green,CoQCoQoQCo,0,1,1667,516
27g,38,148827,1,10,O,green,OQCoQCoCQo,1,1,2116,709
27g,39,152557,1,10,O,green,OoQCoQCQoC,0,1,1741,5154
27g,40,160360,1,10,O,green,OCQoCQoQoC,1,1,1031,524
27g,1,17907,0,10,O,green,oCQCoQoCQC,0,1,568,469
27g,2,19842,1,10,O,green,OCQoCQoQCo,1,1,1149,539
27g,3,22480,0,10,O,green,oQCQCoQCoC,0,1,1449,568
27g,4,25389,0,10,O,green,CQoCoQCoQo,0,1,658,553
27g,5,27491,1,10,O,green,OQCoCoQCQo,1,1,963,444
27g,6,29798,0,10,O,green,CQoQCoQCoC,0,1,612,781
27g,7,32084,1,10,O,green,OoCQoCQCoQ,1,1,942,461
27g,8,34450,0,10,O,green,QoCQoCQCoQ,0,1,1557,3357
27g,9,40253,0,10,O,green,oQCoQCoCQo,0,1,1715,464
27g,10,43336,0,10,O,green,CQoCQoQCoQ,0,1,1126,487
27g,11,45852,1,10,O,green,OCQoQoCQoC,1,1,1914,496
27g,12,49153,1,10,O,green,OQoCQoCQoC,1,1,910,2437
27g,13,53389,1,10,O,green,OCoQCoQoCQ,1,1,1534,2164
27g,14,57975,0,10,O,green,oCQoQCQCoQ,0,1,1603,2027
27g,15,62508,0,10,O,green,oCQoCQoCQo,0,1,2532,478
27g,16,66432,1,10,O,green,OoQCQoCQoC,1,1,2582,431
27g,17,70357,0,10,O,green,oQCoQCoQCQ,0,1,3142,557
27g,18,74946,0,10,O,green,QoCQoCQoCo,0,1,3500,517
27g,19,79855,1,10,O,green,OCoQoCQCoQ,1,1,1995,473
27g,20,83228,0,10,O,green,QCoQoCQoCQ,0,1,3619,498
27g,21,88275,1,10,O,green,OCoQCQoQCo,1,1,2394,458
27g,22,92047,0,10,O,green,oCQCoQCoQC,0,1,1943,498
27g,23,95378,1,10,O,green,OoCQoCQoQC,1,1,5134,749
27g,24,102152,1,10,O,green,OCQoCoQoCQ,1,1,2182,505
27g,25,105757,0,10,O,green,oQCQoCoQCQ,0,1,2650,480
27g,26,109779,1,10,O,green,OoCQoCQCoQ,1,1,3491,439
27g,27,114607,1,10,O,green,OCoQoCQoCQ,1,1,2270,531
27g,28,118311,0,10,O,green,QCoCQoQCoQ,0,1,3263,472
27g,29,122952,0,10,O,green,oQCQoCQoCQ,0,1,3178,515
27g,30,127626,0,10,O,green,QCoCQoCQoC,0,1,371,2163
27g,31,133748,1,10,O,green,OCoQCoQCoQ,0,1,1126,1256
27g,32,137052,1,10,O,green,OQCoCQoCoQ,1,1,1860,547
27g,33,140351,1,10,O,green,OQoCoQCQCo,1,1,2947,564
27g,34,144759,1,10,O,green,OCQoQCoQCo,1,1,2927,1043
27g,35,149631,1,10,O,green,OQoCQCoCoQ,1,1,2187,457
27g,36,153161,1,10,O,green,OQCoCQoQoC,1,1,3296,461
27g,37,157798,1,10,O,green,OCQoCQoCQo,1,1,3452,512
27g,38,162652,0,10,O,green,CQoCoQoCQC,0,1,3858,544
27g,39,167981,0,10,O,green,oCQCQoQoCQ,0,1,1276,597
27g,40,170766,0,10,O,green,QCoQCoQCoC,0,1,1632,1026
27g,1,16125,1,10,O,green,OCQoCQoQoC,1,1,882,509
27g,2,18420,1,10,O,green,OQCoQCoQoC,1,1,569,797
27g,3,20671,1,10,O,green,OCoQoCQCoQ,1,1,1838,549
27g,4,23942,1,10,O,green,OQCoQCoQCo,1,1,834,403
27g,5,26090,0,10,O,green,oQCQCoQCoC,0,1,381,1077
27g,6,28475,1,10,O,green,OCoQCoQCQo,1,1,1027,458
27g,7,30852,0,10,O,green,oQCoCQoQCQ,0,1,724,759
27g,8,33221,1,10,O,green,OoQCoCQoCQ,1,1,1042,569
27g,9,35755,1,10,O,green,OCoQoCQCQo,1,1,2104,491
27g,10,39245,1,10,O,green,OQoCQCoQCo,1,1,2207,420
27g,11,42760,1,10,O,green,OoQCQoCoCQ,1,1,2930,955
27g,12,47547,1,10,O,green,OQCoQoCoQC,1,1,2542,441
27g,13,51424,0,10,O,green,CoQoCQCoQC,0,1,2733,491
27g,14,55571,0,10,O,green,oCQCoQCQoC,0,1,3097,451
27g,15,60029,0,10,O,green,oCQCQoCoQC,0,1,1783,491
27g,16,63198,0,10,O,green,oQCQoCoQCo,0,1,2846,528
27g,17,67461,1,10,O,green,OCQoCoQCoQ,1,1,2633,544
27g,18,71548,1,10,O,green,OQoCoQCoQC,1,1,1979,460
27g,19,74887,1,10,O,green,OCQoCQoQCo,1,1,3131,438
27g,20,79351,0,10,O,green,oCQoCQCQoQ,0,1,2777,530
27g,21,83589,0,10,O,green,oCQCoQoCQC,0,1,3702,492
27g,22,88690,0,10,O,green,QCoCQoQCoC,0,1,2350,482
27g,23,92455,1,10,O,green,OCQoCQoQoC,1,1,1816,366
27g,24,95566,0,10,O,green,CoQoCQoCQo,0,1,2993,461
27g,25,99908,1,10,O,green,OCoQoQCQCo,1,1,3799,358
27g,26,104949,1,10,O,green,OCQoQCoQCo,1,1,1830,572
27g,27,108242,0,10,O,green,CoQoCQCoQC,0,1,659,568
27g,28,110365,0,10,O,green,CoQCoQCQoQ,0,1,977,623
27g,29,112863,0,10,O,green,CoQCoQoCQC,0,1,1104,636
27g,30,115508,0,10,O,green,CQoCoQoQCQ,0,1,1190,537
27g,31,120533,1,10,O,green,OCoQoQCoQC,1,1,709,460
27g,32,122621,1,10,O,green,OoCQoCQCoQ,1,1,552,589
27g,33,124672,0,10,O,green,CQoCQoQCoC,0,1,577,546
27g,34,126696,1,10,O,green,OoQCQoCQoC,1,1,794,528
27g,35,128910,0,10,O,green,oQCoQCoQCQ,0,1,2500,508
27g,36,132813,0,10,O,green,CoQoCQoQCQ,0,1,1674,484
27g,37,135878,0,10,O,green,QCoCoQCoQo,0,1,51,1172
27g,38,138017,0,10,O,green,CQoCQoQCoC,0,1,1273,478
27g,39,140655,0,10,O,green,CQoCQoCQoQ,0,1,2587,3273
27g,40,147421,1,10,O,green,OQCoCQoCoQ,1,1,820,546
27g,1,14852,1,10,O,green,OQoCoQCQoC,1,1,2100,401
27g,2,18239,0,10,O,green,QoCoQCoCQC,0,1,2895,402
27g,3,22445,1,10,O,green,OoCQoQCQoC,1,1,3162,336
27g,4,26832,0,10,O,green,QCoQCoCQoC,0,1,3002,425
27g,5,31148,0,10,O,green,QoCQoCoQCo,0,1,1261,1858
27g,6,35159,0,10,O,green,oQCoQCoQCQ,0,1,889,487
27g,7,37427,1,10,O,green,OoCQoQCoQC,1,1,586,954
27g,8,39867,1,10,O,green,OoQCQCoQCo,1,1,2809,407
27g,9,43979,1,10,O,green,OCQoQoCQoC,1,1,807,482
27g,10,46168,0,10,O,green,CoQCoQCoQC,0,1,1654,634
27g,11,49364,1,10,O,green,OQCoQCoQCo,1,1,1017,558
27g,12,51837,0,10,O,green,QCoQCoQoCo,0,1,911,653
27g,13,54330,1,10,O,green,OoCQoQCQoC,1,1,2840,548
27g,14,58630,1,10,O,green,OQoCQCoQoC,1,1,3331,485
27g,15,63340,0,10,O,green,CQoQoCQCoQ,0,1,890,453
27g,16,65596,0,10,O,green,oQCQoCoQCQ,0,1,851,545
27g,17,67918,0,10,O,green,QCoQoCoQCo,0,1,2827,457
27g,18,72100,1,10,O,green,OoCQoCQCoQ,1,1,1143,393
27g,19,74582,1,10,O,green,OQoCoQCoQC,1,1,532,590
27g,20,76616,0,10,O,green,QoCoCQoQCo,0,1,2277,465
27g,21,80285,1,10,O,green,OCoQCoQoCQ,1,1,2098,417
27g,22,83695,0,10,O,green,oCQCoQCoQC,0,1,2233,465
27g,23,87306,0,10,O,green,QCoQCoQCoQ,0,1,2490,458
27g,24,91176,1,10,O,green,OQoCQoCoCQ,1,1,2982,450
27g,25,95519,1,10,O,green,OoQCQCoCQo,1,1,3593,473
27g,26,100476,0,10,O,green,QCoCQoQCoC,0,1,3072,531
27g,27,104990,0,10,O,green,QCoQoCQoCQ,0,1,2976,450
27g,28,109317,0,10,O,green,CQoCQoQoCQ,0,1,2729,431
27g,29,113388,1,10,O,green,OQoCQCoCQo,1,1,3093,499
27g,30,117868,0,10,O,green,QCoQCoQCoQ,0,1,2702,518
27g,31,124633,1,10,O,green,OCQoQCoQCo,1,1,555,482
27g,32,126606,1,10,O,green,OQoCoQCoCQ,1,1,1728,555
27g,33,129781,0,10,O,green,QCoCQoQCoC,0,1,3384,448
27g,34,134520,0,10,O,green,QCoCQoQCoQ,0,1,2605,455
27g,35,138487,0,10,O,green,oCQoCQoCQo,0,1,3179,475
27g,36,143034,1,10,O,green,OCQoQCoCoQ,1,1,3152,378
27g,37,147479,1,10,O,green,OCQoCQoQoC,1,1,1977,408
27g,38,150791,0,10,O,green,CoQCoQoCQC,0,1,2587,401
27g,39,154686,1,10,O,green,OCQoCQoCQo,1,1,3144,440
27g,40,159164,1,10,O,green,OQCoQCoQCo,1,1,2491,458
