sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
3m,1,46232,0,10,O,white,CoQCoQoCQo,0,1,4002,1108
3m,2,52264,0,10,O,green,QoCQCoQCoC,0,1,2151,677
3m,3,55998,0,10,O,green,CQoQCoQCoQ,0,1,4306,777
3m,4,61960,1,10,O,white,OCQoQCoCQo,1,1,2124,645
3m,5,65619,1,10,O,white,OoCQoCQoCQ,1,1,3366,424
3m,6,70327,1,10,O,white,OoQCoQCQoC,1,1,2450,428
3m,7,74096,0,10,O,green,QoCQCoQCoQ,0,1,853,665
3m,8,76499,1,10,O,green,OoCQCoQCoQ,1,1,2914,1295
3m,9,81601,1,10,O,white,OoQCoQCQCo,1,1,1943,683
3m,10,85115,0,10,O,white,CQoCoQCoQC,0,1,5174,597
3m,11,91768,0,10,O,white,oCQoCQoCQo,0,1,3694,715
3m,12,97093,1,10,O,green,OCoQCoQCQo,1,1,1582,1809
3m,13,101372,0,10,O,green,CoQCQoCoQC,0,1,3712,804
3m,14,106780,0,10,O,white,QCoCQoQCoC,0,1,5123,1976
3m,15,114807,1,10,O,green,OoQCoQCQoC,1,1,1290,498
3m,16,117494,0,10,O,green,QoCoQCoCQC,0,1,1167,552
3m,17,120104,1,10,O,white,OCoQCoQoCQ,1,1,2816,901
3m,18,124742,1,10,O,white,OCoQoCQCoQ,1,1,1732,2039
3m,19,129422,0,10,O,white,QoCoQCQoCQ,0,1,2572,788
3m,20,133709,0,10,O,green,oQCoCQoCQC,0,1,1663,596
3m,21,136860,1,10,O,green,OQCoQoCoQC,1,1,1025,464
3m,22,139255,0,10,O,white,QCoCQoQoCQ,0,1,3035,1383
3m,23,144603,1,10,O,green,OCoQoCQoCQ,1,1,1240,625
3m,24,147360,1,10,O,green,OQoCQCoQoC,1,1,1131,432
3m,25,149819,1,10,O,green,OQoCQoCoQC,1,1,1685,257
3m,26,152665,1,10,O,green,OQoCQoCoQC,1,1,778,337
3m,27,154683,0,10,O,white,QoCQoCoQCQ,0,1,3104,1001
3m,28,159701,0,10,O,green,oQCoQCoQCQ,0,1,1140,587
3m,29,162338,1,10,O,white,OoCQoCQoCQ,1,1,1696,459
3m,30,165392,1,10,O,green,OQoCQoCoQC,1,1,1115,414
3m,31,170074,0,10,O,white,oCQCQoCQoQ,0,1,2593,1578
3m,32,175168,0,10,O,white,oQCoQCoQCQ,0,1,2103,1105
3m,33,179281,1,10,O,green,OCQoCoQoCQ,1,1,1160,1062
3m,34,182417,1,10,O,white,OQoCQoCoQC,0,1,2753,2091
3m,35,188192,1,10,O,white,OoQCQCoQoC,1,1,1643,812
3m,36,191556,1,10,O,white,OQCoCoQCQo,1,1,2286,603
3m,37,195338,0,10,O,green,QoCQCoQCoQ,0,1,1073,988
3m,38,198308,0,10,O,green,oCQCoQoQCQ,0,1,1234,1044
3m,39,201498,0,10,O,green,CoQoQCQoCo,0,1,1739,700
3m,40,204871,0,10,O,white,QoCQCoCQoQ,0,1,3214,880
3m,1,15774,1,10,O,green,OoCQoCQoCQ,1,1,1043,680
3m,2,18384,0,10,O,white,oCQoCQCoQC,0,1,5600,1995
3m,3,26898,0,10,O,white,CoQCoQCoQo,0,1,3881,881
3m,4,32569,1,10,O,white,OQoCQoCoQC,0,1,2418,736
3m,5,36613,1,10,O,white,OQCoQCoQoC,1,1,2321,502
3m,6,40360,1,10,O,green,OCoQCoQoQC,1,1,1310,260
3m,7,42807,0,10,O,green,CoQoQCQoCo,0,1,942,985
3m,8,45620,1,10,O,green,OoCQoCQoQC,1,1,1279,450
3m,9,48253,1,10,O,white,OCQoQCoCQo,1,1,2687,1055
3m,10,52901,1,10,O,white,OQoCoQCoQC,1,1,4208,411
3m,11,58424,1,10,O,white,OCoQCQoCQo,1,1,1709,493
3m,12,61515,0,10,O,green,QoCQCoCQoQ,0,1,659,575
3m,13,63640,1,10,O,green,OQoCQoCoQC,1,1,774,372
3m,14,65683,1,10,O,green,OoQCQoCoQC,1,1,2083,549
3m,15,69235,0,10,O,green,oCQCQoCQoQ,0,1,3907,917
3m,16,74980,0,10,O,white,QCoCQoCQoC,0,1,3834,1289
3m,17,81040,1,10,O,white,OCQoQCoCoQ,1,1,1330,263
3m,18,83523,0,10,O,green,CoQoQCoCQo,0,1,717,870
3m,19,85997,1,10,O,green,OQoCoQCoCQ,1,1,1023,411
3m,20,88329,0,10,O,green,CQoCQoCoQC,0,1,3332,1177
3m,21,93732,1,10,O,green,OCoQoCQoCQ,1,1,1029,1438
3m,22,97094,0,10,O,white,QoCoQCoQCQ,0,1,4213,921
3m,23,103122,1,10,O,white,OCQoQCoQCo,1,1,1536,658
3m,24,106211,0,10,O,green,CoQCoQCoQC,0,1,921,622
3m,25,108647,0,10,O,green,QoCQoCQoCo,0,1,1299,778
3m,26,111616,1,10,O,green,OoCQoCQCoQ,1,1,1064,646
3m,27,114221,1,10,O,white,OQoCoQCoCQ,1,1,3531,448
3m,28,119147,0,10,O,white,CQoCQoQCoQ,0,1,2063,1650
3m,29,123769,0,10,O,white,oCQCoQoCQC,0,1,4988,1601
3m,30,131238,0,10,O,green,QoCoQCQCoC,0,1,1109,1140
3m,31,136752,1,10,O,white,OQCoCQoCoQ,1,1,1693,224
3m,32,139649,0,10,O,green,oQCoQCoCQC,0,1,3532,625
3m,33,144700,0,10,O,white,QoCQoCoQCQ,0,1,3431,566
3m,34,149591,1,10,O,green,OCQoQoCQCo,1,1,1600,149
3m,35,152234,0,10,O,white,oCQoCQoCQo,0,1,3512,607
3m,36,157243,0,10,O,green,CQoCQoCQoQ,0,1,1329,738
3m,37,160218,1,10,O,green,OQoCoQCoCQ,1,1,1047,454
3m,38,162612,0,10,O,white,CQoCQoCQoC,0,1,3587,609
3m,39,167707,0,10,O,white,oCQoCQCQoC,0,1,3171,1724
3m,40,173514,1,10,O,white,OoQCoCQCoQ,1,1,1271,1728
3m,1,17497,0,10,O,white,oQCQoCoCQo,0,1,2947,994
3m,2,22337,1,10,O,white,OCQoQoCQoC,1,1,2081,989
3m,3,26296,0,10,O,white,oCQoQCoQCo,0,1,5913,685
3m,4,33803,0,10,O,green,CoQoCQCQoC,0,1,6217,1137
3m,5,42060,1,10,O,green,OoQCQoCoQC,1,1,932,564
3m,6,44457,0,10,O,green,CQoCoQoQCo,0,1,1904,720
3m,7,47995,1,10,O,white,OCQoQCoCQo,1,1,3097,695
3m,8,52723,0,10,O,white,CQoCQoQCoQ,0,1,3569,871
3m,9,58065,1,10,O,white,OQCoCoQoCQ,1,1,2574,590
3m,10,62125,1,10,O,green,OoQCoCQoCQ,1,1,1609,468
3m,11,65120,0,10,O,white,QoCQCoQCoQ,0,1,4344,681
3m,12,71030,1,10,O,green,OoQCQoCoCQ,1,1,1160,518
3m,13,73617,1,10,O,white,OQCoQCoCQo,1,1,1180,2435
3m,14,78133,1,10,O,green,OCoQCQoCoQ,1,1,1573,662
3m,15,81262,0,10,O,green,QCoCQoQCoC,0,1,8689,1861
3m,16,92716,0,10,O,white,CoQoCQCoQC,4,0,5714,1477
3m,17,100842,0,10,O,white,QoCQoCoQCQ,0,1,3737,1753
3m,18,107239,1,10,O,white,OCoQCoQCoQ,1,1,1866,471
3m,19,110469,1,10,O,white,OCoQoCQoCQ,1,1,1448,381
3m,20,113182,0,10,O,white,oCQCoQCoQo,0,1,5304,1077
3m,21,120464,1,10,O,green,OCQoCoQCoQ,1,1,2893,944
3m,22,125198,0,10,O,white,CQoCoQCoQo,0,1,3851,623
3m,23,130559,1,10,O,green,OCoQCoQCoQ,1,1,1025,661
