sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
22m,1,15919,1,10,O,white,OoQCQCoQCo,1,1,1219,1313
22m,2,19342,1,10,O,green,OQCoQCoCoQ,1,1,31130,5735
22m,3,57086,1,10,O,white,OCoQoQCQCo,0,1,1413,773
22m,4,60194,1,10,O,white,OQCoQCoCoQ,1,1,2349,814
22m,5,64256,0,10,O,green,CQoQCoCoQC,0,1,1658,667
22m,6,67490,0,10,O,green,CoQoQCoCQC,0,1,1558,509
22m,7,70486,1,10,O,green,OoQCoQCQCo,1,1,631,556
22m,8,72562,1,10,O,white,OQCoCQoCoQ,1,1,1297,547
22m,9,75329,1,10,O,green,OoQCQCoQoC,1,1,660,518
22m,10,77421,0,10,O,white,CQoQCoCQoC,0,1,2398,646
22m,11,81359,1,10,O,white,OoQCoCQCQo,0,1,2063,525
22m,12,84830,1,10,O,white,OCoQoCQoCQ,1,1,1058,601
22m,13,87382,0,10,O,green,QoCoCQoCQC,0,1,1006,495
22m,14,89788,0,10,O,green,CQoCQoQoCQ,0,1,995,501
22m,15,92181,1,10,O,green,OQoCQCoCoQ,1,1,519,1376
22m,16,94983,0,10,O,white,QoCoQCQCoC,0,1,2633,542
22m,17,99077,0,10,O,green,CQoCQoQCoC,0,1,1561,469
22m,18,102001,1,10,O,white,OQCoQCoCQo,1,1,3387,628
22m,19,106907,1,10,O,green,OQoCoQCQoC,1,1,585,554
22m,20,108944,0,10,O,white,oCQoCQCQoC,0,1,1698,483
22m,21,112018,0,10,O,green,CoQCQoCoQC,0,1,620,385
22m,22,113905,1,10,O,white,OoCQoQCoCQ,0,1,1106,499
22m,23,116418,0,10,O,green,oQCQoCQCoC,0,1,3659,431
22m,24,121399,0,10,O,white,oCQoCQoCQC,0,1,3045,536
22m,25,125867,1,10,O,green,OCQoQCoQoC,1,1,2027,492
22m,26,129298,1,10,O,green,OCQoCQoCoQ,1,1,641,522
22m,27,131346,0,10,O,white,oQCQoCQoCQ,0,1,1603,903
22m,28,134730,0,10,O,white,oQCoQCoCQC,0,1,2585,532
22m,29,138736,1,10,O,green,OQoCQoCQoC,1,1,575,557
22m,30,140751,0,10,O,green,CQoQCoCoQo,0,1,772,433
22m,31,145311,1,10,O,white,OQCoQCoQCo,1,1,1513,455
22m,32,148188,0,10,O,white,oCQCQoQCoQ,0,1,1482,1370
22m,33,151969,0,10,O,green,CQoQCoCQoC,0,1,1134,856
22m,34,154879,0,10,O,white,CoQCoQCoQC,0,1,3117,574
22m,35,159449,1,10,O,white,OQCoCQoQCo,1,1,2245,566
22m,36,163190,0,10,O,green,QCoCQoCQoQ,0,1,1365,1469
22m,37,166942,1,10,O,green,OQCoQoCQoC,1,1,898,535
22m,38,169283,1,10,O,green,OCoQoCQoQC,1,1,913,604
22m,39,171687,0,10,O,white,CoQoCQCoQC,0,1,2601,649
22m,40,175829,0,10,O,white,oQCoCQoCQo,0,1,3190,750
22m,1,15652,0,10,O,green,QoCQCoQCoC,0,1,1289,598
22m,2,18439,0,10,O,white,CQoQCoCoQo,0,1,2373,780
22m,3,22486,0,10,O,green,CoQCoQoCQC,0,1,578,470
22m,4,24441,0,10,O,white,oQCoQCoQCQ,0,1,2680,1325
22m,5,29394,0,10,O,white,oCQCoQoCQC,0,1,3669,500
22m,6,34453,0,10,O,white,oQCoQCQCoQ,0,1,982,470
22m,7,36791,0,10,O,green,CQoQCoQCoQ,0,1,500,435
22m,8,38629,1,10,O,green,OCoQCoQCoQ,1,1,595,460
22m,9,40573,0,10,O,green,CQoQCoCQoQ,0,1,867,405
22m,10,42794,1,10,O,green,OoCQCoQCoQ,1,1,586,437
22m,11,44711,0,10,O,green,CQoQCoCQoC,0,1,752,490
22m,12,46852,1,10,O,green,OQoCQCoQCo,1,1,498,485
22m,13,48737,1,10,O,white,OQCoQCoQCo,1,1,582,1024
22m,14,51263,1,10,O,green,OCoQCQoCQo,1,1,1865,960
22m,15,54972,1,10,O,green,OCQoCoQoCQ,1,1,527,479
22m,16,56870,1,10,O,white,OCoQoCQCoQ,1,1,1575,542
22m,17,59921,0,10,O,green,oCQCQoCoQC,0,1,548,517
22m,18,61931,1,10,O,white,OQoCQoCoQC,0,1,1546,553
22m,19,64951,1,10,O,white,OoQCQCoQCo,0,1,887,1720
22m,20,68471,1,10,O,green,OoCQCoQoCQ,1,1,793,471
22m,21,70629,1,10,O,green,OoQCQoCoCQ,1,1,1044,510
22m,22,73106,1,10,O,white,OoCQCQoQCo,1,1,992,457
22m,23,75471,1,10,O,white,OoQCQoCoQC,1,1,1527,448
22m,24,78351,1,10,O,white,OQCoCQoCQo,0,1,1106,630
22m,25,80985,0,10,O,white,CQoQCoCQoC,0,1,2549,671
22m,26,85096,0,10,O,white,oQCoQCoQCo,0,1,2378,568
22m,27,88930,1,10,O,green,OQoCoQCoCQ,1,1,1903,493
22m,28,92204,0,10,O,green,oQCQoCoCQo,0,1,669,461
22m,29,94240,1,10,O,white,OoCQoQCoQC,1,1,1035,646
22m,30,96824,0,10,O,green,QoCQoCQoCo,0,1,827,467
22m,31,101592,0,10,O,white,oQCQCoQCoC,0,1,8,1364
22m,32,103870,1,10,O,white,OoCQCoQCQo,0,1,2661,530
