sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
3g,1,19074,1,10,O,green,OQCoQoCoQC,1,1,2406,1387
3g,2,23770,0,10,O,green,oCQoCQCoQC,0,1,1356,1019
3g,3,27052,0,10,O,green,QoCQoCQCoQ,0,1,1699,1946
3g,4,31610,0,10,O,green,CoQoCQoCQC,0,1,975,1534
3g,5,35011,0,10,O,green,QoCoQCQCoQ,0,1,1925,1979
3g,6,39814,0,10,O,green,QCoQCoCQoQ,0,1,1543,1083
3g,7,43332,1,10,O,green,OoQCQCoCQo,1,1,2879,2507
3g,8,49640,0,10,O,green,CoQCoQoQCo,0,1,1326,859
3g,9,52716,0,10,O,green,CQoCQoCQoQ,0,1,2018,1345
3g,10,56975,1,10,O,green,OoQCQoCQoC,1,1,1293,1185
3g,11,60356,1,10,O,green,OQoCQoCoQC,1,1,1775,2082
3g,12,65097,1,10,O,green,OCoQCoQCoQ,1,1,1540,1257
3g,13,68797,0,10,O,green,CQoCQoCQoC,0,1,1786,2070
3g,14,73537,0,10,O,green,QoCQoCoQCo,0,1,2512,1345
3g,15,78278,0,10,O,green,QoCoQCQCoC,0,1,1720,2767
3g,16,83656,0,10,O,green,CoQCQoCoQC,0,1,1942,2175
3g,17,88662,1,10,O,green,OQoCoQCQoC,1,1,1720,1434
3g,18,92706,1,10,O,green,OCQoQCoCQo,1,1,1796,1862
3g,19,97295,0,10,O,green,oCQCQoCoQo,0,1,1187,1350
3g,20,100750,0,10,O,green,QCoCQoCQoQ,0,1,2001,1671
3g,21,105309,0,10,O,green,oCQoQCoQCQ,0,1,1685,903
3g,22,108819,0,10,O,green,QCoCoQoQCQ,0,1,2231,2319
3g,23,114266,1,10,O,green,OQoCoQCQCo,1,1,1280,4078
3g,24,120518,0,10,O,green,oQCoCQCQoC,0,1,3072,904
3g,25,125436,1,10,O,green,OCoQoCQCoQ,1,1,1527,1786
3g,26,129644,1,10,O,green,OoQCoQCoQC,1,1,1926,2201
3g,27,134687,1,10,O,green,OCoQoQCoQC,1,1,1624,1528
3g,28,138729,1,10,O,green,OCQoCQoCQo,1,1,2226,550
3g,29,142395,1,10,O,green,OQCoQoCQoC,1,1,2423,512
3g,30,146240,1,10,O,green,OCoQCQoCoQ,1,1,2883,695
3g,31,153535,1,10,O,green,OoCQCQoQCo,1,1,1294,3151
3g,32,158899,0,10,O,green,QCoQCoCQoQ,0,1,1184,2659
3g,33,163648,1,10,O,green,OQoCoQCoQC,1,1,1787,1703
3g,34,168067,1,10,O,green,OCQoQCoCoQ,1,1,1717,1446
3g,35,172128,1,10,O,green,OCoQoCQoQC,1,1,1440,1124
3g,36,175601,0,10,O,green,oCQoCQoQCQ,0,1,3681,938
3g,37,181131,0,10,O,green,QoCoQCoCQo,0,1,1425,2087
3g,38,185554,1,10,O,green,OCoQCoQoQC,1,1,1339,1447
3g,39,189273,0,10,O,green,CoQoCQoCQo,0,1,1309,1004
3g,40,192489,1,10,O,green,OCQoQCoCQo,1,1,1627,2489
3g,1,20189,0,10,O,green,oQCoQCoQCo,0,1,1254,485
3g,2,22861,0,10,O,green,oCQCQoQoCQ,0,1,1162,797
3g,3,25706,1,10,O,green,OoCQoQCoQC,1,1,1438,1036
3g,4,29082,1,10,O,green,OCoQCoQCQo,1,1,1142,734
3g,5,31840,1,10,O,green,OQCoCQoCQo,1,1,1396,453
3g,6,34580,1,10,O,green,OoCQoCQoCQ,1,1,1687,697
3g,7,37869,0,10,O,green,QoCoQCoQCQ,0,1,856,570
3g,8,40183,1,10,O,green,OQCoQoCoCQ,1,1,2188,2217
3g,9,45495,1,10,O,green,OQoCoCQoCQ,1,1,944,822
3g,10,48160,0,10,O,green,oCQoCQCQoQ,0,1,2379,719
3g,11,52190,1,10,O,green,OCQoQCoQCo,1,1,938,426
3g,12,54464,0,10,O,green,CoQoQCoCQo,0,1,2320,567
3g,13,58276,1,10,O,green,OoCQCQoCQo,1,1,1045,261
3g,14,60484,0,10,O,green,QCoCQoCQoC,0,1,195,1123
3g,15,62703,0,10,O,green,CoQoQCQoCQ,0,1,1952,603
3g,16,66169,0,10,O,green,CoQoCQoCQC,0,1,2141,999
3g,17,70225,0,10,O,green,oQCQCoQCoC,0,1,1758,2048
3g,18,74941,0,10,O,green,CQoCoQCQoC,0,1,1496,898
3g,19,78257,0,10,O,green,CQoCQoCQoC,0,1,2678,1248
3g,20,83082,0,10,O,green,CoQoCQCoQo,0,1,1937,1657
