UniqueID, BlockID, GroupID, ConfigName, Response Time, LED Red (1=Red 0=Green), pressCount, LEDOnTime, InterStimulusDuration, PCStartTime, PCEndTime, isPractice, keyDown, Date
1,0,defaultGroupID,Desert Study,-1,1,0,1000,3696,13:57:3,13:57:7,1,,4/27/2016
2,0,defaultGroupID,Desert Study,-1,1,0,1000,4090,13:57:7,13:57:12,1,,4/27/2016
3,0,defaultGroupID,Desert Study,-1,1,0,1000,3822,13:57:12,13:57:17,1,,4/27/2016
4,0,defaultGroupID,Desert Study,-1,1,0,1000,3445,13:57:17,13:57:22,1,,4/27/2016
5,0,defaultGroupID,Desert Study,-1,1,0,1000,3640,13:57:22,13:57:26,1,,4/27/2016
6,0,defaultGroupID,Desert Study,-1,1,0,1000,3783,13:57:26,13:57:31,1,,4/27/2016
7,0,defaultGroupID,Desert Study,-1,1,0,1000,4978,13:57:31,13:57:37,1,,4/27/2016
8,1,defaultGroupID,Desert Study,-1,1,0,1000,3515,13:57:47,13:57:51,0,,4/27/2016
9,1,defaultGroupID,Desert Study,-1,1,0,1000,4834,13:57:51,13:57:57,0,,4/27/2016
10,1,defaultGroupID,Desert Study,-1,0,0,1000,4906,13:57:57,13:58:3,0,,4/27/2016
11,1,defaultGroupID,Desert Study,-1,1,0,1000,3145,13:58:3,13:58:7,0,,4/27/2016
12,1,defaultGroupID,Desert Study,-1,1,0,1000,3667,13:58:7,13:58:12,0,,4/27/2016
13,1,defaultGroupID,Desert Study,-1,1,0,1000,3770,13:58:12,13:58:16,0,,4/27/2016
14,1,defaultGroupID,Desert Study,-1,1,0,1000,4254,13:58:16,13:58:22,0,,4/27/2016
15,1,defaultGroupID,Desert Study,-1,0,0,1000,4818,13:58:22,13:58:27,0,,4/27/2016
16,1,defaultGroupID,Desert Study,3651,1,4,1000,4814,13:58:27,13:58:33,0,,4/27/2016
17,1,defaultGroupID,Desert Study,-1,1,0,1000,3792,13:58:33,13:58:38,0,,4/27/2016
18,1,defaultGroupID,Desert Study,-1,1,0,1000,3862,13:58:38,13:58:43,0,,4/27/2016
19,1,defaultGroupID,Desert Study,-1,1,0,1000,3845,13:58:43,13:58:48,0,,4/27/2016
20,1,defaultGroupID,Desert Study,867,0,7,1000,3776,13:58:48,13:58:52,0,,4/27/2016
21,1,defaultGroupID,Desert Study,1138,0,1,1000,4032,13:58:52,13:58:56,0,,4/27/2016
22,1,defaultGroupID,Desert Study,-1,1,0,1000,3274,13:58:56,13:59:0,0,,4/27/2016
23,1,defaultGroupID,Desert Study,73,1,2,1000,3874,13:59:0,13:59:4,0,,4/27/2016
24,1,defaultGroupID,Desert Study,-1,1,0,1000,3580,13:59:4,13:59:8,0,,4/27/2016
25,1,defaultGroupID,Desert Study,637,1,3,1000,3703,13:59:8,13:59:13,0,,4/27/2016
