Frame, Trial_Number, Participant_Information, Configuration_Name, Elapsed_Milliseconds_at_Write, Light_On_Millis, Light_Off_Millis, Date, File_Write_Time, DRT_Reaction_Time, Stim_On(1)_Off(0), Light_Red(2)_Green(1), Trial_Code, Trial_Code_Button_Down, Trial_Code_Button_Up
0, 1, 014_Resid03_easy1, ResidualCost, 10021, 5445, 5903, 2016-11-09, 10:28:04:371, 444624, 0, 2, 0, 10:06:41:121, 10:06:58:982
0, 2, 014_Resid03_easy1, ResidualCost, 14502, 10022, 10406, 2016-11-09, 10:28:08:855, 375228, 0, 2, 0, 10:06:41:121, 10:06:58:982
0, 3, 014_Resid03_easy1, ResidualCost, 18782, 14502, 14890, 2016-11-09, 10:28:13:137, 384016, 0, 2, B, 10:28:10:777, 10:06:58:982
0, 4, 014_Resid03_easy1, ResidualCost, 24316, 18782, 19112, 2016-11-09, 10:28:18:669, 326620, 0, 2, B, 10:28:10:777, 10:06:58:982
0, 5, 014_Resid03_easy1, ResidualCost, 29111, 24316, 24750, 2016-11-09, 10:28:23:466, 429932, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 6, 014_Resid03_easy1, ResidualCost, 34704, 29111, 29491, 2016-11-09, 10:28:29:060, 376672, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 7, 014_Resid03_easy1, ResidualCost, 39818, 34705, 35055, 2016-11-09, 10:28:34:170, 347672, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 8, 014_Resid03_easy1, ResidualCost, 44004, 39819, 40459, 2016-11-09, 10:28:38:357, 633616, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 9, 014_Resid03_easy1, ResidualCost, 48069, 44005, 44434, 2016-11-09, 10:28:42:420, 419384, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 10, 014_Resid03_easy1, ResidualCost, 53134, 48069, 48402, 2016-11-09, 10:28:47:483, 323592, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 11, 014_Resid03_easy1, ResidualCost, 59097, 53135, 53501, 2016-11-09, 10:28:53:452, 354352, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 12, 014_Resid03_easy1, ResidualCost, 63239, 59097, 59535, 2016-11-09, 10:28:57:593, 430216, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 13, 014_Resid03_easy1, ResidualCost, 69160, 63239, 63734, 2016-11-09, 10:29:03:515, 490956, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 14, 014_Resid03_easy1, ResidualCost, 74758, 69160, 69566, 2016-11-09, 10:29:09:109, 401972, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 15, 014_Resid03_easy1, ResidualCost, 79397, 74759, 75167, 2016-11-09, 10:29:13:750, 391188, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 16, 014_Resid03_easy1, ResidualCost, 84524, 79398, 79732, 2016-11-09, 10:29:18:875, 324872, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 17, 014_Resid03_easy1, ResidualCost, 89992, 84525, 85062, 2016-11-09, 10:29:24:345, 527468, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 18, 014_Resid03_easy1, ResidualCost, 94540, 89992, 90396, 2016-11-09, 10:29:28:892, 393724, 0, 2, 0, 10:28:10:777, 10:28:19:169
0, 19, 014_Resid03_easy1, ResidualCost, 100390, 94541, 94973, 2016-11-09, 10:29:34:736, 420352, 0, 2, 0, 10:28:10:777, 10:28:19:169
