Frame, Trial_Number, Participant_Information, Configuration_Name, Elapsed_Milliseconds_at_Write, Light_On_Millis, Light_Off_Millis, Date, File_Write_Time, DRT_Reaction_Time, Stim_On(1)_Off(0), Light_Red(2)_Green(1), Trial_Code, Trial_Code_Button_Down, Trial_Code_Button_Up
0, 1, 006_Resid03_easy2, ResidualCost, 9500, 4516, 5244, 2016-10-29, 11:58:43:740, 722328, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 2, 006_Resid03_easy2, ResidualCost, 14891, 9500, 10270, 2016-10-29, 11:58:49:131, 764116, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 3, 006_Resid03_easy2, ResidualCost, 19142, 14891, 15209, 2016-10-29, 11:58:53:381, 312372, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 4, 006_Resid03_easy2, ResidualCost, 23344, 19142, 19450, 2016-10-29, 11:58:57:585, 303156, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 5, 006_Resid03_easy2, ResidualCost, 28110, 23344, 23718, 2016-10-29, 11:59:02:351, 369584, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 6, 006_Resid03_easy2, ResidualCost, 32283, 28110, 28405, 2016-10-29, 11:59:06:523, 290552, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 7, 006_Resid03_easy2, ResidualCost, 36720, 32283, 32682, 2016-10-29, 11:59:10:961, 393600, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 8, 006_Resid03_easy2, ResidualCost, 42079, 36720, 36945, 2016-10-29, 11:59:16:320, 220448, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 9, 006_Resid03_easy2, ResidualCost, 46128, 42080, 42305, 2016-10-29, 11:59:20:367, 220124, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 10, 006_Resid03_easy2, ResidualCost, 50705, 46129, 46371, 2016-10-29, 11:59:24:946, 238084, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 11, 006_Resid03_easy2, ResidualCost, 54893, 50705, 51118, 2016-10-29, 11:59:29:134, 408520, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 12, 006_Resid03_easy2, ResidualCost, 60613, 54893, 55350, 2016-10-29, 11:59:34:853, 452400, 0, 2, 0, 11:58:35:771, 11:58:40:740
0, 13, 006_Resid03_easy2, ResidualCost, 64942, 60613, 61629, 2016-10-29, 11:59:39:181, 99999999, 0, 2, 0, 11:58:35:771, 11:58:40:740
