Frame, Trial_Number, Participant_Information, Configuration_Name, Elapsed_Milliseconds_at_Write, Light_On_Millis, Light_Off_Millis, Date, File_Write_Time, DRT_Reaction_Time, Stim_On(1)_Off(0), Light_Red(2)_Green(1), Trial_Code, Trial_Code_Button_Down, Trial_Code_Button_Up
0, 1, 043_Resid03_easy1, ResidualCost, 8910, 4503, 5011, 2017-01-25, 11:01:01:386, 500636, 0, 2, B, 11:00:56:933, 10:05:44:418
0, 2, 043_Resid03_easy1, ResidualCost, 13567, 8910, 9294, 2017-01-25, 11:01:06:043, 377624, 0, 2, 0, 11:00:56:933, 11:01:02:886
0, 3, 043_Resid03_easy1, ResidualCost, 18912, 13567, 13910, 2017-01-25, 11:01:11:387, 338004, 0, 2, 0, 11:00:56:933, 11:01:02:886
0, 4, 043_Resid03_easy1, ResidualCost, 24645, 18912, 19181, 2017-01-25, 11:01:17:121, 263612, 0, 2, 0, 11:00:56:933, 11:01:02:886
0, 5, 043_Resid03_easy1, ResidualCost, 28734, 24645, 24968, 2017-01-25, 11:01:21:200, 317908, 0, 2, 0, 11:00:56:933, 11:01:02:886
0, 6, 043_Resid03_easy1, ResidualCost, 33272, 28734, 28989, 2017-01-25, 11:01:25:747, 250328, 0, 2, 0, 11:00:56:933, 11:01:02:886
0, 7, 043_Resid03_easy1, ResidualCost, 37693, 33272, 33547, 2017-01-25, 11:01:30:169, 269668, 0, 2, 0, 11:00:56:933, 11:01:02:886
0, 8, 043_Resid03_easy1, ResidualCost, 42289, 37693, 37967, 2017-01-25, 11:01:34:763, 268216, 0, 2, 0, 11:00:56:933, 11:01:02:886
0, 9, 043_Resid03_easy1, ResidualCost, 46928, 42290, 42578, 2017-01-25, 11:01:39:404, 283276, 0, 2, 0, 11:00:56:933, 11:01:02:886
0, 10, 043_Resid03_easy1, ResidualCost, 52147, 46928, 47196, 2017-01-25, 11:01:44:623, 262880, 0, 2, 0, 11:00:56:933, 11:01:02:886
