Frame, Trial_Number, Participant_Information, Configuration_Name, Elapsed_Milliseconds_at_Write, Light_On_Millis, Light_Off_Millis, Date, File_Write_Time, DRT_Reaction_Time, Stim_On(1)_Off(0), Light_Red(2)_Green(1), Trial_Code, Trial_Code_Button_Down, Trial_Code_Button_Up
0, 1, 009_Resid03_hard2, ResidualCost, 11320, 5382, 5885, 2016-11-02, 13:27:30:868, 495208, 0, 2, B, 13:27:30:680, 13:27:28:352
0, 2, 009_Resid03_hard2, ResidualCost, 15994, 11320, 11656, 2016-11-02, 13:27:35:540, 330696, 0, 2, B, 13:27:30:680, 13:27:28:352
0, 3, 009_Resid03_hard2, ResidualCost, 21773, 15994, 16289, 2016-11-02, 13:27:41:321, 290048, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 4, 009_Resid03_hard2, ResidualCost, 26649, 21773, 22094, 2016-11-02, 13:27:46:197, 315560, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 5, 009_Resid03_hard2, ResidualCost, 31774, 26649, 26890, 2016-11-02, 13:27:51:322, 235644, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 6, 009_Resid03_hard2, ResidualCost, 37338, 31774, 32023, 2016-11-02, 13:27:56:885, 243952, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 7, 009_Resid03_hard2, ResidualCost, 42118, 37338, 37752, 2016-11-02, 13:28:01:666, 408084, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 8, 009_Resid03_hard2, ResidualCost, 47759, 42118, 42561, 2016-11-02, 13:28:07:307, 436644, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 9, 009_Resid03_hard2, ResidualCost, 53634, 47759, 48043, 2016-11-02, 13:28:13:183, 279284, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 10, 009_Resid03_hard2, ResidualCost, 58418, 53635, 53857, 2016-11-02, 13:28:17:964, 217488, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 11, 009_Resid03_hard2, ResidualCost, 63244, 58419, 58640, 2016-11-02, 13:28:22:793, 216236, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 12, 009_Resid03_hard2, ResidualCost, 68485, 63244, 63618, 2016-11-02, 13:28:28:027, 369424, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 13, 009_Resid03_hard2, ResidualCost, 73418, 68485, 68883, 2016-11-02, 13:28:32:965, 393620, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 14, 009_Resid03_hard2, ResidualCost, 77558, 73418, 73766, 2016-11-02, 13:28:37:106, 343840, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 15, 009_Resid03_hard2, ResidualCost, 81730, 77558, 77920, 2016-11-02, 13:28:41:278, 357880, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 16, 009_Resid03_hard2, ResidualCost, 86996, 81730, 82022, 2016-11-02, 13:28:46:544, 286892, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 17, 009_Resid03_hard2, ResidualCost, 91794, 86996, 87351, 2016-11-02, 13:28:51:341, 350668, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 18, 009_Resid03_hard2, ResidualCost, 96544, 91794, 92087, 2016-11-02, 13:28:56:092, 288520, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 19, 009_Resid03_hard2, ResidualCost, 100950, 96544, 96796, 2016-11-02, 13:29:00:498, 245228, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 20, 009_Resid03_hard2, ResidualCost, 105483, 100950, 101265, 2016-11-02, 13:29:05:030, 310764, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 21, 009_Resid03_hard2, ResidualCost, 110358, 105483, 105773, 2016-11-02, 13:29:09:905, 276004, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 22, 009_Resid03_hard2, ResidualCost, 116044, 110358, 111048, 2016-11-02, 13:29:15:593, 684044, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 23, 009_Resid03_hard2, ResidualCost, 120467, 116045, 116445, 2016-11-02, 13:29:20:015, 395176, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 24, 009_Resid03_hard2, ResidualCost, 125326, 120467, 120873, 2016-11-02, 13:29:24:875, 401188, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 25, 009_Resid03_hard2, ResidualCost, 130124, 125326, 125936, 2016-11-02, 13:29:29:672, 606388, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 26, 009_Resid03_hard2, ResidualCost, 135234, 130124, 130419, 2016-11-02, 13:29:34:781, 290460, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 27, 009_Resid03_hard2, ResidualCost, 139718, 135234, 135482, 2016-11-02, 13:29:39:266, 242360, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 28, 009_Resid03_hard2, ResidualCost, 144249, 139718, 140082, 2016-11-02, 13:29:43:798, 358096, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 29, 009_Resid03_hard2, ResidualCost, 150000, 144249, 144608, 2016-11-02, 13:29:49:548, 352932, 0, 2, 0, 13:27:30:680, 13:27:36:727
0, 30, 009_Resid03_hard2, ResidualCost, 154094, 150001, 150324, 2016-11-02, 13:29:53:642, 318768, 0, 2, 0, 13:27:30:680, 13:27:36:727
