Frame, Trial_Number, Participant_Information, Configuration_Name, Elapsed_Milliseconds_at_Write, Light_On_Millis, Light_Off_Millis, Date, File_Write_Time, DRT_Reaction_Time, Stim_On(1)_Off(0), Light_Red(2)_Green(1), Trial_Code, Trial_Code_Button_Down, Trial_Code_Button_Up
0, 1, 029_Resid03_easy1, ResidualCost, 9876, 5251, 6678, 2016-11-28, 14:16:43:922, 1419768, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 2, 029_Resid03_easy1, ResidualCost, 15002, 9877, 10447, 2016-11-28, 14:16:49:047, 562704, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 3, 029_Resid03_easy1, ResidualCost, 20626, 15002, 15383, 2016-11-28, 14:16:54:672, 375648, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 4, 029_Resid03_easy1, ResidualCost, 26365, 20627, 20820, 2016-11-28, 14:17:00:407, 187408, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 5, 029_Resid03_easy1, ResidualCost, 31924, 26365, 26693, 2016-11-28, 14:17:05:969, 322820, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 6, 029_Resid03_easy1, ResidualCost, 36549, 31924, 32330, 2016-11-28, 14:17:10:594, 400560, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 7, 029_Resid03_easy1, ResidualCost, 42423, 36549, 36862, 2016-11-28, 14:17:16:469, 308016, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 8, 029_Resid03_easy1, ResidualCost, 47939, 42424, 42781, 2016-11-28, 14:17:21:985, 342192, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 9, 029_Resid03_easy1, ResidualCost, 52410, 47939, 48110, 2016-11-28, 14:17:26:453, 164648, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 10, 029_Resid03_easy1, ResidualCost, 56455, 52410, 52738, 2016-11-28, 14:17:30:500, 322396, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 11, 029_Resid03_easy1, ResidualCost, 60456, 56455, 56764, 2016-11-28, 14:17:34:500, 303536, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 12, 029_Resid03_easy1, ResidualCost, 64909, 60456, 60742, 2016-11-28, 14:17:38:953, 280512, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 13, 029_Resid03_easy1, ResidualCost, 69986, 64910, 65215, 2016-11-28, 14:17:44:032, 299452, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 14, 029_Resid03_easy1, ResidualCost, 75845, 69986, 70329, 2016-11-28, 14:17:49:891, 336760, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 15, 029_Resid03_easy1, ResidualCost, 81330, 75846, 76147, 2016-11-28, 14:17:55:375, 295772, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 16, 029_Resid03_easy1, ResidualCost, 85361, 81330, 81623, 2016-11-28, 14:17:59:407, 286088, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 17, 029_Resid03_easy1, ResidualCost, 89486, 85361, 85697, 2016-11-28, 14:18:03:532, 318148, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 18, 029_Resid03_easy1, ResidualCost, 93736, 89486, 89888, 2016-11-28, 14:18:07:781, 396384, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 19, 029_Resid03_easy1, ResidualCost, 99394, 93736, 93999, 2016-11-28, 14:18:13:438, 255736, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 20, 029_Resid03_easy1, ResidualCost, 104330, 99394, 99613, 2016-11-28, 14:18:18:375, 210244, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 21, 029_Resid03_easy1, ResidualCost, 108705, 104330, 104642, 2016-11-28, 14:18:22:750, 306888, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 22, 029_Resid03_easy1, ResidualCost, 113019, 108706, 109033, 2016-11-28, 14:18:27:063, 321936, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 23, 029_Resid03_easy1, ResidualCost, 118033, 113019, 113312, 2016-11-28, 14:18:32:078, 285092, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 24, 029_Resid03_easy1, ResidualCost, 123236, 118033, 118339, 2016-11-28, 14:18:37:281, 298476, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 25, 029_Resid03_easy1, ResidualCost, 129081, 123236, 123506, 2016-11-28, 14:18:43:125, 264872, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 26, 029_Resid03_easy1, ResidualCost, 133501, 129081, 129396, 2016-11-28, 14:18:47:547, 309764, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 27, 029_Resid03_easy1, ResidualCost, 138236, 133501, 133846, 2016-11-28, 14:18:52:281, 338588, 0, 2, 0, 14:07:31:553, 14:07:52:287
0, 28, 029_Resid03_easy1, ResidualCost, 143472, 138236, 138619, 2016-11-28, 14:18:57:516, 377420, 0, 2, B, 14:18:52:641, 14:07:52:287
0, 29, 029_Resid03_easy1, ResidualCost, 149287, 143472, 143765, 2016-11-28, 14:19:03:328, 287608, 0, 2, B, 14:18:52:641, 14:07:52:287
0, 30, 029_Resid03_easy1, ResidualCost, 154097, 149287, 149622, 2016-11-28, 14:19:08:141, 328632, 0, 2, B, 14:18:52:641, 14:07:52:287
0, 31, 029_Resid03_easy1, ResidualCost, 159269, 154097, 154415, 2016-11-28, 14:19:13:313, 311228, 0, 2, B, 14:18:52:641, 14:07:52:287
0, 32, 029_Resid03_easy1, ResidualCost, 163804, 159269, 159588, 2016-11-28, 14:19:17:844, 313984, 0, 2, B, 14:18:52:641, 14:07:52:287
0, 33, 029_Resid03_easy1, ResidualCost, 169532, 163805, 164094, 2016-11-28, 14:19:23:578, 283972, 0, 2, B, 14:18:52:641, 14:07:52:287
0, 34, 029_Resid03_easy1, ResidualCost, 174548, 169532, 169734, 2016-11-28, 14:19:28:594, 199068, 0, 2, B, 14:18:52:641, 14:07:52:287
0, 35, 029_Resid03_easy1, ResidualCost, 178843, 174548, 174771, 2016-11-28, 14:19:32:891, 217532, 0, 2, B, 14:18:52:641, 14:07:52:287
