sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
37m,1,10349,1,10,O,white,OoQCQoCQCo,1,1,2345,519
37m,2,14101,0,10,O,green,oCQCoQoCQo,0,1,1512,501
37m,3,17022,0,10,O,white,CQoQoCQoCo,0,1,2733,36444
37m,4,57086,1,10,O,green,OQoCoQCoQC,1,1,793,421
37m,5,59219,1,10,O,green,OCoQCQoQoC,1,1,769,287
37m,6,61207,0,10,O,green,oQCQoCoQCo,0,1,1887,413
37m,7,64408,0,10,O,white,QoCoQCoQCo,0,1,1142,569
37m,8,67016,1,10,O,green,OoCQoQCQCo,1,1,2063,267
37m,9,70283,1,10,O,green,OoCQoQCQCo,1,1,1185,470
37m,10,72838,1,10,O,white,OoCQoQCQCo,0,1,1296,614
37m,11,75653,1,10,O,green,OQoCoQCoCQ,1,1,870,861
37m,12,78285,0,10,O,green,QoCoCQoQCo,0,1,1044,453
37m,13,80703,0,10,O,white,CQoCQoQoCo,0,1,1632,563
37m,14,83813,0,10,O,green,QCoCQoQoCQ,0,1,860,544
37m,15,86124,1,10,O,green,OQCoQCoQoC,1,1,758,160
37m,16,87924,1,10,O,white,OCoQoCQoCQ,1,1,1089,562
37m,17,90477,1,10,O,white,OoCQoCQoCQ,1,1,1514,152
37m,18,93062,0,10,O,white,oQCoQCQoCQ,0,1,3944,508
37m,19,98424,1,10,O,white,OCoQCQoCoQ,1,1,1440,118
37m,20,100878,1,10,O,green,OQoCoQCQCo,1,1,761,92
37m,21,102631,0,10,O,white,QCoCoQoQCQ,0,1,6097,405
37m,22,110050,0,10,O,green,QCoQCoCoQo,0,1,1148,756
37m,23,112858,0,10,O,white,oQCQoCQoCo,0,1,2015,988
37m,24,116784,0,10,O,green,QCoQCoQoCQ,0,1,724,466
37m,25,118884,1,10,O,white,OCQoCQoQoC,1,1,1669,2043
37m,26,123522,1,10,O,white,OoQCoCQoCQ,1,1,2630,947
37m,27,127992,0,10,O,green,CoQoQCQoCo,0,1,638,385
37m,28,129900,1,10,O,green,OoQCoQCoCQ,1,1,735,157
37m,29,131682,1,10,O,white,OQoCQCoCQo,1,1,1490,80
37m,30,134152,0,10,O,white,QCoCoQoQCo,0,1,2614,416
37m,31,140411,1,10,O,green,OQoCoCQCQo,0,1,797,500
37m,32,142646,0,10,O,white,QoCoCQoCQC,0,1,2107,1822
37m,33,147507,1,10,O,green,OQoCoCQCoQ,1,1,667,148
37m,34,149225,0,10,O,white,CQoQCoCoQo,0,1,2409,436
37m,35,152990,0,10,O,green,CQoQoCQCoQ,0,1,878,427
37m,36,155186,1,10,O,white,OCoQCoQoQC,1,1,1049,88
37m,37,157246,0,10,O,white,CQoQCoCQoQ,0,1,2750,552
37m,38,161454,0,10,O,green,CQoQoCoQCQ,0,1,779,532
37m,39,163660,0,10,O,green,oQCQoCQCoQ,0,1,1436,499
37m,40,166453,1,10,O,white,OoCQoQCoQC,1,1,1105,276
37m,1,18742,0,10,O,green,QoCQCoCoQC,0,1,1032,411
37m,2,21069,1,10,O,white,OQoCoQCQoC,0,1,1140,554
37m,3,23648,0,10,O,white,QCoCoQoCQo,0,1,2072,908
37m,4,27521,0,10,O,white,CoQCQoQCoQ,0,1,1752,522
37m,5,30703,1,10,O,green,OQoCoCQCoQ,1,1,873,207
37m,6,32688,0,10,O,green,CoQoCQoCQC,0,1,873,419
37m,7,34868,1,10,O,white,OQCoQCoQoC,1,1,987,254
37m,8,37031,0,10,O,green,oQCQoCQoCQ,0,1,620,341
37m,9,38915,0,10,O,green,oCQoCQCoQC,0,1,769,500
37m,10,41077,0,10,O,green,oQCQoCoCQC,0,1,732,420
37m,11,43119,1,10,O,white,OCQoCQoQCo,1,1,986,136
37m,12,45127,1,10,O,white,OQCoQCoQCo,1,1,1084,112
37m,13,47230,1,10,O,green,OoCQoQCoQC,1,1,756,104
37m,14,49006,0,10,O,green,QCoCQoCoQC,0,1,759,2126
37m,15,52807,1,10,O,green,OQCoQCoQCo,1,1,936,197
37m,16,54865,0,10,O,green,CQoCQoCQoC,0,1,1570,458
37m,17,57785,1,10,O,green,OoCQCoQCoQ,1,1,914,688
37m,18,60277,1,10,O,green,OCoQoQCoCQ,1,1,717,75
37m,19,62048,0,10,O,white,oQCoCQoQCQ,0,1,1412,495
37m,20,64863,0,10,O,green,CQoQCoQCoC,0,1,682,385
37m,21,66841,0,10,O,green,QCoQCoCQoQ,0,1,762,487
37m,22,68983,0,10,O,white,QCoQCoQCoC,0,1,2009,483
37m,23,72367,1,10,O,white,OoQCQCoQCo,1,1,1330,2314
37m,24,76908,1,10,O,white,OQCoQCoCQo,1,1,1300,266
37m,25,79387,1,10,O,white,OQoCoCQCoQ,1,1,1276,107
37m,26,81678,0,10,O,white,CoQoCQCoQC,0,1,3666,474
37m,27,86703,1,10,O,white,OoQCoQCQCo,1,1,2123,225
37m,28,89941,1,10,O,green,OCoQCoQoQC,1,1,896,223
37m,29,91949,0,10,O,green,CQoQoCQoCQ,0,1,1082,505
37m,30,94423,1,10,O,green,OCQoCoQoCQ,1,1,793,256
37m,31,98786,1,10,O,green,OoQCQCoCQo,1,1,770,63
37m,32,100514,1,10,O,white,OCQoQoCQCo,0,1,1569,677
37m,33,103647,1,10,O,white,OQCoCQoCoQ,1,1,1397,99
