"","s","S","F","R","RT","congruent","OverallAcc","WMC"
"538","1","s2","A","r2",0.64,"0",1,"L"
"539","1","s2","A","r2",0.482,"0",1,"L"
"540","1","s2","A","r2",0.474,"1",1,"L"
"541","1","s2","A","r1",0.499,"0",0,"L"
"542","1","s2","A","r2",0.505,"1",1,"L"
"543","1","s1","A","r1",0.481,"1",1,"L"
"544","1","s2","A","r2",0.551,"1",1,"L"
"545","1","s2","A","r2",0.429,"1",1,"L"
"546","1","s1","A","r1",0.408,"1",1,"L"
"547","1","s2","A","r2",0.514,"0",1,"L"
"548","1","s2","A","r1",0.474,"0",0,"L"
"549","1","s1","A","r1",0.497,"1",1,"L"
"550","1","s2","A","r2",0.471,"1",1,"L"
"551","1","s2","A","r2",0.608,"1",1,"L"
"552","1","s2","A","r2",0.419,"1",1,"L"
"553","1","s2","A","r2",0.527,"0",1,"L"
"554","1","s2","A","r2",0.469,"1",1,"L"
"555","1","s2","A","r2",0.399,"1",1,"L"
"556","1","s1","A","r1",0.475,"1",1,"L"
"557","1","s2","A","r1",0.498,"0",0,"L"
"558","1","s1","A","r1",0.584,"1",1,"L"
"559","1","s2","A","r1",0.474,"0",0,"L"
"560","1","s2","A","r2",0.481,"1",1,"L"
"561","1","s2","A","r1",0.682,"0",0,"L"
"562","1","s1","A","r1",0.536,"1",1,"L"
"563","1","s1","A","r1",0.524,"1",1,"L"
"564","1","s2","A","r2",0.657,"1",1,"L"
"565","1","s2","A","r2",0.53,"0",1,"L"
"566","1","s2","A","r1",0.649,"0",0,"L"
"567","1","s2","A","r2",0.552,"1",1,"L"
"568","1","s1","A","r1",0.702,"1",1,"L"
"569","1","s1","A","r1",0.587,"1",1,"L"
"570","1","s2","A","r2",0.541,"1",1,"L"
"571","1","s2","A","r2",0.611,"0",1,"L"
"572","1","s2","A","r2",0.467,"1",1,"L"
"573","1","s2","A","r2",0.477,"1",1,"L"
"574","1","s2","A","r2",0.613,"1",1,"L"
"575","1","s2","A","r2",0.536,"1",1,"L"
"576","1","s2","A","r2",0.479,"1",1,"L"
"577","1","s1","A","r1",0.44,"1",1,"L"
"578","1","s2","A","r1",0.48,"0",0,"L"
"579","1","s2","A","r2",1.092,"1",1,"L"
"580","1","s2","A","r2",0.544,"0",1,"L"
"581","1","s2","A","r2",0.372,"1",1,"L"
"582","1","s1","A","r2",0.335,"0",0,"L"
"583","1","s2","A","r2",0.636,"0",1,"L"
"584","1","s2","A","r2",0.476,"0",1,"L"
"585","1","s2","A","r2",0.436,"0",1,"L"
"586","1","s2","A","r2",0.396,"1",1,"L"
"587","1","s2","A","r2",0.374,"1",1,"L"
"588","1","s1","A","r1",0.418,"1",1,"L"
"589","1","s2","A","r2",0.476,"1",1,"L"
"590","1","s2","A","r2",0.387,"1",1,"L"
"591","1","s2","A","r2",0.414,"1",1,"L"
"592","1","s1","A","r1",0.439,"1",1,"L"
"593","1","s1","A","r1",0.623,"0",1,"L"
"594","1","s1","A","r1",0.415,"1",1,"L"
"595","1","s2","A","r2",0.552,"1",1,"L"
"596","1","s1","A","r1",0.508,"1",1,"L"
"597","1","s1","A","r1",0.37,"1",1,"L"
"598","1","s1","A","r1",0.397,"1",1,"L"
"599","1","s1","A","r1",0.568,"0",1,"L"
"600","1","s1","A","r1",0.411,"1",1,"L"
"601","1","s1","A","r1",0.436,"1",1,"L"
"602","1","s1","A","r1",0.397,"1",1,"L"
"603","1","s2","A","r2",0.471,"0",1,"L"
"604","1","s1","A","r1",0.462,"1",1,"L"
"605","1","s2","A","r2",0.485,"1",1,"L"
"606","1","s1","A","r1",0.492,"0",1,"L"
"607","1","s1","A","r1",0.61,"1",1,"L"
"608","1","s1","A","r1",0.514,"1",1,"L"
"609","1","s2","A","r2",0.536,"0",1,"L"
"610","1","s2","A","r2",0.428,"1",1,"L"
"611","1","s2","A","r2",0.404,"1",1,"L"
"612","1","s1","A","r1",0.446,"1",1,"L"
"613","1","s1","A","r1",0.39,"1",1,"L"
"614","1","s1","A","r1",0.512,"1",1,"L"
"615","1","s2","A","r2",0.533,"0",1,"L"
"616","1","s1","A","r1",0.458,"1",1,"L"
"617","1","s1","A","r1",0.353,"1",1,"L"
"618","1","s2","A","r2",0.525,"1",1,"L"
"619","1","s1","A","r1",0.466,"1",1,"L"
"620","1","s1","A","r1",0.488,"1",1,"L"
"621","1","s1","A","r1",0.399,"1",1,"L"
"622","1","s2","A","r2",0.473,"1",1,"L"
"623","1","s1","A","r1",0.4,"1",1,"L"
"624","1","s1","A","r1",0.538,"1",1,"L"
"625","1","s1","A","r1",0.351,"1",1,"L"
"626","1","s2","A","r2",0.427,"1",1,"L"
"627","1","s2","A","r2",0.484,"1",1,"L"
"628","1","s1","A","r1",0.426,"1",1,"L"
"629","1","s2","A","r2",0.483,"1",1,"L"
"630","1","s1","A","r1",0.473,"1",1,"L"
"631","1","s1","A","r1",0.385,"1",1,"L"
"632","1","s1","A","r1",0.364,"1",1,"L"
"633","1","s2","A","r2",0.471,"1",1,"L"
"634","1","s2","A","r2",0.399,"1",1,"L"
"635","1","s1","A","r1",0.457,"0",1,"L"
"636","1","s2","A","r1",0.416,"1",0,"L"
"637","1","s2","A","r2",0.457,"1",1,"L"
"638","1","s2","A","r2",0.401,"1",1,"L"
"639","1","s1","A","r1",0.412,"1",1,"L"
"640","1","s1","A","r1",0.629,"1",1,"L"
"641","1","s1","A","r1",0.421,"1",1,"L"
"642","1","s1","A","r1",0.527,"1",1,"L"
"643","1","s2","A","r2",0.403,"1",1,"L"
"644","1","s2","A","r2",0.365,"1",1,"L"
"645","1","s1","A","r1",0.489,"0",1,"L"
"646","1","s2","A","r2",0.575,"1",1,"L"
"647","1","s1","A","r1",0.418,"1",1,"L"
"648","1","s2","A","r2",0.476,"1",1,"L"
"649","1","s2","A","r2",0.434,"1",1,"L"
"650","1","s1","A","r1",0.475,"1",1,"L"
"651","1","s2","A","r2",0.482,"1",1,"L"
"652","1","s2","A","r2",0.696,"0",1,"L"
"653","1","s2","A","r2",0.502,"0",1,"L"
"654","1","s2","A","r2",0.411,"0",1,"L"
"655","1","s1","A","r1",0.501,"1",1,"L"
"656","1","s1","A","r1",0.363,"1",1,"L"
"657","1","s2","A","r2",0.438,"1",1,"L"
"658","1","s2","A","r2",0.591,"0",1,"L"
"659","1","s1","A","r1",0.465,"1",1,"L"
"660","1","s2","A","r2",0.472,"1",1,"L"
"661","1","s2","A","r2",0.415,"1",1,"L"
"662","1","s2","A","r2",0.376,"1",1,"L"
"663","1","s2","A","r2",0.403,"1",1,"L"
"664","1","s2","A","r2",0.381,"1",1,"L"
"665","1","s2","A","r2",0.472,"0",1,"L"
"666","1","s1","A","r1",0.432,"1",1,"L"
"667","1","s2","A","r2",0.456,"1",1,"L"
"668","1","s2","A","r2",0.528,"0",1,"L"
"669","1","s2","A","r2",0.437,"1",1,"L"
"670","1","s1","A","r1",0.509,"1",1,"L"
"671","1","s1","A","r1",0.627,"0",1,"L"
"672","1","s2","A","r2",0.627,"1",1,"L"
"673","1","s1","A","r1",0.499,"1",1,"L"
"674","1","s1","A","r1",0.553,"1",1,"L"
"675","1","s2","A","r2",0.461,"1",1,"L"
"676","1","s2","A","r2",0.42,"1",1,"L"
"677","1","s1","A","r1",0.573,"0",1,"L"
"678","1","s1","A","r1",0.495,"0",1,"L"
"679","1","s2","A","r2",0.439,"1",1,"L"
"680","1","s2","A","r2",0.351,"1",1,"L"
"681","1","s1","A","r1",0.396,"1",1,"L"
"682","1","s2","A","r2",0.422,"1",1,"L"
"683","1","s1","A","r1",0.463,"1",1,"L"
"684","1","s1","A","r1",0.375,"1",1,"L"
"685","1","s2","A","r2",0.418,"1",1,"L"
"686","1","s2","A","r2",0.348,"1",1,"L"
"687","1","s1","A","r1",0.6,"0",1,"L"
"688","1","s2","A","r2",0.377,"1",1,"L"
"689","1","s1","A","r1",0.58,"0",1,"L"
"690","1","s1","A","r1",0.487,"1",1,"L"
"691","1","s1","A","r1",0.493,"1",1,"L"
"692","1","s2","A","r2",0.404,"1",1,"L"
"693","1","s2","A","r2",0.333,"1",1,"L"
"694","1","s1","A","r1",0.427,"1",1,"L"
"695","1","s1","A","r1",0.403,"1",1,"L"
"696","1","s1","A","r1",0.381,"1",1,"L"
"697","1","s1","A","r1",0.408,"1",1,"L"
"698","1","s2","A","r2",0.514,"0",1,"L"
"699","1","s1","A","r1",0.439,"1",1,"L"
"700","1","s1","A","r1",0.496,"0",1,"L"
"701","1","s1","A","r1",0.438,"0",1,"L"
"702","1","s2","A","r2",0.606,"0",1,"L"
"703","1","s2","A","r2",0.447,"1",1,"L"
"704","1","s1","A","r1",0.455,"1",1,"L"
"705","1","s2","A","r2",0.415,"1",1,"L"
"706","1","s2","A","r2",0.52,"0",1,"L"
"707","1","s2","A","r2",0.398,"0",1,"L"
"708","1","s2","A","r2",0.408,"0",1,"L"
"709","1","s1","A","r1",0.497,"1",1,"L"
"710","1","s1","A","r1",0.359,"1",1,"L"
"711","1","s1","A","r1",0.403,"1",1,"L"
"712","1","s2","A","r2",0.429,"1",1,"L"
"713","1","s1","A","r1",0.438,"1",1,"L"
"714","1","s1","A","r1",0.382,"1",1,"L"
"715","1","s1","A","r1",0.345,"1",1,"L"
"716","1","s1","A","r1",0.326,"1",1,"L"
"717","1","s2","A","r2",0.451,"1",1,"L"
"718","1","s1","A","r1",0.475,"1",1,"L"
"719","1","s1","A","r1",0.673,"0",1,"L"
"720","1","s1","A","r1",0.464,"1",1,"L"
"721","1","s1","A","r1",0.359,"1",1,"L"
"722","1","s2","A","r2",0.435,"1",1,"L"
"723","1","s2","A","r2",0.41,"1",1,"L"
"724","1","s1","A","r1",0.484,"0",1,"L"
"725","1","s2","A","r2",0.474,"1",1,"L"
"726","1","s2","A","r2",0.482,"1",1,"L"
"727","1","s1","A","r1",0.552,"1",1,"L"
"728","1","s2","A","r2",0.444,"1",1,"L"
"729","1","s2","A","r2",0.372,"1",1,"L"
"730","1","s2","A","r1",0.399,"0",0,"L"
"731","1","s2","A","r2",0.506,"0",1,"L"
"732","1","s2","A","r2",0.447,"1",1,"L"
"733","1","s2","A","r2",0.375,"1",1,"L"
"734","1","s2","A","r2",0.499,"0",1,"L"
"735","1","s2","A","r2",0.441,"1",1,"L"
"736","1","s1","A","r1",0.497,"1",1,"L"
"737","1","s2","A","r2",0.423,"1",1,"L"
"738","1","s2","A","r2",0.336,"1",1,"L"
"739","1","s1","A","r1",0.589,"1",1,"L"
"740","1","s1","A","r1",0.415,"1",1,"L"
"741","1","s2","A","r2",0.457,"1",1,"L"
"742","1","s1","A","r1",0.465,"1",1,"L"
"743","1","s2","A","r2",0.456,"0",1,"L"
"744","1","s1","A","r2",0.319,"0",0,"L"
"745","1","s2","A","r2",0.429,"1",1,"L"
"746","1","s1","A","r1",0.646,"1",1,"L"
"747","1","s1","A","r1",0.389,"1",1,"L"
"748","1","s2","A","r2",0.496,"0",1,"L"
"749","1","s2","A","r2",0.518,"1",1,"L"
"750","1","s1","A","r1",0.475,"1",1,"L"
"751","1","s1","A","r1",0.369,"1",1,"L"
"752","1","s2","A","r2",0.445,"1",1,"L"
"753","1","s1","A","r1",0.453,"1",1,"L"
"754","1","s1","A","r1",0.366,"1",1,"L"
"755","1","s1","A","r1",0.345,"1",1,"L"
"756","1","s1","A","r1",0.485,"0",1,"L"
"757","1","s2","A","r2",0.443,"1",1,"L"
"758","1","s1","A","r1",0.436,"1",1,"L"
"759","1","s1","A","r1",0.396,"1",1,"L"
"760","1","s1","A","r1",0.358,"1",1,"L"
"761","1","s1","A","r1",0.482,"0",1,"L"
"762","1","s1","A","r1",0.425,"1",1,"L"
"763","1","s2","A","r2",0.61,"1",1,"L"
"764","1","s2","A","r2",0.419,"1",1,"L"
"765","1","s1","A","r1",0.428,"1",1,"L"
"766","1","s2","A","r2",0.581,"0",1,"L"
"767","1","s2","A","r2",0.407,"1",1,"L"
"768","1","s1","A","r1",0.449,"1",1,"L"
"769","1","s1","A","r1",0.361,"1",1,"L"
"770","1","s1","A","r1",0.325,"1",1,"L"
"771","1","s2","A","r2",0.483,"0",1,"L"
"772","1","s1","A","r1",0.441,"1",1,"L"
"773","1","s1","A","r1",0.45,"1",1,"L"
"774","1","s2","A","r2",0.506,"0",1,"L"
"775","1","s1","A","r1",0.416,"1",1,"L"
"776","1","s2","A","r2",0.361,"1",1,"L"
"777","1","s2","A","r2",0.373,"1",1,"L"
"778","1","s2","A","r2",0.432,"1",1,"L"
"779","1","s1","A","r1",0.537,"1",1,"L"
"780","1","s2","A","r2",0.445,"1",1,"L"
"781","1","s1","A","r1",0.661,"1",1,"L"
"782","1","s1","A","r1",0.324,"1",1,"L"
"783","1","s2","A","r2",0.418,"1",1,"L"
"784","1","s2","A","r2",0.347,"1",1,"L"
"785","1","s2","A","r1",0.439,"0",0,"L"
"786","1","s1","A","r1",0.463,"1",1,"L"
"787","1","s2","A","r2",0.471,"1",1,"L"
"788","1","s1","A","r1",0.43,"1",1,"L"
"789","1","s2","A","r2",0.439,"1",1,"L"
"790","1","s2","A","r2",0.479,"1",1,"L"
"791","1","s2","A","r2",0.582,"0",1,"L"
"792","1","s2","A","r2",0.456,"0",1,"L"
"793","1","s2","A","r2",0.448,"0",1,"L"
"794","1","s1","A","r1",0.424,"1",1,"L"
"795","1","s1","A","r1",0.354,"1",1,"L"
"796","1","s2","A","r2",0.43,"1",1,"L"
"797","1","s1","A","r1",0.455,"1",1,"L"
"798","1","s1","A","r1",0.415,"1",1,"L"
"799","1","s2","A","r2",0.488,"1",1,"L"
"800","1","s2","A","r2",0.543,"0",1,"L"
"801","1","s1","A","r1",0.467,"1",1,"L"
"802","1","s2","A","r2",0.634,"0",1,"L"
"803","1","s1","A","r1",0.426,"1",1,"L"
"804","1","s1","A","r1",0.371,"1",1,"L"
"805","1","s1","A","r1",0.43,"1",1,"L"
"806","1","s2","A","r2",0.374,"1",1,"L"
"807","1","s2","A","r2",0.385,"1",1,"L"
"808","1","s2","A","r2",0.444,"0",1,"L"
"809","1","s1","A","r1",0.548,"0",1,"L"
"810","1","s2","A","r2",0.488,"1",1,"L"
"811","1","s1","A","r1",0.51,"0",1,"L"
"812","1","s2","A","r2",0.531,"0",1,"L"
"813","1","s1","A","r1",0.487,"1",1,"L"
"814","1","s1","A","r1",0.478,"1",1,"L"
"815","1","s1","A","r1",0.5,"1",1,"L"
"816","1","s1","A","r1",0.554,"0",1,"L"
"817","1","s2","A","r2",0.462,"1",1,"L"
"818","1","s1","A","r1",0.709,"0",1,"L"
"819","1","s1","A","r1",0.465,"1",1,"L"
"820","1","s2","A","r2",0.505,"0",1,"L"
"821","1","s2","A","r2",0.366,"1",1,"L"
"822","1","s2","A","r2",0.346,"1",1,"L"
"823","1","s1","A","r1",0.55,"0",1,"L"
"824","1","s2","A","r2",0.442,"1",1,"L"
"825","1","s2","A","r2",0.435,"1",1,"L"
"826","1","s2","A","r2",0.332,"1",1,"L"
"827","1","s1","A","r1",0.489,"0",1,"L"
"828","1","s2","A","r2",0.51,"0",1,"L"
"829","1","s1","A","r1",0.451,"1",1,"L"
"830","1","s2","A","r2",0.46,"0",1,"L"
"831","1","s1","A","r1",0.468,"1",1,"L"
"832","1","s2","A","r2",0.427,"1",1,"L"
"833","1","s2","A","r2",0.371,"1",1,"L"
"834","1","s2","A","r2",0.351,"1",1,"L"
"835","1","s2","A","r2",0.283,"1",1,"L"
"836","1","s1","A","r2",0.346,"0",0,"L"
"837","1","s2","A","r2",0.39,"1",1,"L"
"838","1","s1","A","r2",0.353,"1",0,"L"
"839","1","s2","A","r2",0.541,"0",1,"L"
"840","1","s2","A","r2",0.434,"1",1,"L"
"841","1","s1","A","r1",0.394,"1",1,"L"
"842","1","s1","A","r1",0.389,"1",1,"L"
"843","1","s1","A","r1",0.32,"1",1,"L"
"844","1","s2","A","r2",0.477,"1",1,"L"
"845","1","s1","A","r1",0.612,"0",1,"L"
"846","1","s1","A","r1",0.533,"1",1,"L"
"847","1","s1","A","r1",0.489,"0",1,"L"
"848","1","s2","A","r2",0.496,"0",1,"L"
"849","1","s2","A","r2",0.389,"1",1,"L"
"850","1","s1","A","r1",0.464,"1",1,"L"
"851","1","s1","A","r1",0.616,"1",1,"L"
"852","1","s1","A","r1",0.36,"1",1,"L"
"853","1","s2","A","r2",0.436,"1",1,"L"
"854","1","s2","A","r2",0.381,"1",1,"L"
"855","1","s2","A","r2",0.344,"1",1,"L"
"856","1","s2","A","r2",0.356,"1",1,"L"
"857","1","s2","A","r2",0.352,"1",1,"L"
"858","1","s2","A","r2",0.573,"0",1,"L"
"859","1","s2","A","r2",0.352,"0",1,"L"
"860","1","s2","A","r2",0.492,"1",1,"L"
"861","1","s1","A","r1",0.53,"1",1,"L"
"862","1","s1","A","r1",0.533,"0",1,"L"
"863","1","s2","A","r2",0.49,"0",1,"L"
"864","1","s1","A","r1",0.496,"1",1,"L"
"865","1","s2","A","r2",0.47,"1",1,"L"
"866","1","s1","A","r1",0.445,"1",1,"L"
"867","1","s1","A","r1",0.437,"1",1,"L"
"868","1","s2","A","r2",0.382,"1",1,"L"
"869","1","s2","A","r2",0.553,"0",1,"L"
"870","1","s1","A","r2",0.492,"0",0,"L"
"871","1","s2","A","r2",0.435,"1",1,"L"
"872","1","s1","A","r1",0.46,"1",1,"L"
"873","1","s1","A","r1",0.451,"1",1,"L"
"874","1","s2","A","r2",0.555,"1",1,"L"
"875","1","s1","A","r1",0.415,"1",1,"L"
"876","1","s2","A","r2",0.456,"1",1,"L"
"877","1","s1","A","r1",0.384,"1",1,"L"
"878","1","s1","A","r1",0.363,"1",1,"L"
"879","1","s2","A","r2",0.502,"1",1,"L"
"880","1","s2","A","r2",0.604,"0",1,"L"
"881","1","s2","A","r2",0.349,"1",1,"L"
"882","1","s1","A","r1",0.554,"1",1,"L"
"883","1","s2","A","r2",0.413,"1",1,"L"
"884","1","s1","A","r1",0.439,"1",1,"L"
"885","1","s1","A","r1",0.384,"1",1,"L"
"886","1","s1","A","r1",0.346,"1",1,"L"
"887","1","s2","A","r2",0.439,"1",1,"L"
"888","1","s1","A","r1",0.464,"1",1,"L"
"889","1","s1","A","r1",0.327,"1",1,"L"
"890","1","s2","A","r2",0.404,"1",1,"L"
"891","1","s2","A","r2",0.35,"1",1,"L"
"892","1","s1","A","r1",0.538,"0",1,"L"
"893","1","s2","A","r2",0.447,"1",1,"L"
"894","1","s1","A","r1",0.439,"1",1,"L"
"895","1","s1","A","r1",0.48,"0",1,"L"
"896","1","s1","A","r1",0.374,"1",1,"L"
"897","1","s1","A","r1",0.37,"1",1,"L"
"898","1","s1","A","r1",0.316,"1",1,"L"
"899","1","s1","A","r1",0.426,"0",1,"L"
"900","1","s2","A","r2",0.419,"1",1,"L"
"901","1","s2","A","r2",0.348,"1",1,"L"
"902","1","s2","A","r2",0.377,"1",1,"L"
"903","1","s1","A","r1",0.5,"0",1,"L"
"904","1","s2","A","r2",0.425,"1",1,"L"
"905","1","s2","A","r2",0.546,"1",1,"L"
"906","1","s1","A","r1",0.454,"1",1,"L"
"907","1","s1","A","r1",0.414,"0",1,"L"
"908","1","s2","A","r2",0.455,"1",1,"L"
"909","1","s2","A","r2",0.59,"0",1,"L"
"910","1","s1","A","r1",0.384,"1",1,"L"
"911","1","s2","A","r2",0.538,"0",1,"L"
"912","1","s2","A","r2",0.366,"1",1,"L"
"913","1","s1","A","r1",0.41,"1",1,"L"
"914","1","s2","A","r2",0.468,"1",1,"L"
"915","1","s2","A","r2",0.347,"1",1,"L"
"916","1","s2","A","r2",0.359,"1",1,"L"
"917","1","s1","A","r1",0.435,"1",1,"L"
"918","1","s2","A","r2",0.428,"1",1,"L"
"919","1","s1","A","r1",0.404,"1",1,"L"
"920","1","s2","A","r2",0.382,"1",1,"L"
"921","1","s1","A","r1",0.425,"1",1,"L"
"922","1","s1","A","r1",0.434,"1",1,"L"
"923","1","s1","A","r1",0.347,"1",1,"L"
"924","1","s2","A","r2",0.471,"0",1,"L"
"925","1","s2","A","r2",0.398,"1",1,"L"
"926","1","s2","A","r2",0.361,"1",1,"L"
"927","1","s2","A","r2",0.516,"0",1,"L"
"928","1","s2","A","r2",0.408,"1",1,"L"
"929","1","s2","A","r2",0.546,"0",1,"L"
"930","1","s2","A","r2",0.405,"1",1,"L"
"931","1","s2","A","r2",0.48,"0",1,"L"
"932","1","s2","A","r2",0.374,"0",1,"L"
"933","1","s2","A","r2",0.338,"1",1,"L"
"934","1","s1","A","r2",0.335,"1",0,"L"
"935","1","s1","A","r1",0.476,"1",1,"L"
"936","1","s1","A","r1",0.403,"1",1,"L"
"937","1","s2","A","r2",0.429,"1",1,"L"
"938","1","s2","A","r1",0.389,"1",0,"L"
"939","1","s1","A","r1",0.528,"1",1,"L"
"940","1","s2","A","r2",0.613,"1",1,"L"
"941","1","s1","A","r1",0.597,"1",1,"L"
"942","1","s2","A","r2",0.471,"1",1,"L"
"943","1","s1","A","r1",0.59,"0",1,"L"
"944","1","s1","A","r1",0.4,"1",1,"L"
"945","1","s1","A","r1",0.426,"1",1,"L"
"946","1","s1","A","r1",0.563,"0",1,"L"
"947","1","s1","A","r1",0.422,"0",1,"L"
"948","1","s1","A","r1",0.368,"1",1,"L"
"949","1","s1","A","r1",0.427,"1",1,"L"
"950","1","s2","A","r2",0.34,"1",1,"L"
"951","1","s2","A","r2",0.385,"1",1,"L"
"952","1","s2","A","r2",0.38,"1",1,"L"
"953","1","s1","A","r1",0.487,"0",1,"L"
"954","1","s1","A","r1",0.429,"1",1,"L"
"955","1","s2","A","r2",0.438,"1",1,"L"
"956","1","s2","A","r2",0.511,"0",1,"L"
"957","1","s1","A","r1",0.547,"0",1,"L"
"958","1","s1","A","r1",0.471,"1",1,"L"
"959","1","s2","A","r2",0.478,"0",1,"L"
"960","1","s2","A","r2",0.42,"1",1,"L"
"961","1","s2","A","r2",0.398,"1",1,"L"
"962","1","s2","A","r2",0.472,"0",1,"L"
"963","1","s2","A","r2",0.383,"1",1,"L"
"964","1","s2","A","r2",0.346,"1",1,"L"
"965","1","s1","A","r1",0.487,"0",1,"L"
"966","1","s1","A","r1",0.413,"1",1,"L"
"967","1","s2","A","r2",0.471,"1",1,"L"
"968","1","s1","A","r1",0.686,"0",1,"L"
"969","1","s2","A","r2",0.396,"1",1,"L"
"970","1","s2","A","r2",0.39,"1",1,"L"
"971","1","s1","A","r1",0.465,"0",1,"L"
"972","1","s1","A","r1",0.472,"1",1,"L"
"973","1","s2","A","r1",0.335,"1",0,"L"
"974","1","s1","A","r1",0.444,"1",1,"L"
"975","1","s1","A","r1",0.404,"1",1,"L"
"976","1","s1","A","r1",0.399,"1",1,"L"
"977","1","s2","A","r2",0.457,"1",1,"L"
"978","1","s2","A","r2",0.368,"1",1,"L"
"979","1","s2","A","r2",0.623,"0",1,"L"
"980","1","s2","A","r2",0.368,"1",1,"L"
"981","1","s1","A","r1",0.427,"1",1,"L"
"982","1","s1","A","r1",0.5,"0",1,"L"
"983","1","s1","A","r1",0.425,"0",1,"L"
"984","1","s1","A","r1",0.434,"1",1,"L"
"985","1","s1","A","r1",0.347,"1",1,"L"
"986","1","s2","A","r2",0.407,"1",1,"L"
"987","1","s2","A","r2",0.593,"0",1,"L"
"988","1","s1","A","r1",0.418,"1",1,"L"
"989","1","s1","A","r1",0.379,"1",1,"L"
"990","1","s2","A","r2",0.422,"1",1,"L"
"991","1","s1","A","r1",0.448,"1",1,"L"
"992","1","s2","A","r1",0.44,"0",0,"L"
"993","1","s1","A","r1",0.433,"1",1,"L"
"994","1","s2","A","r2",0.393,"1",1,"L"
"995","1","s1","A","r1",0.563,"0",1,"L"
"996","1","s1","A","r1",0.438,"1",1,"L"
"997","1","s1","A","r1",0.367,"1",1,"L"
"998","1","s1","A","r1",0.379,"1",1,"L"
"999","1","s1","A","r1",0.326,"1",1,"L"
"1000","1","s1","A","r1",0.451,"0",1,"L"
"1001","1","s2","A","r2",0.427,"1",1,"L"
"1002","1","s2","A","r2",0.404,"1",1,"L"
"1003","1","s2","A","r2",0.35,"1",1,"L"
"1004","1","s2","A","r2",0.363,"1",1,"L"
"1005","1","s2","A","r2",0.31,"1",1,"L"
"1006","1","s1","A","r1",0.452,"1",1,"L"
"1007","1","s2","A","r2",0.46,"1",1,"L"
"1008","1","s1","A","r1",0.563,"1",1,"L"
"1009","1","s1","A","r1",0.422,"1",1,"L"
"1010","1","s2","A","r2",0.56,"0",1,"L"
"1011","1","s2","A","r2",0.386,"1",1,"L"
"1012","1","s2","A","r2",0.621,"0",1,"L"
"1013","1","s1","A","r1",0.525,"0",1,"L"
"1014","1","s1","A","r1",0.466,"1",1,"L"
"1015","1","s2","A","r2",0.537,"0",1,"L"
"1016","1","s1","A","r1",0.461,"1",1,"L"
"1017","1","s1","A","r1",0.533,"0",1,"L"
"1018","1","s2","A","r2",0.537,"0",1,"L"
"1019","1","s1","A","r1",0.589,"0",1,"L"
"1020","1","s2","A","r2",0.479,"1",1,"L"
"1021","1","s2","A","r2",0.581,"0",1,"L"
"1022","1","s1","A","r1",0.504,"1",1,"L"
"1023","1","s1","A","r1",0.397,"1",1,"L"
"1024","1","s1","A","r1",0.408,"1",1,"L"
"1025","1","s2","A","r2",0.578,"0",1,"L"
"1026","1","s2","A","r2",0.356,"1",1,"L"
"1027","1","s1","A","r1",0.496,"1",1,"L"
"1028","1","s2","A","r2",0.438,"1",1,"L"
"1029","1","s2","A","r2",0.415,"1",1,"L"
"1030","1","s2","A","r2",0.36,"1",1,"L"
"1031","1","s2","A","r2",0.5,"0",1,"L"
"1032","1","s1","A","r1",0.506,"1",1,"L"
"1033","1","s2","A","r2",0.672,"0",1,"L"
"1034","1","s1","A","r1",0.462,"1",1,"L"
"1035","1","s2","A","r2",0.405,"1",1,"L"
"1036","1","s2","A","r2",0.383,"1",1,"L"
"1037","1","s1","A","r1",0.426,"1",1,"L"
"1038","1","s2","A","r2",0.467,"0",1,"L"
"1039","1","s1","A","r1",0.441,"1",1,"L"
"1040","1","s2","A","r2",0.402,"1",1,"L"
"1041","1","s2","A","r2",0.348,"1",1,"L"
"1042","1","s2","A","r2",0.377,"1",1,"L"
"1043","1","s1","A","r1",0.5,"0",1,"L"
"1044","1","s2","A","r2",0.553,"0",1,"L"
"1045","1","s1","A","r1",0.477,"0",1,"L"
"1046","1","s2","A","r2",0.468,"1",1,"L"
"1047","1","s1","A","r1",0.491,"1",1,"L"
"1048","1","s2","A","r2",0.401,"1",1,"L"
"1049","1","s1","A","r1",0.444,"0",1,"L"
"1050","1","s1","A","r1",0.532,"1",1,"L"
"1051","1","s2","A","r2",0.376,"1",1,"L"
"1052","1","s2","A","r2",0.371,"1",1,"L"
"1053","1","s1","A","r1",0.414,"1",1,"L"
"1054","1","s2","A","r2",0.391,"1",1,"L"
"1055","1","s2","A","r2",0.434,"1",1,"L"
"1056","1","s1","A","r1",0.411,"1",1,"L"
"1057","1","s1","A","r1",0.372,"1",1,"L"
"1058","1","s2","A","r2",0.432,"1",1,"L"
"1059","1","s1","A","r2",0.313,"1",0,"L"
"1060","1","s2","A","r2",0.422,"1",1,"L"
"1061","1","s1","A","r1",0.447,"1",1,"L"
"1062","1","s1","A","r1",0.503,"0",1,"L"
"1063","1","s1","A","r1",0.413,"1",1,"L"
"1064","1","s2","A","r2",0.422,"1",1,"L"
"1065","1","s1","A","r1",0.432,"1",1,"L"
"1066","1","s2","A","r2",0.409,"1",1,"L"
"1067","1","s2","A","r2",0.419,"1",1,"L"
"1068","1","s1","A","r1",0.444,"1",1,"L"
"1069","1","s1","A","r1",0.371,"1",1,"L"
"1070","1","s2","A","r2",0.512,"0",1,"L"
"1071","1","s2","A","r2",0.388,"1",1,"L"
