sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
28p,1,11892,1,10,O,white,OoCQoQCQCo,1,1,20217,4351
28p,2,37335,1,10,O,green,OQCoQoCQoC,1,1,4572,480
28p,3,43283,1,10,O,white,OCQoQCoCQo,1,1,2613,337
28p,4,47147,0,10,O,green,oCQCoQCoQo,0,1,8668,1599
28p,5,58339,0,10,O,green,oQCQoCQoCo,0,1,10711,966
28p,6,70927,1,10,O,green,OoQCQCoQCo,1,1,1423,3091
28p,7,76345,1,10,O,white,OCQoCQoCQo,1,1,4561,1463
28p,8,83295,0,10,O,green,oQCQoCoCQC,0,1,3862,922
28p,9,88996,0,10,O,green,oCQCoQCoQC,0,1,5606,1009
28p,10,96526,0,10,O,white,QCoQoCoCQC,0,1,16744,1035
28p,11,115188,1,10,O,green,OCoQCoQCoQ,1,1,1105,772
28p,12,117957,0,10,O,green,CQoCoQCoQC,0,1,4674,787
28p,13,124394,1,10,O,white,OoQCQoCQoC,1,1,1314,641
28p,14,127282,1,10,O,green,OCQoQCoQCo,1,1,1094,663
28p,15,129946,1,10,O,green,OCoQCQoQCo,1,1,1561,718
28p,16,133110,0,10,O,white,CQoQoCoQCo,0,1,4231,682
28p,17,138917,1,10,O,green,OQoCQoCoCQ,1,1,1026,520
28p,18,141383,1,10,O,white,OoCQoCQoQC,1,1,1591,467
28p,19,144350,1,10,O,white,OoQCoCQCoQ,1,1,2375,460
28p,20,148109,0,10,O,green,oQCQoCoQCQ,0,1,1701,713
28p,21,151428,0,10,O,white,oCQoCQCQoC,0,1,4076,575
28p,22,156989,0,10,O,white,CoQoCQCQoQ,0,1,3574,734
28p,23,162201,1,10,O,white,OoQCoCQCQo,1,1,1839,688
28p,24,165649,0,10,O,white,QoCoQCoCQC,0,1,3382,849
28p,25,170790,1,10,O,green,OQCoQCoQCo,1,1,1033,606
28p,26,173338,1,10,O,white,OoQCoQCQoC,1,1,2001,515
28p,27,176774,1,10,O,white,OQoCoCQoCQ,1,1,1340,515
28p,28,179525,1,10,O,green,OQoCoQCoQC,1,1,1126,517
28p,29,182058,0,10,O,green,QCoCQoQoCQ,0,1,4187,706
28p,30,187876,0,10,O,white,CoQCoQoCQC,0,1,2893,672
28p,31,195626,0,10,O,green,oQCoQCQoCo,0,1,2375,479
28p,32,199397,0,10,O,white,CoQoCQoCQo,0,1,4240,705
28p,33,205250,0,10,O,green,QCoQCoQoCo,0,1,1388,621
28p,34,208154,0,10,O,white,QoCoQCQCoC,0,1,4651,849
28p,35,214544,0,10,O,green,QCoCoQCoQC,0,1,3420,720
28p,36,219593,0,10,O,white,oQCQoCQCoQ,0,1,3854,749
28p,37,225111,0,10,O,white,CQoCQoQCoC,0,1,4009,867
28p,38,230874,1,10,O,white,OoQCoCQoCQ,1,1,1762,509
28p,39,234077,1,10,O,green,OoCQCoQoCQ,1,1,1089,626
28p,40,236688,1,10,O,green,OCQoCQoCQo,1,1,899,527
