sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
2082,1,25021,1,10,O,green,OQoCQoCQoC,1,1,1626,442
2082,2,28000,1,10,O,green,OQCoCoQoCQ,1,1,3889,269
2082,3,33047,1,10,O,green,OQCoCoQoCQ,1,1,1305,74
2082,4,35332,0,10,O,green,QCoCQoQoCQ,0,1,4074,531
2082,5,40845,1,10,O,green,OoCQCQoQoC,1,1,2308,64
2082,6,44112,0,10,O,green,oCQCoQoQCo,0,1,279,3203
2082,7,48495,0,10,O,green,CoQoCQCQoQ,0,1,2682,707
2082,8,52784,0,10,O,green,QCoCQoCQoQ,0,1,4316,1117
2082,9,59125,1,10,O,green,OCoQCoQCQo,1,1,846,392
2082,10,61252,1,10,O,green,OQoCQCoQCo,0,1,1612,1415
2082,11,65176,0,10,O,green,CoQCoQCoQC,0,1,6304,1364
2082,12,73742,1,10,O,green,OQCoCQoQCo,0,1,2395,1062
2082,13,78082,1,10,O,green,OoQCQCoQoC,1,1,3480,2392
2082,14,84861,0,10,O,green,oCQoCQCoQC,0,1,4573,1575
2082,15,91921,1,10,O,green,OCoQoQCQoC,1,1,1456,73
2082,16,94386,0,10,O,green,CoQoQCoQCQ,0,1,5622,1176
2082,17,102056,1,10,O,green,OCQoQCoQCo,1,1,4164,431
2082,18,107538,1,10,O,green,OQCoCQoQCo,1,1,5420,8949
2082,19,122786,0,10,O,green,QoCoCQoCQo,0,1,7088,1976
2082,20,132758,1,10,O,green,OQCoQCoQCo,1,1,2077,213
2082,21,135985,1,10,O,green,OQoCoQCoCQ,1,1,3092,66
2082,22,140026,1,10,O,green,OQCoQoCoQC,1,1,2864,46
2082,23,143880,0,10,O,green,CQoCoQCoQo,0,1,8438,1240
2082,24,154437,0,10,O,green,CoQoQCoQCQ,0,1,5017,1045
2082,25,161387,0,10,O,green,QoCQoCoCQC,0,1,1994,1730
2082,26,166016,0,10,O,green,CQoCQoCoQo,0,1,1523,1192
2082,27,169637,1,10,O,green,OoCQCoQCoQ,1,1,5127,281
2082,28,175949,1,10,O,green,OoCQoQCoCQ,1,1,3339,1785
2082,29,181948,1,10,O,green,OoQCoQCQoC,1,1,1424,965
2082,30,185244,0,10,O,green,CoQCoQoCQC,0,1,3167,693
2082,1,33432,1,10,O,green,OCoQoCQCoQ,1,1,3402,843
2082,2,38566,0,10,O,green,CoQoQCQoCo,0,1,2817,1092
2082,3,43408,1,10,O,green,OQoCQCoQCo,1,1,3832,738
2082,4,48886,1,10,O,green,OQoCQoCQoC,1,1,956,158
2082,5,50901,0,10,O,green,QCoQoCoQCo,0,1,3383,474
2082,6,55681,0,10,O,green,oCQoCQCQoQ,0,1,2635,619
2082,7,59848,1,10,O,green,OQCoCQoQCo,1,1,1894,47
2082,8,62691,0,10,O,green,CoQoCQoCQo,0,1,1416,641
2082,9,65664,0,10,O,green,oCQoCQCQoQ,0,1,1693,1522
2082,10,69767,1,10,O,green,OoQCQoCQoC,1,1,1455,169
2082,11,72297,1,10,O,green,OCQoQoCoQC,1,1,1748,214
2082,12,75173,1,10,O,green,OCoQoCQCQo,1,1,2037,69
2082,13,78168,0,10,O,green,CQoQCoCoQC,0,1,2237,2149
2082,14,83446,1,10,O,green,OCoQoCQoCQ,1,1,772,7106
2082,15,92216,0,10,O,green,oQCQCoCQoQ,0,1,3632,1068
2082,16,97824,0,10,O,green,CoQoCQoCQo,0,1,2584,2584
2082,17,103884,0,10,O,green,CoQoCQCoQC,0,1,2261,1218
2082,18,108257,1,10,O,green,OQoCQoCQoC,1,1,2861,169
2082,19,112245,0,10,O,green,oCQoQCQoCo,0,1,7311,2885
2082,20,123347,0,10,O,green,oQCoQCQCoC,0,1,2558,1287
2082,21,128086,1,10,O,green,OQCoCQoQCo,1,1,1770,183
2082,22,130964,0,10,O,green,QCoQoCoCQo,0,1,5968,760
2082,23,138601,0,10,O,green,oCQoCQoCQC,0,1,2942,1353
2082,24,143805,0,10,O,green,QCoCQoQCoC,0,1,2789,641
2082,25,148136,1,10,O,green,OQCoQCoQCo,1,1,1360,806
2082,26,151214,1,10,O,green,OQCoCQoCQo,1,1,806,1171
2082,27,154095,1,10,O,green,OoQCoQCoCQ,1,1,1486,26
2082,28,156519,1,10,O,green,OQoCQoCoCQ,1,1,1475,50
2082,29,158939,0,10,O,green,QoCQoCoCQC,0,1,1177,484
2082,30,161488,0,10,O,green,QCoQoCoQCQ,0,1,1144,925
2082,31,169662,0,10,O,green,QoCoQCQoCQ,0,1,1465,506
2082,32,172549,0,10,O,green,CoQoCQCQoQ,0,1,1199,674
2082,33,175373,1,10,O,green,OQoCQCoQCo,1,1,954,576
2082,34,177809,1,10,O,green,OoQCQoCoCQ,1,1,725,961
2082,35,180387,1,10,O,green,OoCQoCQoQC,1,1,1135,43
