sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
19w,1,36146,1,10,O,white,OQCoQCoCQo,1,1,1864,553
19w,2,39448,1,10,O,white,OCoQCoQoQC,1,1,2442,319
19w,3,43101,1,10,O,white,OQCoQoCoQC,1,1,1047,238
19w,4,45276,1,10,O,white,OCQoCQoQoC,1,1,39358,601
19w,5,86118,1,10,O,white,OQoCoQCQCo,1,1,1070,953
19w,6,89033,0,10,O,white,oQCQCoCQoQ,0,1,3767,1265
19w,7,94979,0,10,O,white,oCQoCQoCQC,0,1,4379,788
19w,8,101037,1,10,O,white,OQoCoCQoCQ,1,1,2551,680
19w,9,105206,0,10,O,white,QCoCoQoCQC,0,1,3144,1221
19w,10,110484,0,10,O,white,oQCQCoQCoQ,0,1,5208,2130
19w,11,118701,1,10,O,white,OCQoCQoCQo,1,1,1097,426
19w,12,121139,1,10,O,white,OoQCoQCQoC,1,1,2297,1753
19w,13,126111,0,10,O,white,QCoQCoCoQo,0,1,58150,2771
19w,14,187925,0,10,O,white,oQCoCQCQoC,0,1,6372,596
19w,15,195800,1,10,O,white,OQoCQoCoQC,0,1,3943,631
19w,16,201270,0,10,O,white,QoCoQCoQCQ,0,1,3070,614
19w,17,205852,1,10,O,white,OoQCQoCQoC,1,1,1542,751
19w,18,209037,0,10,O,white,oCQoCQCQoQ,0,1,5206,786
19w,19,215925,1,10,O,white,OoQCoCQoCQ,1,1,2737,550
19w,20,220111,1,10,O,white,OCoQCoQCoQ,1,1,1509,295
19w,21,222808,1,10,O,white,OoCQoCQoCQ,1,1,2193,472
19w,22,226381,0,10,O,white,QCoCQoQCoQ,0,1,2452,1374
19w,23,231113,0,10,O,white,CoQoCQCoQC,0,1,3083,861
19w,24,235978,0,10,O,white,QCoCQoQoCo,0,1,1640,555
19w,25,239093,0,10,O,white,oCQCoQoCQC,0,1,2894,725
19w,26,243621,0,10,O,white,QoCQoCQoCo,0,1,2151,1043
19w,27,247704,0,10,O,white,CQoQCoCoQC,0,1,3432,602
19w,28,252657,1,10,O,white,OoCQCoQoCQ,1,1,967,807
19w,29,255346,1,10,O,white,OoQCQCoQCo,1,1,3286,534
19w,30,260062,0,10,O,white,QoCoCQoQCo,0,1,3935,817
19w,31,268695,1,10,O,white,OQoCQCoCQo,1,1,2379,458
19w,32,272460,0,10,O,white,CQoQCoQoCo,0,1,4345,859
19w,33,278552,0,10,O,white,CQoCoQoCQo,0,1,2615,1356
19w,34,283429,1,10,O,white,OCoQCQoCQo,1,1,2648,494
19w,35,287482,0,10,O,white,QoCoQCQoCo,0,1,2763,885
19w,36,292038,1,10,O,white,OoQCoQCoQC,1,1,2663,254
19w,37,295853,0,10,O,white,QCoQCoCQoQ,0,1,2099,718
19w,38,299574,1,10,O,white,OCQoCQoCQo,1,1,2291,607
19w,39,303382,0,10,O,white,QCoCQoQCoQ,0,1,3920,1159
19w,40,309355,1,10,O,white,OoQCQoCoCQ,1,1,1354,412
19w,1,32174,0,10,O,white,QoCoQCoQCQ,0,1,2961,657
19w,2,36699,1,10,O,white,OoQCoQCoQC,1,1,3035,210
19w,3,40855,0,10,O,white,oQCQoCQoCQ,0,1,4614,713
19w,4,47087,1,10,O,white,OQCoCQoQCo,1,1,2068,289
19w,5,50331,0,10,O,white,QoCQoCoQCo,0,1,2557,909
19w,6,54704,1,10,O,white,OQoCoQCQCo,1,1,1564,461
19w,7,57622,1,10,O,white,OCQoCQoQCo,1,1,2854,452
19w,8,61830,1,10,O,white,OoQCQoCoCQ,1,1,2222,372
19w,9,65354,1,10,O,white,OCQoQCoCoQ,1,1,2129,396
19w,10,68774,1,10,O,white,OoCQoQCoQC,1,1,2146,405
