sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
26p,1,17216,0,10,O,green,QCoQCoQCoQ,0,1,11421,1024
26p,2,30547,0,10,O,white,CoQoCQCQoC,0,1,13791,421
26p,3,45665,1,10,O,white,OCQoCQoCQo,1,1,10110,4963
26p,4,61622,1,10,O,green,OQCoCoQoCQ,1,1,2452,436
26p,5,65430,0,10,O,green,oCQoQCQCoC,0,1,3955,1783
26p,6,72072,0,10,O,green,CQoCQoQoCQ,0,1,102,3004
26p,7,76094,1,10,O,green,OoQCQoCoQC,1,1,1296,688
26p,8,78976,0,10,O,green,oCQCoQCoQo,0,1,2326,750
26p,9,82958,1,10,O,white,OoQCoQCoCQ,1,1,1717,580
26p,10,86164,1,10,O,green,OCoQCQoCQo,1,1,1036,592
26p,11,88687,1,10,O,white,OCQoQoCQoC,1,1,1810,641
26p,12,92047,0,10,O,white,CQoQCoQoCo,0,1,2865,719
26p,13,96543,1,10,O,white,OoCQCQoCQo,1,1,1070,472
26p,14,99002,1,10,O,green,OoCQoCQoCQ,1,1,948,469
26p,15,101320,1,10,O,white,OoCQCoQoQC,1,1,1643,535
26p,16,104389,1,10,O,green,OQoCoCQoQC,1,1,2386,529
26p,17,108219,0,10,O,green,QCoQCoQCoC,0,1,1910,624
26p,18,111667,0,10,O,green,QCoQoCoCQo,0,1,2514,630
26p,19,115688,0,10,O,white,oCQoCQoCQC,0,1,2946,633
26p,20,120154,1,10,O,green,OQCoCQoCoQ,1,1,89,2145
26p,21,123275,1,10,O,white,OCQoQCoQoC,1,1,1972,561
26p,22,126701,1,10,O,white,OoQCoCQCoQ,1,1,2019,3548
26p,23,133188,0,10,O,white,CQoQCoCQoQ,0,1,3153,618
26p,24,137843,0,10,O,white,QCoCQoCQoC,0,1,3058,676
26p,25,142474,1,10,O,green,OCQoQCoCQo,1,1,656,547
26p,26,144572,0,10,O,white,QoCoCQCoQo,0,1,3082,554
26p,27,149102,0,10,O,green,CoQoCQoCQC,0,1,1060,497
26p,28,151561,1,10,O,white,OQCoQoCoQC,1,1,1111,457
26p,29,154026,1,10,O,green,OCQoCQoCQo,1,1,755,484
26p,30,156186,1,10,O,white,OQCoCoQoQC,1,1,1436,535
26p,31,175243,0,10,O,white,oQCoCQoCQo,0,1,2372,602
26p,32,179138,0,10,O,green,oQCQoCoQCo,10,0,19,1487
26p,33,181561,0,10,O,green,CoQoQCQoCQ,0,1,1366,870
26p,34,184695,1,10,O,green,OCoQCoQoQC,1,1,873,465
26p,35,186968,0,10,O,white,oCQCoQCoQo,0,1,1621,540
26p,36,190053,0,10,O,green,CoQCoQoCQC,0,1,2205,568
26p,37,193717,0,10,O,white,oCQoCQoCQC,0,1,1616,693
26p,38,196931,0,10,O,white,oQCoQCoQCQ,0,1,1446,620
26p,39,199930,1,10,O,white,OoQCQCoCQo,1,1,1582,543
26p,40,202930,1,10,O,green,OoCQoCQCoQ,1,1,1159,476
