sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
22w,1,11477,1,10,O,white,OQCoCQoCoQ,1,1,1770,1787
22w,2,15920,1,10,O,white,OoCQCQoCQo,0,1,587,800
22w,3,18233,0,10,O,white,QCoQCoQCoC,0,1,36533,1276
22w,4,56975,0,10,O,white,oCQCQoQCoC,0,1,2938,689
22w,5,61484,1,10,O,white,OCQoQCoCQo,0,1,3430,699
22w,6,66500,0,10,O,white,QCoCQoQCoC,0,1,6326,503
22w,7,74206,0,10,O,white,QCoCQoQCoQ,0,1,1588,633
22w,8,77308,1,10,O,white,OCoQCQoCQo,1,1,1120,1379
22w,9,80695,1,10,O,white,OQoCoQCoCQ,1,1,2369,1238
22w,10,85199,1,10,O,white,OCQoQoCoQC,1,1,2040,747
22w,11,88916,0,10,O,white,QoCoCQoCQo,0,1,2839,653
22w,12,93302,1,10,O,white,OCQoCQoCoQ,1,1,2103,1336
22w,13,97635,0,10,O,white,QoCoQCoQCo,0,1,3085,536
22w,14,102195,0,10,O,white,QoCQCoQCoQ,0,1,2979,661
22w,15,106760,1,10,O,white,OQCoCoQCoQ,1,1,1777,1545
22w,16,111002,0,10,O,white,oQCQoCoQCQ,0,1,1646,553
22w,17,114086,1,10,O,white,OQoCoQCQCo,1,1,862,449
22w,18,116301,1,10,O,white,OoCQCoQCoQ,1,1,2250,594
22w,19,120025,0,10,O,white,CoQoCQCoQo,0,1,1568,628
22w,20,123129,1,10,O,white,OoCQoCQCoQ,1,1,3867,978
22w,21,128866,1,10,O,white,OCoQCQoQCo,1,1,1836,558
22w,22,132169,1,10,O,white,OQCoQoCoCQ,1,1,2227,519
22w,23,135831,0,10,O,white,CoQoCQoQCo,0,1,1100,1579
22w,24,139400,1,10,O,white,OQCoQCoQCo,1,1,1454,530
22w,25,142280,0,10,O,white,CQoQoCoCQC,0,1,903,794
22w,26,144865,0,10,O,white,QoCQoCQoCo,0,1,2364,713
22w,27,148861,0,10,O,white,CQoCQoCQoQ,0,1,3301,653
22w,28,153702,1,10,O,white,OoQCQoCoQC,1,1,1445,539
22w,29,156589,1,10,O,white,OoCQoQCQoC,1,1,2256,472
22w,30,160223,0,10,O,white,CoQoCQoQCo,0,1,3097,691
22w,31,167445,0,10,O,white,QCoCQoQCoC,0,1,1470,911
22w,32,170754,0,10,O,white,CQoCoQCoQo,0,1,2530,847
22w,33,175038,0,10,O,white,CoQoQCQCoQ,0,1,3200,509
22w,34,179630,0,10,O,white,CQoQCoCQoC,0,1,1580,502
22w,35,182605,1,10,O,white,OoQCoCQCoQ,1,1,2012,466
22w,36,185974,0,10,O,white,CoQCQoQCoC,0,1,4731,525
22w,37,192136,1,10,O,white,OQCoCoQCoQ,1,1,4648,498
22w,38,198169,1,10,O,white,OoCQCoQCoQ,0,1,679,4027
22w,39,203768,1,10,O,white,OCoQoCQoCQ,1,1,823,573
22w,40,206057,0,10,O,white,CoQCQoCQoQ,0,1,3648,556
22w,1,15056,0,10,O,white,QCoQCoCoQC,0,1,2944,421
22w,2,19304,0,10,O,white,CoQoQCQoCQ,0,1,2747,484
22w,3,23417,1,10,O,white,OCQoCQoCQo,1,1,2427,575
22w,4,27319,1,10,O,white,OCQoQoCoQC,1,1,1176,1189
22w,5,30588,0,10,O,white,CoQCQoQCoQ,0,1,2940,744
22w,6,35223,1,10,O,white,OCQoQoCQoC,1,1,1400,528
22w,7,38052,1,10,O,white,OCoQCoQoCQ,0,1,2110,908
22w,8,41978,0,10,O,white,CoQCQoQCoC,0,1,3615,507
22w,9,46992,0,10,O,white,CQoQoCoCQo,0,1,3209,600
22w,10,51725,1,10,O,white,OoCQCoQCQo,1,1,1952,488
22w,11,55060,1,10,O,white,OoQCoCQCoQ,1,1,1141,512
22w,12,57619,1,10,O,white,OCQoCQoQoC,1,1,1037,549
22w,13,60126,0,10,O,white,CoQCQoCQoQ,0,1,2892,603
22w,14,64543,1,10,O,white,OCoQCoQCoQ,1,1,1048,631
