sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
35m,1,21926,0,10,O,white,oCQCoQoCQo,0,1,3905,1924
35m,2,28667,0,10,O,white,oQCQoCoCQC,0,1,3081,1115
35m,3,33759,0,10,O,white,CoQoQCoQCo,0,1,2598,800
35m,4,38086,0,10,O,white,QCoQCoQCoQ,0,1,3475,1977
35m,5,44495,1,10,O,white,OQoCoQCoCQ,1,1,2658,1831
35m,6,49870,1,10,O,green,OCoQCoQCoQ,1,1,2022,734
35m,7,53531,0,10,O,white,CoQCQoQCoC,0,1,3554,549
35m,8,58527,0,10,O,green,CQoCoQoQCo,0,1,4309,1244
35m,9,64989,1,10,O,green,OCoQoCQCoQ,1,1,1195,1376
35m,10,68478,0,10,O,green,QoCQoCQoCo,0,1,6401,1266
35m,11,77031,1,10,O,white,OQoCQoCoQC,1,1,3168,802
35m,12,81899,0,10,O,green,QCoCQoQoCQ,0,1,4810,1824
35m,13,89410,1,10,O,white,OQoCQoCQCo,1,1,1498,1658
35m,14,93484,1,10,O,green,OQCoQCoQCo,1,1,2261,1622
35m,15,98276,0,10,O,white,QoCQCoQCoQ,0,1,5493,955
35m,16,105611,1,10,O,green,OCQoQCoQoC,1,1,1142,851
35m,17,108517,1,10,O,green,OQCoCQoCQo,1,1,1345,1175
35m,18,111950,0,10,O,green,oQCoQCQoCo,0,1,3951,2017
35m,19,118808,1,10,O,green,OoCQCoQoCQ,1,1,2005,1211
35m,20,122907,0,10,O,green,CQoCoQCoQo,0,1,3921,937
35m,21,128660,1,10,O,green,OCQoCQoCQo,1,1,760,689
35m,22,130998,0,10,O,white,QoCoCQoQCo,0,1,3390,876
35m,23,136154,1,10,O,green,OoQCQoCQoC,1,1,2098,2267
35m,24,141443,0,10,O,green,QCoQCoCoQo,0,1,2992,651
35m,25,145981,1,10,O,white,OoCQoCQoCQ,1,1,1381,873
35m,26,149139,0,10,O,green,CoQoCQCoQo,0,1,3222,777
35m,27,154091,1,10,O,green,OQoCQCoQCo,1,1,758,616
35m,28,156359,0,10,O,green,oQCQoCoQCo,0,1,2955,794
35m,29,160995,0,10,O,green,oCQoCQoCQC,0,1,3327,930
35m,30,166159,1,10,O,white,OCoQCoQCoQ,1,1,2236,1661
35m,31,173663,1,10,O,white,OoQCoQCoQC,1,1,2559,7147
