sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
4m,1,13036,0,10,O,white,oQCoCQoCQC,0,1,1953,511
4m,2,16388,0,10,O,green,QCoQCoCQoC,0,1,987,451
4m,3,18735,0,10,O,green,CoQoQCoQCo,0,1,976,603
4m,4,21223,0,10,O,white,CoQoCQoQCo,0,1,1748,472
4m,5,24349,0,10,O,white,QCoQCoCQoQ,0,1,2256,565
4m,6,28050,1,10,O,white,OCoQoQCQoC,0,1,1268,788
4m,7,31012,1,10,O,green,OQCoQoCoCQ,0,1,956,658
4m,8,33518,1,10,O,white,OCQoQoCQCo,0,1,937,545
4m,9,35881,1,10,O,white,OQoCoCQCoQ,1,1,2405,500
4m,10,39719,0,10,O,white,oQCoCQoQCQ,0,1,3562,459
4m,11,44627,0,10,O,green,oQCoCQoCQC,0,1,1632,462
4m,12,47598,1,10,O,green,OCoQoCQCQo,1,1,935,340
4m,13,49788,0,10,O,green,oQCQoCoQCQ,0,1,2683,1987
4m,14,55365,0,10,O,white,CQoQoCQoCo,0,1,1882,1626
4m,15,59833,1,10,O,green,OoQCQoCoCQ,1,1,761,242
4m,16,61734,1,10,O,white,OCoQCoQoQC,1,1,4009,699
4m,17,67347,0,10,O,white,CoQoQCoQCo,0,1,2428,417
4m,18,71094,0,10,O,green,QoCQoCQCoC,0,1,1124,454
4m,19,73556,1,10,O,white,OCQoQoCoQC,1,1,1223,4425
4m,20,80088,1,10,O,white,OCoQoCQoQC,1,1,1950,983
4m,21,83921,1,10,O,green,OoCQCQoQCo,1,1,974,426
4m,22,86222,0,10,O,green,oCQoCQCoQo,0,1,1067,470
4m,23,88666,0,10,O,white,QCoCQoCQoQ,0,1,3136,439
4m,24,93136,0,10,O,green,oCQCoQoCQo,0,1,1109,487
4m,25,95626,1,10,O,green,OQoCoQCoQC,1,1,1049,477
4m,26,98068,1,10,O,green,OQoCoCQCoQ,1,1,644,413
4m,27,100009,0,10,O,green,oQCoQCoQCo,0,1,2058,438
4m,28,103428,1,10,O,green,OQoCQoCoQC,1,1,1252,200
4m,29,105773,0,10,O,white,oQCoQCQCoQ,0,1,2015,446
4m,30,109151,1,10,O,green,OCQoQCoQCo,1,1,774,259
4m,31,113467,1,10,O,white,OCoQCoQoQC,1,1,1185,579
4m,32,116149,0,10,O,white,QoCQCoQCoQ,0,1,1441,434
4m,33,118919,1,10,O,white,OCQoQCoCQo,1,1,950,377
4m,34,121146,1,10,O,white,OoCQCQoCoQ,0,1,2056,642
4m,35,124776,0,10,O,green,QCoCQoQCoQ,0,1,1089,458
4m,36,127218,0,10,O,white,CoQoCQCoQC,0,1,1633,531
4m,37,130278,1,10,O,green,OoQCoQCQCo,1,1,902,169
4m,38,132271,0,10,O,green,oCQCoQCoQo,0,1,1321,383
4m,39,134886,1,10,O,green,OCQoQCoCQo,1,1,1194,291
4m,40,137260,1,10,O,white,OCoQCoQCoQ,1,1,1962,436
4m,1,21617,0,10,O,white,QCoQoCoQCQ,0,1,2841,505
4m,2,25860,0,10,O,green,CoQCoQoQCQ,0,1,1993,536
4m,3,29272,1,10,O,green,OCoQCoQoQC,1,1,854,246
4m,4,31275,1,10,O,green,OQoCoCQCoQ,1,1,909,236
4m,5,33324,1,10,O,green,OoQCoQCoCQ,1,1,1261,398
4m,6,35870,0,10,O,green,QoCoQCQoCo,0,1,2978,1472
4m,7,41239,1,10,O,green,OoQCQoCQCo,1,1,1491,250
4m,8,43873,1,10,O,white,OoQCQoCQoC,1,1,1612,442
4m,9,46847,1,10,O,white,OCQoQCoCoQ,1,1,1542,273
4m,10,49563,1,10,O,green,OCQoCQoQCo,1,1,1325,391
4m,11,52167,0,10,O,white,QoCQoCQoCQ,0,1,1888,495
4m,12,55453,0,10,O,green,oCQoQCoCQC,0,1,1991,450
4m,13,58788,0,10,O,green,oQCQoCoCQo,0,1,816,585
4m,14,61080,0,10,O,white,QCoQCoCQoC,0,1,1866,1267
4m,15,65098,1,10,O,white,OCQoCQoCQo,1,1,2079,366
4m,16,68438,0,10,O,green,QCoCQoQoCQ,0,1,1794,2370
4m,17,73527,0,10,O,green,QoCoQCoCQC,0,1,850,461
4m,18,75733,1,10,O,white,OoQCoQCQoC,1,1,1346,1261
4m,19,79222,0,10,O,white,CQoQCoQoCQ,0,1,1999,775
4m,20,82882,0,10,O,green,oCQCQoCQoQ,0,1,1064,451
4m,21,85306,1,10,O,white,OCoQoQCoCQ,1,1,2933,379
4m,22,89507,1,10,O,white,OQoCQCoCoQ,0,1,2026,606
