sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
5g,1,119247,0,10,O,green,CQoQoCoQCo,0,1,1067,1168
5g,2,122392,0,10,O,green,QCoCoQoCQo,0,1,2947,992
5g,3,127240,1,10,O,green,OQCoCQoQoC,0,1,1884,1241
5g,4,131292,1,10,O,green,OoCQCoQoQC,1,1,1980,283
5g,5,134444,1,10,O,green,OoQCQoCQCo,0,1,1538,633
5g,6,137504,0,10,O,green,oCQCoQCoQo,0,1,715,935
5g,7,140061,1,10,O,green,OCQoCQoCoQ,1,1,904,312
5g,8,142193,0,10,O,green,oQCQoCoCQC,0,1,3389,703
5g,9,147172,0,10,O,green,CoQoCQCQoQ,0,1,125,934
5g,10,149118,0,10,O,green,QoCoQCQCoQ,0,1,1731,1089
5g,11,152871,0,10,O,green,oQCQoCoQCQ,0,1,824,1267
5g,12,155863,0,10,O,green,oQCQCoQoCQ,0,1,743,906
5g,13,158420,1,10,O,green,OCQoQCoQCo,0,1,2994,3528
5g,14,165860,0,10,O,green,QoCQoCoCQC,0,1,808,965
5g,15,168520,0,10,O,green,CoQoCQCoQC,0,1,785,546
5g,16,170772,1,10,O,green,OoQCoQCoQC,0,1,999,809
5g,17,173470,0,10,O,green,QCoCQoQoCo,0,1,2676,614
5g,18,177664,0,10,O,green,CQoCQoCQoC,0,1,1233,513
5g,19,180284,1,10,O,green,OCoQCoQoCQ,1,1,994,492
5g,20,182662,0,10,O,green,oQCQCoCQoQ,0,1,6587,6805
5g,21,196959,0,10,O,green,QCoCoQCQoC,0,1,2600,772
5g,22,201231,1,10,O,green,OCoQCoQCoQ,1,1,847,511
5g,23,203476,1,10,O,green,OCoQCQoQCo,0,1,3393,687
5g,24,208486,1,10,O,green,OCQoQCoQCo,1,1,1867,1192
5g,25,212451,0,10,O,green,oQCQoCoCQo,0,1,2302,1363
5g,26,216997,0,10,O,green,oQCoQCoQCo,0,1,3728,881
