sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
12p,1,16895,0,10,O,white,oQCQCoQoCo,0,1,12353,895
12p,2,31019,0,10,O,green,oQCoQCoQCQ,0,1,3744,940
12p,3,36602,1,10,O,green,OoQCQoCoQC,1,1,3095,4148
12p,4,44757,1,10,O,green,OCQoQoCoQC,1,1,2120,2311
12p,5,50110,1,10,O,white,OCoQCoQoCQ,1,1,6261,525
12p,6,57810,1,10,O,white,OQCoCQoCQo,0,1,5141,9430
12p,7,73260,0,10,O,white,CQoCQoQoCo,0,1,2745,699
12p,8,77589,0,10,O,green,oCQoCQoCQo,0,1,1161,694
12p,9,80381,1,10,O,white,OQCoQCoCQo,0,1,1289,734
12p,10,83297,0,10,O,green,oQCoCQCoQC,0,1,1354,661
12p,11,86200,1,10,O,green,OQCoCQoCQo,1,1,1086,657
12p,12,88856,1,10,O,green,OoCQoCQoQC,1,1,1826,646
12p,13,92249,0,10,O,green,oCQoCQoCQC,0,1,1182,610
12p,14,94950,1,10,O,green,OCoQCoQCoQ,0,1,1803,704
12p,15,98350,0,10,O,green,CoQCoQoCQC,0,1,876,1894
12p,16,102026,1,10,O,white,OCoQCoQCQo,1,1,1888,727
12p,17,105539,1,10,O,green,OoCQCoQoCQ,1,1,821,522
12p,18,107769,1,10,O,white,OQoCQoCoCQ,1,1,1517,771
12p,19,110949,0,10,O,white,CQoQoCoQCo,0,1,3677,786
12p,20,116320,0,10,O,white,oCQCQoCoQC,0,1,1717,597
12p,21,119569,1,10,O,white,OCQoQCoCQo,0,1,2407,904
12p,22,123783,1,10,O,white,OoCQCoQoCQ,1,1,1394,545
12p,23,126632,0,10,O,white,CQoCoQoCQC,0,1,2285,650
12p,24,130476,0,10,O,white,QoCoQCoQCo,0,1,2852,691
12p,25,134942,1,10,O,green,OCoQCQoQCo,1,1,744,550
12p,26,137142,1,10,O,green,OQCoCQoCoQ,1,1,811,556
12p,27,139397,0,10,O,green,QoCQCoCQoQ,0,1,972,926
12p,28,142173,1,10,O,green,OQoCQoCoQC,1,1,667,510
12p,29,144243,0,10,O,green,QoCQoCQoCQ,0,1,1488,760
12p,30,147399,0,10,O,white,oQCoQCQoCQ,0,1,3562,659
12p,31,177289,0,10,O,white,QoCoCQCQoC,0,1,176,1460
12p,32,179864,1,10,O,white,OoQCQoCQoC,0,1,159,2850
12p,33,183790,0,10,O,white,CoQCoQCoQo,0,1,2053,886
12p,34,187614,0,10,O,green,CoQCQoQCoQ,0,1,750,597
12p,35,189845,0,10,O,green,oCQCQoQoCo,0,1,697,614
12p,36,192065,1,10,O,white,OCoQoCQoQC,0,1,1033,478
12p,37,194465,0,10,O,white,oCQCQoCoQo,0,1,2547,613
12p,38,198514,1,10,O,green,OQCoQCoQoC,0,1,2107,516
12p,39,202031,1,10,O,white,OoCQCQoQCo,1,1,3611,855
12p,40,207415,0,10,O,green,CQoQoCoQCQ,0,1,732,718
