sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
13m,1,13882,1,10,O,white,OoCQoCQCQo,1,1,1409,79
13m,2,16265,0,10,O,white,CoQoQCoQCQ,0,1,4235,33100
13m,3,54520,0,10,O,green,QoCoCQoQCQ,0,1,3291,540
13m,4,59242,1,10,O,green,OCQoQCoCoQ,1,1,1652,72
13m,5,61867,1,10,O,white,OoQCoCQoQC,1,1,1582,1220
13m,6,65557,0,10,O,white,CoQoCQoCQo,0,1,2609,824
13m,7,69937,1,10,O,white,OoCQoQCoQC,1,1,1158,68
13m,8,72078,0,10,O,white,oQCoQCoQCo,0,1,2454,478
13m,9,75901,0,10,O,green,oQCQoCoQCQ,0,1,2746,604
13m,10,80176,0,10,O,white,CQoCoQoCQo,0,1,3870,358
13m,11,85302,0,10,O,white,QCoQCoCQoC,0,1,1595,497
13m,12,88310,1,10,O,white,OCoQoQCQoC,1,1,4235,67
13m,13,93496,0,10,O,white,oCQoQCoCQo,0,1,2555,463
13m,14,97432,0,10,O,green,oQCQoCQoCQ,0,1,4896,563
13m,15,103810,1,10,O,green,OQCoCQoCQo,1,1,1869,80
13m,16,106634,1,10,O,green,OCQoQCoCQo,1,1,1271,61
13m,17,108894,0,10,O,white,QCoCQoCQoC,0,1,2318,441
13m,18,112536,1,10,O,white,OQoCoCQoQC,1,1,1337,37
13m,19,114792,1,10,O,white,OQoCQCoCQo,1,1,2392,43
13m,20,118108,0,10,O,white,oCQoQCoQCo,0,1,4259,578
13m,21,123850,1,10,O,white,OQoCoQCQCo,1,1,2770,93
13m,22,127628,1,10,O,green,OoQCQCoQCo,1,1,2281,48
13m,23,130849,1,10,O,white,OoQCoQCoQC,1,1,2825,74
13m,24,134651,1,10,O,green,OCoQoCQoCQ,1,1,2207,56
13m,25,137800,0,10,O,green,CQoQoCoCQC,0,1,2254,419
13m,26,141378,1,10,O,green,OQCoQCoCQo,1,1,964,70
13m,27,143307,1,10,O,green,OoQCQoCoCQ,1,1,1883,1103
13m,28,147189,0,10,O,green,CQoCQoQCoQ,0,1,2340,454
13m,29,150949,1,10,O,green,OoCQoCQoCQ,1,1,1121,543
13m,30,153538,1,10,O,white,OoCQoQCQoC,1,1,1551,94
13m,31,158860,0,10,O,green,QoCoQCoCQC,0,1,2409,578
13m,32,162789,0,10,O,white,CQoCoQCoQo,0,1,1735,352
13m,33,165797,1,10,O,green,OQoCoCQCoQ,1,1,1186,45
13m,34,167928,1,10,O,green,OQoCoQCQCo,1,1,1193,150
13m,35,170160,0,10,O,green,CoQoQCQoCQ,0,1,1413,469
13m,36,172938,0,10,O,green,CQoQCoQoCQ,0,1,2640,455
13m,37,176949,0,10,O,green,CoQoCQoQCQ,0,1,1644,662
13m,38,180160,0,10,O,white,QCoQCoCQoC,0,1,4702,403
13m,39,186140,0,10,O,green,QCoQCoQoCQ,0,1,2766,488
13m,40,190298,1,10,O,white,OQCoCQoQCo,1,1,2337,1095
13m,1,21660,0,10,O,green,CoQCQoQCoQ,0,1,3074,725
13m,2,26347,0,10,O,white,QoCQCoQCoQ,0,1,2511,410
13m,3,30161,0,10,O,green,oCQoQCQCoQ,0,1,3288,648
13m,4,34985,1,10,O,white,OQoCQCoQCo,1,1,1765,38
13m,5,37693,1,10,O,white,OCQoQCoQoC,1,1,2531,63
13m,6,41192,1,10,O,white,OQCoQoCoQC,1,1,2767,67
13m,7,44939,1,10,O,white,OQCoQCoCoQ,1,1,2661,796
13m,8,49320,0,10,O,green,QoCoQCoQCo,0,1,3371,562
13m,9,54166,1,10,O,green,OQCoCQoCQo,1,1,1644,75
13m,10,56806,0,10,O,white,QoCoQCoQCQ,0,1,4432,807
13m,11,62970,0,10,O,green,oCQoCQCQoC,0,1,4276,501
13m,12,68628,0,10,O,white,CQoCQoQCoQ,0,1,2309,504
13m,13,72362,0,10,O,white,CQoCQoCQoQ,0,1,3101,717
13m,14,77077,1,10,O,green,OoQCQoCoQC,1,1,1455,752
13m,15,80173,0,10,O,white,CQoCQoCoQC,0,1,3615,474
13m,16,85186,0,10,O,green,oCQCQoCoQo,0,1,3352,559
13m,17,89978,1,10,O,white,OoCQCoQoCQ,1,1,1848,87
13m,18,92797,0,10,O,white,CoQCoQoQCo,0,1,2211,1522
13m,19,97414,1,10,O,green,OCQoQCoQCo,1,1,1031,827
13m,20,100180,0,10,O,green,CQoQCoQoCo,0,1,3583,534
13m,21,105191,1,10,O,green,OoCQoCQoCQ,1,1,1164,119
13m,22,107348,1,10,O,white,OCQoQCoCQo,1,1,2306,74
13m,23,110631,1,10,O,green,OQCoQCoCoQ,1,1,2163,70
13m,24,113763,0,10,O,green,oCQCoQCoQo,0,1,8359,528
13m,25,123549,0,10,O,green,CQoQCoQoCo,0,1,3414,591
13m,26,128465,1,10,O,white,OQCoQoCoQC,1,1,1265,70
13m,27,130704,1,10,O,green,OoCQCoQoCQ,1,1,2191,57
13m,28,133850,0,10,O,green,QoCoQCoQCQ,0,1,1948,573
13m,29,137261,1,10,O,green,OoCQoCQoQC,1,1,1041,77
13m,30,139258,1,10,O,white,OoQCoQCQCo,1,1,2964,152
13m,31,145237,1,10,O,green,OQCoCQoCQo,1,1,985,64
13m,32,147220,1,10,O,green,OCQoQCoCoQ,1,1,1821,90
13m,33,150013,0,10,O,white,oCQoQCoQCo,0,1,3253,666
13m,34,154833,0,10,O,white,oCQoCQoQCo,0,1,2932,540
13m,35,159184,0,10,O,white,CQoQoCQoCQ,0,1,2162,620
13m,36,162866,0,10,O,white,QCoQCoCoQo,0,1,3917,508
13m,37,168184,0,10,O,green,oQCoQCQoCQ,0,1,2904,497
13m,38,172476,1,10,O,green,OQCoQoCQoC,1,1,1599,324
13m,39,175321,1,10,O,white,OCQoCQoQCo,1,1,1686,17
13m,40,177928,1,10,O,white,OCQoCoQoCQ,1,1,2561,80
13m,1,15396,1,10,O,green,OCQoCQoQCo,1,1,1143,77
13m,2,17513,1,10,O,white,OCoQoCQoQC,1,1,2339,69
13m,3,20817,1,10,O,green,OCQoCQoQCo,1,1,2088,67
13m,4,23850,0,10,O,white,CQoQCoQoCo,0,1,2693,441
13m,5,27885,0,10,O,green,CQoCoQCQoQ,0,1,2437,1303
13m,6,32538,0,10,O,green,QCoCQoQCoQ,0,1,2940,588
13m,7,36974,1,10,O,white,OCQoQoCoQC,1,1,2103,55
13m,8,40036,0,10,O,green,QoCoCQoCQC,0,1,4610,541
13m,9,46077,0,10,O,white,oQCoQCoQCQ,0,1,4271,415
13m,10,51651,0,10,O,green,CoQCQoCQoQ,0,1,2304,503
13m,11,55365,0,10,O,white,QCoCoQoQCo,0,1,2267,751
13m,12,59270,1,10,O,white,OCQoQCoCoQ,1,1,1575,90
13m,13,61810,1,10,O,white,OoQCoCQCQo,1,1,1524,112
13m,14,64338,1,10,O,white,OoQCQoCQoC,1,1,1716,66
13m,15,67040,1,10,O,white,OoQCoCQoCQ,1,1,2472,74
13m,16,70476,0,10,O,green,oCQoQCoQCo,0,1,2751,454
13m,17,74598,0,10,O,white,oCQCoQCoQC,0,1,3404,686
13m,18,79609,0,10,O,white,CoQoCQCQoC,0,1,2875,644
13m,19,84055,1,10,O,white,OoCQoCQCoQ,1,1,2698,58
13m,20,87700,1,10,O,green,OQoCQoCoCQ,1,1,1140,67
13m,21,89801,1,10,O,green,OQCoCQoCQo,1,1,1295,48
13m,22,92032,1,10,O,green,OoQCoCQCQo,1,1,2022,1020
13m,23,95959,1,10,O,green,OQCoCoQoCQ,1,1,1594,95
13m,24,98565,0,10,O,white,QoCQCoQCoC,0,1,6355,511
13m,25,106340,0,10,O,white,CoQoCQoCQo,0,1,4593,472
13m,26,112338,1,10,O,white,OQCoCQoCoQ,1,1,2408,58
