sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
7p,1,12841,1,10,O,green,OCQoCQoQCo,1,1,6678,3166
7p,2,23585,0,10,O,green,CoQoCQoCQC,0,1,8205,1925
7p,3,34606,0,10,O,white,oQCoCQoCQo,0,1,9272,510
7p,4,45291,0,10,O,white,QCoQCoQCoQ,0,1,9502,932
7p,5,56599,0,10,O,green,oQCQoCQCoQ,0,1,1021,634
7p,6,59145,1,10,O,white,OQoCQCoQoC,1,1,1419,858
7p,7,62327,1,10,O,white,OCQoQCoCQo,1,1,3271,895
7p,8,67419,0,10,O,green,QoCQoCQoCQ,0,1,1572,831
7p,9,70705,0,10,O,white,CQoQCoQCoC,0,1,2698,551
7p,10,74848,0,10,O,green,CoQCQoQCoQ,0,1,1163,3044
7p,11,79943,0,10,O,white,QCoQCoCQoQ,0,1,3360,762
7p,12,84998,0,10,O,white,QCoQoCQCoQ,0,1,3474,804
7p,13,90158,1,10,O,white,OoCQCoQoCQ,1,1,2666,492
7p,14,94226,0,10,O,white,CQoQCoCQoQ,0,1,3283,647
7p,15,99046,0,10,O,green,oQCoQCQoCo,0,1,724,769
7p,16,101440,1,10,O,green,OoCQoQCQoC,1,1,1596,564
7p,17,104499,1,10,O,green,OQoCQCoQoC,1,1,1879,588
7p,18,107859,0,10,O,white,QoCoQCQCoC,0,1,3034,552
7p,19,112365,1,10,O,green,OoCQCQoQCo,1,1,1300,504
7p,20,115065,1,10,O,green,OCQoQCoQCo,1,1,1580,537
7p,21,118076,1,10,O,white,OQoCoQCoQC,0,1,4050,2677
7p,22,125690,1,10,O,white,OCQoCQoCoQ,1,1,1423,462
7p,23,128477,1,10,O,green,OQoCQCoCQo,1,1,1693,1113
7p,24,132196,1,10,O,green,OCQoQCoQCo,1,1,2898,1080
7p,25,137054,0,10,O,green,oCQoCQCoQC,0,1,4002,720
7p,26,142662,1,10,O,white,OQCoCoQoCQ,1,1,1666,1107
7p,27,146321,1,10,O,green,OoCQCoQCoQ,1,1,1474,711
7p,28,149411,0,10,O,green,QoCQCoQoCo,0,1,5093,690
7p,29,156072,0,10,O,white,QCoCQoQoCo,0,1,3027,733
7p,30,160721,1,10,O,green,OoQCQCoQoC,1,1,1369,979
7p,31,194515,0,10,O,white,CQoCoQCoQo,0,1,184,2972
7p,32,198590,1,10,O,green,OoCQoCQCQo,1,1,996,461
7p,33,200918,1,10,O,white,OoQCQoCoQC,1,1,4505,494
7p,34,206826,0,10,O,green,oCQoQCQoCo,0,1,1750,925
7p,35,210393,0,10,O,green,QCoQoCoQCQ,0,1,2017,587
7p,36,213893,1,10,O,white,OCQoCQoCQo,1,1,1031,493
7p,37,216304,0,10,O,white,oCQoQCoQCQ,0,1,1983,702
7p,38,219882,1,10,O,white,OCQoCQoCQo,1,1,1479,1515
7p,39,223783,1,10,O,white,OoQCoCQoCQ,1,1,1860,637
7p,40,227169,0,10,O,green,CoQCoQCoQo,0,1,902,1073
7p,1,21874,1,10,O,green,OQoCoCQoQC,1,1,3738,507
7p,2,27032,1,10,O,green,OQoCQCoCQo,1,1,2334,2967
7p,3,33238,0,10,O,green,QoCQCoQCoC,0,1,3074,524
7p,4,37721,0,10,O,green,QCoCoQCoQC,0,1,5456,504
