sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
1w,1,3604,1,10,O,white,OoCQoCQCQo,1,1,1293,1297
1w,2,7104,0,10,O,white,CoQoCQoCQC,0,1,4262,3511
1w,3,15773,0,10,O,white,oQCoQCoQCo,0,1,3256,569
1w,4,20491,1,10,O,white,OCQoQCoQoC,1,1,7129,2988
1w,5,31514,1,10,O,white,OoCQoCQoCQ,1,1,22167,570
1w,6,55133,0,10,O,white,oQCQoCQoCo,0,1,2307,2310
1w,7,60648,1,10,O,white,OoCQoCQoQC,1,1,31683,268
1w,8,93476,1,10,O,white,OoQCoQCQCo,1,1,1876,107
1w,9,96360,1,10,O,white,OQCoQoCQCo,1,1,2284,548
1w,10,100080,0,10,O,white,CoQCQoCQoC,0,1,6694,485
1w,11,108165,0,10,O,white,QCoCQoQCoC,0,1,3305,615
1w,12,112979,0,10,O,white,QCoQCoCQoQ,0,1,3654,516
1w,13,118073,1,10,O,white,OQoCoCQCoQ,1,1,1814,849
1w,14,121650,1,10,O,white,OoCQoQCoQC,1,1,4271,90
1w,15,126906,1,10,O,white,OQCoCoQCoQ,1,1,4201,66
1w,16,132070,1,10,O,white,OoCQCoQoCQ,1,1,2329,78
1w,17,135366,1,10,O,white,OoQCQCoCQo,1,1,1272,71
1w,18,137593,0,10,O,white,CoQoQCQoCo,0,1,5786,1219
1w,19,145501,0,10,O,white,oQCoQCoCQo,0,1,5670,619
1w,20,152662,1,10,O,white,OQoCoQCQCo,1,1,2834,69
1w,21,156450,1,10,O,white,OQoCoCQCoQ,1,1,1391,2747
1w,22,161504,1,10,O,white,OoCQoCQCoQ,1,1,1911,70
1w,23,164412,0,10,O,white,oQCQoCQoCo,0,1,4310,448
1w,24,170055,0,10,O,white,oCQoCQCoQo,0,1,3430,843
1w,25,175221,1,10,O,white,OQoCQCoQCo,1,1,2889,63
1w,26,179079,1,10,O,white,OoCQoCQCoQ,1,1,3079,159
1w,27,183215,0,10,O,white,QCoCoQoCQo,0,1,3824,384
1w,28,188315,0,10,O,white,CoQCoQCoQC,0,1,6276,350
1w,29,195831,0,10,O,white,CoQoCQoCQC,0,1,5282,456
1w,30,202447,0,10,O,white,CoQCoQCoQo,0,1,3915,365
1w,31,211012,0,10,O,white,QoCQoCQoCQ,0,1,3303,521
1w,32,215749,0,10,O,white,QCoCQoCQoQ,0,1,7044,467
1w,33,224145,0,10,O,white,QoCQoCQCoQ,0,1,4717,444
1w,34,230190,0,10,O,white,oQCoQCQCoC,0,1,2927,558
1w,35,234567,0,10,O,white,CoQoCQoCQo,0,1,4526,424
1w,36,240453,1,10,O,white,OoQCQoCoQC,1,1,2152,79
1w,37,243603,0,10,O,white,QCoCQoCQoC,0,1,4089,403
1w,38,248998,1,10,O,white,OQCoQCoCQo,1,1,3268,69
1w,39,253225,1,10,O,white,OCoQoCQoCQ,1,1,2286,143
1w,40,256544,1,10,O,white,OCoQoCQCoQ,1,1,1756,76
1w,1,13784,0,10,O,white,oQCQoCQoCo,0,1,4685,409
1w,2,19762,1,10,O,white,OQoCQCoQCo,1,1,1521,42
1w,3,22232,0,10,O,white,QCoCQoQCoQ,0,1,2739,358
1w,4,26213,1,10,O,white,OoQCoCQoQC,1,1,2537,822
1w,5,30466,0,10,O,white,oQCQoCQoCo,0,1,5061,306
1w,6,36714,0,10,O,white,CoQoCQCoQo,0,1,2518,488
1w,7,40634,1,10,O,white,OQCoQCoQCo,1,1,1636,71
1w,8,43265,0,10,O,white,CQoCoQCoQC,0,1,3712,447
1w,9,48357,1,10,O,white,OoCQCoQCoQ,1,1,2234,62
1w,10,51562,0,10,O,white,CoQoQCoCQo,0,1,2668,283
1w,11,55455,1,10,O,white,OQCoCQoCoQ,1,1,2459,77
1w,12,58875,1,10,O,white,OoQCQoCQoC,1,1,3614,167
1w,13,63557,1,10,O,white,OCQoCQoCQo,1,1,2229,56
1w,14,66755,0,10,O,white,oCQCoQoQCo,0,1,2991,464
1w,15,71095,1,10,O,white,OoQCoCQCoQ,1,1,2191,1155
1w,16,75330,1,10,O,white,OQoCoQCoQC,1,1,1744,52
1w,17,78009,1,10,O,white,OQoCoCQoQC,1,1,1678,64
1w,18,80671,1,10,O,white,OQoCQCoCQo,1,1,1522,618
1w,19,83716,1,10,O,white,OoQCoCQCoQ,1,1,1683,39
1w,20,86325,1,10,O,white,OCQoQoCoQC,1,1,2414,55
1w,21,89689,0,10,O,white,QCoQCoQoCQ,0,1,4013,389
1w,22,94967,1,10,O,white,OoCQoCQCoQ,1,1,1630,149
1w,23,97644,0,10,O,white,oQCoQCQCoC,0,1,3508,337
1w,24,102375,0,10,O,white,QoCoQCoQCo,0,1,3387,860
1w,25,107518,0,10,O,white,CQoCoQCQoC,0,1,1584,364
1w,26,110367,1,10,O,white,OoCQoCQoCQ,1,1,1883,72
1w,27,113207,0,10,O,white,QoCQoCQoCo,0,1,1480,397
1w,28,116039,0,10,O,white,QoCoQCoCQC,0,1,1558,1642
1w,29,120125,0,10,O,white,oCQCQoQoCQ,0,1,2327,365
1w,30,123731,1,10,O,white,OQoCQoCQoC,1,1,3677,50
1w,31,130717,0,10,O,white,CoQoQCoCQo,0,1,2062,433
1w,32,134145,0,10,O,white,CQoQoCQCoC,0,1,2142,306
1w,33,137512,1,10,O,white,OQCoCQoCQo,1,1,1197,33
1w,34,139674,0,10,O,white,QCoCoQoCQC,0,1,2137,430
1w,35,143143,1,10,O,white,OQoCQCoQoC,1,1,1511,450
1w,36,146028,1,10,O,white,OoCQCoQCoQ,1,1,2362,93
1w,37,149390,0,10,O,white,QoCoCQCQoQ,0,1,3124,781
1w,38,154176,0,10,O,white,QoCQCoCQoQ,0,1,4595,627
1w,39,160274,0,10,O,white,oCQoCQCoQC,0,1,1938,453
1w,40,163546,1,10,O,white,OQCoCQoQoC,1,1,1998,213
1w,1,133121,1,10,O,white,OoCQCoQCoQ,1,1,3003,63
1w,2,137065,0,10,O,white,CoQoCQCoQC,0,1,1320,340
1w,3,139664,0,10,O,white,CoQCQoCoQo,0,1,3568,360
1w,4,144489,1,10,O,white,OQoCQCoCQo,1,1,2864,77
1w,5,148317,0,10,O,white,oQCoQCQoCQ,0,1,3982,466
1w,6,153648,0,10,O,white,CQoQCoQoCQ,0,1,1954,470
1w,7,156980,1,10,O,white,OoQCQoCoQC,1,1,2921,40
1w,8,160843,1,10,O,white,OQCoCoQoCQ,1,1,1308,44
1w,9,163098,0,10,O,white,QCoQCoQCoC,0,1,5220,716
1w,10,169930,1,10,O,white,OQoCQoCQoC,1,1,2816,78
