sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
14w,1,12408,0,10,O,white,QCoCQoQCoC,0,1,1864,1390
14w,2,16509,0,10,O,white,oCQoCQCQoC,0,1,2054,729
14w,3,20213,0,10,O,white,oCQoCQCoQo,0,1,2606,752
14w,4,24434,0,10,O,white,CQoQoCoCQo,0,1,2577,699
14w,5,28588,0,10,O,white,oCQoQCQoCo,0,1,2296,1635
14w,6,33410,1,10,O,white,OoQCQoCQoC,1,1,1548,679
14w,7,36484,1,10,O,white,OoCQCoQCQo,1,1,2622,1140
14w,8,41125,1,10,O,white,OCQoQCoQCo,1,1,1717,1198
14w,9,44930,1,10,O,white,OQCoQCoCQo,1,1,2901,1905
14w,10,50585,1,10,O,white,OQCoQCoQCo,1,1,3138,930
14w,11,55515,1,10,O,white,OCoQoQCoQC,1,1,2218,725
14w,12,59306,1,10,O,white,OQCoCoQCoQ,1,1,2168,3113
14w,13,65448,0,10,O,white,CQoCQoCQoQ,10,0,2171,1815
14w,14,70282,0,10,O,white,oQCoQCoQCo,0,1,3412,554
14w,15,75096,0,10,O,white,QCoCoQCoQo,0,1,4010,770
14w,16,80729,1,10,O,white,OCQoCQoCoQ,1,1,1294,635
14w,17,83519,0,10,O,white,CQoQCoCQoC,0,1,3295,1502
14w,18,89164,0,10,O,white,QCoQCoCoQC,0,1,3359,692
14w,19,94065,0,10,O,white,QoCoQCQCoQ,0,1,3595,724
14w,20,99233,0,10,O,white,QoCoQCoCQC,0,1,2879,1192
14w,21,104167,1,10,O,white,OCQoCQoQCo,1,1,3501,2169
14w,22,110684,0,10,O,white,QCoQCoQCoQ,0,1,3539,674
14w,23,115761,1,10,O,white,OQoCoQCQCo,1,1,1938,1629
14w,24,120190,0,10,O,white,QCoQCoQoCo,0,1,2587,1360
14w,25,125000,0,10,O,white,oCQoQCQoCQ,0,1,2119,935
14w,26,128916,1,10,O,white,OCoQCoQoQC,1,1,1355,1497
14w,27,132644,0,10,O,white,CoQCoQCoQC,0,1,3120,740
14w,28,137381,1,10,O,white,OCoQoQCoQC,1,1,1872,2560
14w,29,142734,1,10,O,white,OCoQoQCoCQ,1,1,2321,482
14w,30,146386,1,10,O,white,OoQCQCoQoC,1,1,2524,910
14w,31,153513,0,10,O,white,CQoCoQCoQo,0,1,4523,672
14w,32,159571,1,10,O,white,OQCoCQoCoQ,1,1,1692,3252
14w,33,165376,1,10,O,white,OCoQoQCQoC,0,1,1905,1528
14w,34,169658,0,10,O,white,CQoCQoQCoC,0,1,4548,566
14w,35,175619,0,10,O,white,oCQCoQCoQo,0,1,2540,667
14w,36,179687,1,10,O,white,OCoQoQCoQC,1,1,2157,1798
