sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
3,1,24045,0,10,O,green,CoQCoQCoQC,0,1,1589,2919
3,2,29402,0,10,O,white,CoQoQCoCQo,4,0,231,2825
3,3,33319,0,10,O,green,QCoCoQoQCo,0,1,1446,1662
3,4,37264,0,10,O,white,QCoCoQCQoC,9,0,104,3502
3,5,41716,0,10,O,white,oQCQCoQCoC,1,0,1334,3177
3,6,47063,0,10,O,white,CQoCQoCoQo,10,0,1634,776
3,7,50344,0,10,O,white,oQCQoCoQCQ,5,0,1683,1250
3,8,54136,0,10,O,green,CQoCoQoCQo,0,1,2880,33913
3,9,91800,0,10,O,green,QoCQoCQoCo,6,0,3679,4222
3,10,100536,0,10,O,green,oQCoQCoQCQ,6,0,1611,1008
3,1,5940,1,10,O,green,OCQoCQoCoQ,0,1,779,1010
3,2,8667,0,10,O,white,QCoCQoCoQC,0,1,876,854
3,3,11274,1,10,O,green,OoQCoCQCoQ,0,1,693,714
3,4,13577,0,10,O,white,CQoCQoQoCQ,0,1,604,695
3,1,3675,0,10,O,green,oQCQoCQCoC,0,1,2315,1167
3,2,8103,0,10,O,green,oCQoCQoQCo,0,1,835,611
3,3,10439,0,10,O,green,QoCQoCoQCQ,0,1,654,592
3,4,12609,0,10,O,green,oCQCQoQCoC,0,1,768,747
3,5,15030,0,10,O,green,QCoCQoCQoC,0,1,2083,801
3,6,18825,1,10,O,green,OQoCQoCQoC,1,1,1352,653
3,7,21721,0,10,O,green,oCQCoQCoQo,0,1,830,567
3,8,24038,1,10,O,green,OoQCoQCoCQ,1,1,920,509
3,9,26389,0,10,O,green,CQoQCoCQoQ,0,1,734,665
3,10,28671,1,10,O,green,OoQCoQCoCQ,1,1,795,576
3,11,30975,0,10,O,green,QCoCQoCQoQ,0,1,855,847
3,12,33556,0,10,O,green,QoCQoCQoCo,0,1,1501,768
