sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
11m,1,47971,0,10,O,white,oQCQoCQCoQ,0,1,4168,701
11m,2,53745,0,10,O,white,CoQoCQoCQC,0,1,2639,688
11m,3,57978,0,10,O,green,oCQCQoQoCo,0,1,933,769
11m,4,60593,1,10,O,white,OCQoQCoQoC,1,1,926,451
11m,5,62878,1,10,O,green,OCoQCQoQoC,1,1,1116,447
11m,6,65325,0,10,O,white,CoQCoQCoQo,0,1,1391,1312
11m,7,68922,1,10,O,white,OoQCQCoQCo,1,1,1011,452
11m,8,71272,0,10,O,green,oCQoQCoCQC,0,1,741,739
11m,9,73638,0,10,O,green,CoQoCQCoQo,0,1,2685,569
11m,10,77813,1,10,O,white,OoQCoQCQoC,1,1,900,413
11m,11,80020,1,10,O,green,OCoQCoQCoQ,1,1,1374,1106
11m,12,83416,1,10,O,white,OoCQCoQCoQ,1,1,883,801
11m,13,86008,0,10,O,white,QoCoQCQoCo,0,1,1678,746
11m,14,89323,1,10,O,green,OCQoCoQCoQ,1,1,779,503
11m,15,91492,1,10,O,white,OoQCQCoQCo,1,1,1401,451
11m,16,94270,0,10,O,green,QoCoCQCoQC,0,1,1451,618
11m,17,97243,0,10,O,green,CQoQCoCoQo,0,1,727,631
11m,18,99505,0,10,O,white,CoQoQCQoCQ,0,1,1239,1397
11m,19,103031,0,10,O,white,oQCoCQCoQC,0,1,2932,899
11m,20,107783,1,10,O,green,OCoQoQCQoC,1,1,591,525
11m,21,109788,1,10,O,white,OCQoQCoQCo,1,1,2779,1169
11m,22,114653,1,10,O,green,OQCoCQoQCo,1,1,615,585
11m,23,116740,0,10,O,green,QoCoCQCoQo,0,1,829,707
11m,24,119174,1,10,O,green,OoCQoCQoQC,1,1,751,549
11m,25,121365,0,10,O,green,oCQoQCQoCo,0,1,940,817
11m,26,124007,0,10,O,green,oCQCoQoQCo,0,1,726,1108
11m,27,126733,1,10,O,white,OCoQoCQoQC,0,1,1230,761
11m,28,129647,0,10,O,white,CoQoCQCoQC,0,1,4940,808
11m,29,136283,1,10,O,white,OCQoCoQoQC,1,1,2824,536
11m,30,140537,0,10,O,white,CQoCoQoQCo,0,1,2937,847
11m,31,147538,1,10,O,green,OCQoQCoQCo,1,1,654,701
11m,32,149810,1,10,O,white,OoQCQoCoCQ,1,1,1615,476
11m,33,152804,1,10,O,green,OoCQoCQCQo,1,1,632,944
11m,34,155271,0,10,O,green,CQoCQoCQoC,0,1,836,992
11m,35,157993,0,10,O,white,QoCoQCQoCQ,0,1,1211,868
11m,36,160991,1,10,O,green,OCoQoCQCoQ,1,1,763,1867
11m,37,164504,1,10,O,green,OoCQoCQCoQ,1,1,815,610
11m,38,166842,0,10,O,green,QoCQoCoQCQ,0,1,584,1552
11m,39,169901,1,10,O,white,OCQoQCoCoQ,1,1,2376,512
11m,40,173708,0,10,O,white,oQCoQCQoCo,2,0,1595,886
11m,1,18977,1,10,O,green,OCQoQCoCQo,1,1,1891,555
11m,2,22322,1,10,O,green,OoQCoQCQCo,1,1,828,878
11m,3,24958,0,10,O,green,CQoQoCoQCQ,0,1,1481,1205
11m,4,28530,0,10,O,green,QoCoCQCQoC,0,1,888,755
11m,5,31078,0,10,O,green,QCoQCoCQoQ,0,1,1417,773
11m,6,34208,0,10,O,white,QoCoQCoCQC,0,1,1391,598
11m,7,37082,1,10,O,green,OoQCoCQCoQ,1,1,720,640
11m,8,39340,1,10,O,green,OQCoQoCoCQ,1,1,615,493
11m,9,41353,0,10,O,white,QCoQCoQCoQ,0,1,4157,654
11m,10,47070,1,10,O,white,OoCQoCQoCQ,1,1,1010,442
11m,11,49453,0,10,O,white,CoQoCQCoQo,0,1,3784,606
11m,12,54755,1,10,O,white,OoQCoCQoCQ,1,1,1557,519
11m,13,57722,1,10,O,white,OoQCoQCQoC,1,1,2125,511
11m,14,61266,1,10,O,green,OoCQoQCoCQ,1,1,1978,494
11m,15,64649,0,10,O,white,oQCQoCQCoQ,0,1,2654,686
11m,16,68884,0,10,O,white,oQCQoCQoCQ,0,1,2757,798
11m,17,73348,0,10,O,green,QCoCoQCQoC,0,1,1326,678
11m,18,76239,1,10,O,white,OoQCQCoQCo,1,1,2447,421
11m,19,80022,0,10,O,white,oCQoQCoQCQ,0,1,2546,718
11m,20,84178,1,10,O,green,OQoCQoCoQC,1,1,999,2376
11m,21,88453,0,10,O,white,oCQoCQCQoC,0,1,2819,821
11m,22,92971,1,10,O,white,OQoCoQCoQC,1,1,1429,699
11m,23,96002,0,10,O,green,QCoCoQoCQC,0,1,1013,642
11m,24,98584,0,10,O,green,oQCoQCQoCQ,0,1,792,1094
11m,25,101370,1,10,O,white,OCoQoCQCoQ,1,1,1193,451
11m,26,103919,0,10,O,green,CoQoCQoCQo,0,1,1835,600
11m,27,107256,1,10,O,white,OoQCoQCQoC,1,1,2326,450
11m,28,110925,1,10,O,green,OQoCQCoCoQ,1,1,619,533
