sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
14g,1,26218,0,10,O,green,QoCQoCoQCQ,0,1,5467,1331
14g,2,33879,1,10,O,green,OCoQoQCoQC,1,1,1581,735
14g,3,37043,1,10,O,green,OoQCQCoCQo,1,1,1616,722
14g,4,40231,0,10,O,green,QCoCQoCQoC,0,1,4233,1053
14g,5,46381,1,10,O,green,OCoQoQCoCQ,1,1,1908,519
14g,6,49655,0,10,O,green,oCQCoQoCQC,0,1,4067,659
14g,7,55261,1,10,O,green,OQCoQoCoCQ,1,1,699,1755
14g,8,58561,1,10,O,green,OCoQCQoQCo,1,1,3758,1500
14g,9,64712,1,10,O,green,OCQoCQoCQo,1,1,1558,591
14g,10,67709,0,10,O,green,oCQoCQoQCQ,0,1,2612,561
14g,11,71746,0,10,O,green,oQCoCQCoQo,0,1,1647,919
14g,12,75161,0,10,O,green,QoCQCoCQoC,0,1,1226,643
14g,13,77877,0,10,O,green,oCQoCQoCQC,0,1,1360,1048
14g,14,81135,0,10,O,green,oQCQCoCQoC,0,1,683,661
14g,15,83357,0,10,O,green,oQCQoCoQCQ,0,1,594,683
14g,16,85495,0,10,O,green,CoQCQoCQoQ,0,1,676,667
14g,17,87686,1,10,O,green,OoCQoQCoQC,1,1,597,871
14g,18,90001,1,10,O,green,OCQoCQoCQo,1,1,828,735
14g,19,92425,0,10,O,green,QCoCQoQCoQ,0,1,1179,839
14g,20,95322,1,10,O,green,OQCoQCoQCo,1,1,884,1039
14g,21,98121,1,10,O,green,OQoCoQCQCo,1,1,840,1788
14g,22,101598,0,10,O,green,QoCoCQCoQo,0,1,1271,725
14g,23,104442,0,10,O,green,CoQoQCoQCQ,0,1,706,768
14g,24,106778,0,10,O,green,QoCQoCoQCQ,0,1,597,797
14g,25,109062,0,10,O,green,oQCQCoCoQo,0,1,768,575
14g,26,111253,0,10,O,green,CoQCQoQoCo,0,1,1966,572
14g,27,114637,1,10,O,green,OQCoCQoQoC,1,1,821,1623
14g,28,117943,1,10,O,green,OCoQoQCQCo,1,1,1749,611
14g,29,121151,1,10,O,green,OQCoQCoQCo,1,1,1925,566
14g,30,124519,1,10,O,green,OCQoCQoQoC,1,1,871,630
14g,31,132221,1,10,O,green,OCoQCQoCoQ,1,1,673,482
14g,32,134224,0,10,O,green,oCQoCQCoQC,0,1,901,692
14g,33,136681,1,10,O,green,OQCoCQoQCo,1,1,844,2654
14g,34,141027,0,10,O,green,QoCQCoQCoC,0,1,3277,518
14g,35,145670,1,10,O,green,OQCoQoCoCQ,1,1,788,555
14g,36,147932,0,10,O,green,oQCoQCoQCQ,0,1,765,1016
14g,37,150563,1,10,O,green,OCoQoQCoCQ,1,1,1088,608
14g,38,153108,1,10,O,green,OCoQoQCQoC,1,1,979,630
14g,39,155580,0,10,O,green,QCoCQoCoQC,0,1,1532,678
14g,40,158669,1,10,O,green,OQCoCQoCQo,1,1,851,551
14g,1,38261,1,10,O,green,OCoQCoQoCQ,1,1,2923,532
14g,2,42563,0,10,O,green,oQCQoCQCoC,0,1,1812,905
14g,3,46160,1,10,O,green,OQCoCoQoCQ,1,1,1266,521
14g,4,48828,1,10,O,green,OQoCoQCoCQ,1,1,1067,712
14g,5,51458,1,10,O,green,OCQoQCoQoC,1,1,1145,1167
14g,6,54620,1,10,O,green,OQoCoQCQCo,1,1,1993,566
14g,7,58060,0,10,O,green,oQCoQCoQCQ,0,1,864,1010
14g,8,60854,1,10,O,green,OCoQCoQCQo,1,1,889,556
14g,9,63162,0,10,O,green,CQoQCoQCoQ,0,1,2345,734
14g,10,67104,1,10,O,green,OQCoCoQoCQ,1,1,688,607
14g,11,69246,0,10,O,green,oCQoCQoCQC,0,1,2118,695
