sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
9p,1,35825,1,10,O,white,OoCQCoQoCQ,1,1,7967,2653
9p,2,47339,1,10,O,green,OCQoCQoQCo,1,1,4331,471
9p,3,53054,1,10,O,green,OCQoCoQCoQ,1,1,1667,496
9p,4,56102,1,10,O,white,OoQCoQCQoC,1,1,2386,261
9p,5,59680,1,10,O,white,OQoCQoCQCo,1,1,2085,493
9p,6,63146,0,10,O,green,CQoQoCoQCo,0,1,4256,1955
9p,7,70257,1,10,O,green,OQCoQoCoQC,1,1,5205,953
9p,8,77330,0,10,O,green,QoCQoCQoCQ,0,1,1431,556
9p,9,80254,0,10,O,white,QoCoQCQoCQ,0,1,2647,626
9p,10,84416,0,10,O,green,QoCoCQoCQo,0,1,2212,597
9p,11,88108,1,10,O,white,OCQoQCoQCo,1,1,1865,728
9p,12,91587,0,10,O,green,QoCQoCQCoC,0,1,1257,499
9p,13,94233,1,10,O,white,OoCQCQoCQo,1,1,1765,555
9p,14,97441,1,10,O,green,OCoQoCQoCQ,1,1,855,459
9p,15,99661,0,10,O,white,CQoQCoQCoC,0,1,2922,602
9p,16,104075,1,10,O,green,OQoCoQCQoC,1,1,917,1358
9p,17,107259,1,10,O,green,OQCoCoQCoQ,1,1,948,576
9p,18,109688,0,10,O,green,CoQoCQCQoC,0,1,1417,655
9p,19,112647,0,10,O,green,oCQoQCoCQC,0,1,1698,595
9p,20,115830,1,10,O,green,OCoQCoQCoQ,0,1,929,559
9p,21,118227,1,10,O,white,OQoCoQCQoC,0,1,2084,996
9p,22,122198,1,10,O,white,OoQCQoCoCQ,1,1,1246,1769
9p,23,126118,0,10,O,white,QoCoQCoCQC,0,1,1823,714
9p,24,129568,1,10,O,green,OoQCQCoCQo,1,1,960,632
9p,25,132041,0,10,O,white,CQoCQoCoQC,0,1,2654,664
9p,26,136263,0,10,O,green,CQoCoQCoQC,0,1,1713,485
9p,27,139362,0,10,O,white,QoCQoCoCQC,0,1,2487,423
9p,28,143173,1,10,O,white,OoQCQCoCoQ,1,1,1546,1276
9p,29,146904,0,10,O,white,oCQoCQoCQo,0,1,2186,628
9p,30,150623,1,10,O,white,OQoCoQCQCo,1,1,1856,633
9p,31,176486,0,10,O,white,oCQoQCQoCQ,0,1,3129,589
9p,32,181143,0,10,O,green,oCQoQCQoCQ,0,1,1297,473
9p,33,183841,0,10,O,green,CQoQCoQoCo,0,1,1317,451
9p,34,186540,0,10,O,white,CoQoQCQCoC,0,1,3029,537
9p,35,191010,1,10,O,white,OQoCoCQoCQ,1,1,2964,635
9p,36,195524,1,10,O,green,OoCQoCQCQo,1,1,1095,536
9p,37,198072,0,10,O,green,CoQoCQCoQC,0,1,1116,496
9p,38,200616,0,10,O,white,oCQCoQoQCo,0,1,3163,507
9p,39,205174,1,10,O,green,OoQCQCoQCo,1,1,1015,670
9p,40,207749,0,10,O,white,QoCoQCoCQC,0,1,3257,570
