sub,trial,time,numtargs,size,targchar,targcol,stim,resp,corr,rt1,rt2
30p,1,2214,0,10,O,green,CQoCQoCoQC,0,1,7067,604
30p,2,10782,0,10,O,white,QCoQCoQoCo,0,1,9377,459
30p,3,21501,1,10,O,green,OoCQCoQoCQ,1,1,1892,432
30p,4,24712,1,10,O,white,OCoQCQoQoC,1,1,1307,521
30p,5,27431,1,10,O,white,OCQoCQoQoC,1,1,1279,409
30p,6,30021,0,10,O,green,oQCoCQoCQo,0,1,1557,863
30p,7,33362,0,10,O,white,CQoCoQCQoC,0,1,8269,1178
30p,8,43696,0,10,O,green,QoCQCoCoQC,0,1,1345,624
30p,9,46579,1,10,O,green,OCQoQCoQCo,1,1,715,1113
30p,10,49313,0,10,O,green,CQoQoCoCQo,0,1,894,536
30p,11,51674,0,10,O,green,oQCQoCoQCo,0,1,1078,552
30p,12,54191,0,10,O,white,QoCQCoCQoC,0,1,2157,640
30p,13,57921,0,10,O,green,CoQoCQCQoC,0,1,1106,630
30p,14,60588,0,10,O,white,oQCQCoCQoQ,1,0,2765,1502
30p,15,65748,1,10,O,white,OCoQoCQCQo,1,1,1163,1726
30p,16,69552,1,10,O,green,OoCQCoQCoQ,1,1,851,415
30p,17,71697,0,10,O,white,QCoCQoCQoQ,0,1,1975,536
30p,18,75106,1,10,O,white,OoCQoQCQoC,1,1,1144,420
30p,19,77570,0,10,O,green,oCQoCQCoQo,0,1,872,492
30p,20,79819,1,10,O,white,OoQCoQCoCQ,1,1,1017,431
30p,21,82173,1,10,O,white,OQoCQCoCoQ,1,1,1399,1155
30p,22,85616,0,10,O,white,CoQoCQoCQC,0,1,1898,716
30p,23,89135,1,10,O,white,OCoQoQCoCQ,1,1,1804,604
30p,24,92445,0,10,O,green,oQCoQCQoCo,0,1,809,1866
30p,25,96019,1,10,O,green,OoCQCQoCoQ,1,1,802,386
30p,26,98116,0,10,O,green,CoQoQCQCoC,0,1,825,531
30p,27,100366,1,10,O,green,OCQoCQoCoQ,1,1,804,905
30p,28,102984,1,10,O,green,OCoQCoQoCQ,1,1,777,451
30p,29,105122,0,10,O,white,QCoCQoCoQo,0,1,2272,580
30p,30,108865,1,10,O,white,OoCQCQoQCo,1,1,1911,1387
30p,31,124832,0,10,O,white,QCoQoCoQCQ,0,1,2096,669
30p,32,128513,0,10,O,white,CQoQCoCQoC,0,1,1817,650
30p,33,131866,1,10,O,green,OoCQCoQCoQ,1,1,785,566
30p,34,134143,1,10,O,green,OoQCoQCoQC,1,1,1118,756
30p,35,136944,0,10,O,green,QCoCQoQCoC,0,1,1923,634
30p,36,140392,0,10,O,white,CQoCoQoCQo,0,1,1914,1187
30p,37,144402,1,10,O,white,OQCoQCoQCo,1,1,1559,409
30p,38,147282,1,10,O,white,OQCoCQoQoC,1,1,1740,480
30p,39,150409,1,10,O,green,OQCoQoCoQC,1,1,1790,503
30p,40,153625,1,10,O,green,OQCoCoQCoQ,1,1,775,400
